event_id	doc	score_a	score_x	num
2503	TTEWSINGLES-----------FNL-000100----------	12	10	1
2503	TTEWSINGLES-----------FNL-000100----------	3	11	2
2503	TTEWSINGLES-----------FNL-000100----------	11	5	3
2503	TTEWSINGLES-----------FNL-000100----------	11	5	4
2503	TTEWSINGLES-----------FNL-000100----------	11	9	5
2503	TTEMSINGLES-----------FNL-000100----------	8	11	1
2503	TTEMSINGLES-----------FNL-000100----------	7	11	2
2503	TTEMSINGLES-----------FNL-000100----------	5	11	3
2503	TTEMSINGLES-----------FNL-000100----------	4	11	4
2503	TTEWDOUBLES-----------FNL-000100----------	3	11	1
2503	TTEWDOUBLES-----------FNL-000100----------	8	11	2
2503	TTEWDOUBLES-----------FNL-000100----------	10	12	3
2503	TTEMSINGLES-----------QFNL000400----------	5	11	1
2503	TTEMSINGLES-----------QFNL000400----------	4	11	2
2503	TTEMSINGLES-----------QFNL000400----------	10	12	3
2503	TTEMSINGLES-----------QFNL000300----------	11	7	1
2503	TTEMSINGLES-----------QFNL000300----------	11	8	2
2503	TTEMSINGLES-----------QFNL000300----------	11	7	3
2503	TTEMSINGLES-----------SFNL000100----------	11	8	1
2503	TTEMSINGLES-----------SFNL000100----------	11	8	2
2503	TTEMSINGLES-----------SFNL000100----------	8	11	3
2503	TTEMSINGLES-----------SFNL000100----------	11	7	4
2503	TTEMSINGLES-----------SFNL000100----------	8	11	5
2503	TTEMSINGLES-----------SFNL000100----------	7	11	6
2503	TTEMSINGLES-----------SFNL000100----------	11	5	7
2503	TTEWSINGLES-----------SFNL000200----------	8	11	1
2503	TTEWSINGLES-----------SFNL000200----------	10	12	2
2503	TTEWSINGLES-----------SFNL000200----------	6	11	3
2503	TTEWSINGLES-----------SFNL000200----------	9	11	4
2503	TTEMDOUBLES-----------FNL-000100----------	11	9	1
2503	TTEMDOUBLES-----------FNL-000100----------	11	7	2
2503	TTEMDOUBLES-----------FNL-000100----------	11	9	3
2503	TTEMSINGLES-----------QFNL000200----------	11	9	1
2503	TTEMSINGLES-----------QFNL000200----------	9	11	2
2503	TTEMSINGLES-----------QFNL000200----------	7	11	3
2503	TTEMSINGLES-----------QFNL000200----------	11	9	4
2503	TTEMSINGLES-----------QFNL000200----------	12	14	5
2503	TTEMSINGLES-----------SFNL000200----------	8	11	1
2503	TTEMSINGLES-----------SFNL000200----------	7	11	2
2503	TTEMSINGLES-----------SFNL000200----------	7	11	3
2503	TTEMSINGLES-----------SFNL000200----------	11	9	4
2503	TTEMSINGLES-----------SFNL000200----------	11	9	5
2503	TTEMSINGLES-----------SFNL000200----------	6	11	6
2503	TTEXDOUBLES-----------FNL-000100----------	11	7	1
2503	TTEXDOUBLES-----------FNL-000100----------	11	8	2
2503	TTEXDOUBLES-----------FNL-000100----------	9	11	3
2503	TTEXDOUBLES-----------FNL-000100----------	11	3	4
2503	TTEWSINGLES-----------SFNL000100----------	11	7	1
2503	TTEWSINGLES-----------SFNL000100----------	7	11	2
2503	TTEWSINGLES-----------SFNL000100----------	13	11	3
2503	TTEWSINGLES-----------SFNL000100----------	10	12	4
2503	TTEWSINGLES-----------SFNL000100----------	11	7	5
2503	TTEWSINGLES-----------SFNL000100----------	11	5	6
2503	TTEWSINGLES-----------QFNL000400----------	11	6	1
2503	TTEWSINGLES-----------QFNL000400----------	11	2	2
2503	TTEWSINGLES-----------QFNL000400----------	11	8	3
2503	TTEWSINGLES-----------QFNL000200----------	8	11	1
2503	TTEWSINGLES-----------QFNL000200----------	11	4	2
2503	TTEWSINGLES-----------QFNL000200----------	11	5	3
2503	TTEWSINGLES-----------QFNL000200----------	6	11	4
2503	TTEWSINGLES-----------QFNL000200----------	7	11	5
2503	TTEWSINGLES-----------QFNL000100----------	11	4	1
2503	TTEWSINGLES-----------QFNL000100----------	11	8	2
2503	TTEWSINGLES-----------QFNL000100----------	11	3	3
2503	TTEMSINGLES-----------QFNL000100----------	10	12	1
2503	TTEMSINGLES-----------QFNL000100----------	11	7	2
2503	TTEMSINGLES-----------QFNL000100----------	5	11	3
2503	TTEMSINGLES-----------QFNL000100----------	11	9	4
2503	TTEMSINGLES-----------QFNL000100----------	11	13	5
2503	TTEMDOUBLES-----------SFNL000100----------	12	14	1
2503	TTEMDOUBLES-----------SFNL000100----------	11	9	2
2503	TTEMDOUBLES-----------SFNL000100----------	11	7	3
2503	TTEMDOUBLES-----------SFNL000100----------	4	11	4
2503	TTEMDOUBLES-----------SFNL000100----------	6	11	5
2503	TTEWDOUBLES-----------SFNL000100----------	8	11	1
2503	TTEWDOUBLES-----------SFNL000100----------	11	8	2
2503	TTEWDOUBLES-----------SFNL000100----------	5	11	3
2503	TTEWDOUBLES-----------SFNL000100----------	3	11	4
2503	TTEWDOUBLES-----------SFNL000200----------	6	11	1
2503	TTEWDOUBLES-----------SFNL000200----------	11	8	2
2503	TTEWDOUBLES-----------SFNL000200----------	6	11	3
2503	TTEWDOUBLES-----------SFNL000200----------	11	5	4
2503	TTEWDOUBLES-----------SFNL000200----------	8	11	5
2503	TTEWSINGLES-----------QFNL000300----------	11	8	1
2503	TTEWSINGLES-----------QFNL000300----------	7	11	2
2503	TTEWSINGLES-----------QFNL000300----------	11	9	3
2503	TTEWSINGLES-----------QFNL000300----------	13	11	4
2503	TTEXDOUBLES-----------SFNL000100----------	11	8	1
2503	TTEXDOUBLES-----------SFNL000100----------	11	7	2
2503	TTEXDOUBLES-----------SFNL000100----------	11	4	3
2503	TTEMSINGLES-----------8FNL000600----------	7	11	1
2503	TTEMSINGLES-----------8FNL000600----------	11	8	2
2503	TTEMSINGLES-----------8FNL000600----------	10	12	3
2503	TTEMSINGLES-----------8FNL000600----------	11	7	4
2503	TTEMSINGLES-----------8FNL000600----------	11	7	5
2503	TTEXDOUBLES-----------SFNL000200----------	3	11	1
2503	TTEXDOUBLES-----------SFNL000200----------	4	11	2
2503	TTEXDOUBLES-----------SFNL000200----------	5	11	3
2503	TTEWSINGLES-----------8FNL000500----------	5	11	1
2503	TTEWSINGLES-----------8FNL000500----------	8	11	2
2503	TTEWSINGLES-----------8FNL000500----------	3	11	3
2503	TTEMSINGLES-----------8FNL000700----------	7	11	1
2503	TTEMSINGLES-----------8FNL000700----------	14	12	2
2503	TTEMSINGLES-----------8FNL000700----------	13	11	3
2503	TTEMSINGLES-----------8FNL000700----------	12	10	4
2503	TTEWSINGLES-----------8FNL000600----------	7	11	1
2503	TTEWSINGLES-----------8FNL000600----------	11	8	2
2503	TTEWSINGLES-----------8FNL000600----------	5	11	3
2503	TTEWSINGLES-----------8FNL000600----------	9	11	4
2503	TTEMSINGLES-----------8FNL000500----------	5	11	1
2503	TTEMSINGLES-----------8FNL000500----------	11	8	2
2503	TTEMSINGLES-----------8FNL000500----------	8	11	3
2503	TTEMSINGLES-----------8FNL000500----------	10	12	4
2503	TTEMDOUBLES-----------QFNL000300----------	11	7	1
2503	TTEMDOUBLES-----------QFNL000300----------	11	6	2
2503	TTEMDOUBLES-----------QFNL000300----------	18	16	3
2503	TTEXDOUBLES-----------QFNL000100----------	11	5	1
2503	TTEXDOUBLES-----------QFNL000100----------	11	6	2
2503	TTEXDOUBLES-----------QFNL000100----------	11	7	3
2503	TTEMSINGLES-----------8FNL000800----------	5	11	1
2503	TTEMSINGLES-----------8FNL000800----------	7	11	2
2503	TTEMSINGLES-----------8FNL000800----------	9	11	3
2503	TTEMSINGLES-----------8FNL000400----------	11	7	1
2503	TTEMSINGLES-----------8FNL000400----------	8	11	2
2503	TTEMSINGLES-----------8FNL000400----------	8	11	3
2503	TTEMSINGLES-----------8FNL000400----------	11	3	4
2503	TTEMSINGLES-----------8FNL000400----------	11	6	5
2503	TTEWSINGLES-----------8FNL000400----------	6	11	1
2503	TTEWSINGLES-----------8FNL000400----------	11	8	2
2503	TTEWSINGLES-----------8FNL000400----------	10	12	3
2503	TTEWSINGLES-----------8FNL000400----------	4	11	4
2503	TTEMSINGLES-----------8FNL000200----------	12	10	1
2503	TTEMSINGLES-----------8FNL000200----------	11	8	2
2503	TTEMSINGLES-----------8FNL000200----------	11	9	3
2503	TTEMDOUBLES-----------SFNL000200----------	0	11	1
2503	TTEMDOUBLES-----------SFNL000200----------	0	11	2
2503	TTEMDOUBLES-----------SFNL000200----------	0	11	3
2503	TTEMDOUBLES-----------QFNL000100----------	11	7	1
2503	TTEMDOUBLES-----------QFNL000100----------	11	8	2
2503	TTEMDOUBLES-----------QFNL000100----------	7	11	3
2503	TTEMDOUBLES-----------QFNL000100----------	11	7	4
2503	TTEMSINGLES-----------8FNL000300----------	11	8	1
2503	TTEMSINGLES-----------8FNL000300----------	11	6	2
2503	TTEMSINGLES-----------8FNL000300----------	11	3	3
2503	TTEXDOUBLES-----------QFNL000200----------	10	12	1
2503	TTEXDOUBLES-----------QFNL000200----------	11	5	2
2503	TTEXDOUBLES-----------QFNL000200----------	11	6	3
2503	TTEXDOUBLES-----------QFNL000200----------	7	11	4
2503	TTEXDOUBLES-----------QFNL000200----------	7	11	5
2503	TTEWSINGLES-----------8FNL000800----------	11	3	1
2503	TTEWSINGLES-----------8FNL000800----------	11	4	2
2503	TTEWSINGLES-----------8FNL000800----------	11	2	3
2503	TTEXDOUBLES-----------QFNL000400----------	11	7	1
2503	TTEXDOUBLES-----------QFNL000400----------	9	11	2
2503	TTEXDOUBLES-----------QFNL000400----------	11	8	3
2503	TTEXDOUBLES-----------QFNL000400----------	11	2	4
2503	TTEXDOUBLES-----------QFNL000300----------	8	11	1
2503	TTEXDOUBLES-----------QFNL000300----------	7	11	2
2503	TTEXDOUBLES-----------QFNL000300----------	4	11	3
2503	TTEWSINGLES-----------8FNL000700----------	6	11	1
2503	TTEWSINGLES-----------8FNL000700----------	11	9	2
2503	TTEWSINGLES-----------8FNL000700----------	8	11	3
2503	TTEWSINGLES-----------8FNL000700----------	11	8	4
2503	TTEWSINGLES-----------8FNL000700----------	12	14	5
2503	TTEMSINGLES-----------8FNL000100----------	7	11	1
2503	TTEMSINGLES-----------8FNL000100----------	11	8	2
2503	TTEMSINGLES-----------8FNL000100----------	7	11	3
2503	TTEMSINGLES-----------8FNL000100----------	8	11	4
2503	TTEWSINGLES-----------8FNL000300----------	11	8	1
2503	TTEWSINGLES-----------8FNL000300----------	13	11	2
2503	TTEWSINGLES-----------8FNL000300----------	12	10	3
2503	TTEWDOUBLES-----------QFNL000100----------	6	11	1
2503	TTEWDOUBLES-----------QFNL000100----------	9	11	2
2503	TTEWDOUBLES-----------QFNL000100----------	11	8	3
2503	TTEWDOUBLES-----------QFNL000100----------	11	5	4
2503	TTEWDOUBLES-----------QFNL000100----------	11	5	5
2503	TTEWSINGLES-----------8FNL000200----------	9	11	1
2503	TTEWSINGLES-----------8FNL000200----------	4	11	2
2503	TTEWSINGLES-----------8FNL000200----------	5	11	3
2503	TTEWDOUBLES-----------QFNL000200----------	11	8	1
2503	TTEWDOUBLES-----------QFNL000200----------	12	10	2
2503	TTEWDOUBLES-----------QFNL000200----------	11	5	3
2503	TTEWSINGLES-----------8FNL000100----------	11	0	1
2503	TTEWSINGLES-----------8FNL000100----------	11	0	2
2503	TTEWSINGLES-----------8FNL000100----------	11	0	3
2503	TTEWDOUBLES-----------QFNL000400----------	6	11	1
2503	TTEWDOUBLES-----------QFNL000400----------	11	8	2
2503	TTEWDOUBLES-----------QFNL000400----------	8	11	3
2503	TTEWDOUBLES-----------QFNL000400----------	11	8	4
2503	TTEWDOUBLES-----------QFNL000400----------	6	11	5
2503	TTEWDOUBLES-----------QFNL000300----------	5	11	1
2503	TTEWDOUBLES-----------QFNL000300----------	7	11	2
2503	TTEWDOUBLES-----------QFNL000300----------	4	11	3
2503	TTEMSINGLES-----------R32-001600----------	4	11	1
2503	TTEMSINGLES-----------R32-001600----------	4	11	2
2503	TTEMSINGLES-----------R32-001600----------	10	12	3
