event_id	doc	score_a	score_x	num
2627	TTEWSINGLES-----------FNL-000100----------	4	11	1
2627	TTEWSINGLES-----------FNL-000100----------	11	4	2
2627	TTEWSINGLES-----------FNL-000100----------	11	8	3
2627	TTEWSINGLES-----------FNL-000100----------	12	10	4
2627	TTEWSINGLES-----------FNL-000100----------	6	11	5
2627	TTEWSINGLES-----------FNL-000100----------	10	12	6
2627	TTEWSINGLES-----------FNL-000100----------	12	10	7
2627	TTEMSINGLES-----------FNL-000100----------	11	8	1
2627	TTEMSINGLES-----------FNL-000100----------	8	11	2
2627	TTEMSINGLES-----------FNL-000100----------	9	11	3
2627	TTEMSINGLES-----------FNL-000100----------	8	11	4
2627	TTEMSINGLES-----------FNL-000100----------	11	8	5
2627	TTEMSINGLES-----------FNL-000100----------	7	11	6
2627	TTEMSINGLES-----------SFNL000200----------	11	7	1
2627	TTEMSINGLES-----------SFNL000200----------	11	5	2
2627	TTEMSINGLES-----------SFNL000200----------	11	5	3
2627	TTEMSINGLES-----------SFNL000200----------	9	11	4
2627	TTEMSINGLES-----------SFNL000200----------	7	11	5
2627	TTEMSINGLES-----------SFNL000200----------	11	13	6
2627	TTEMSINGLES-----------SFNL000200----------	11	8	7
2627	TTEWSINGLES-----------SFNL000200----------	9	11	1
2627	TTEWSINGLES-----------SFNL000200----------	3	11	2
2627	TTEWSINGLES-----------SFNL000200----------	9	11	3
2627	TTEWSINGLES-----------SFNL000200----------	13	11	4
2627	TTEWSINGLES-----------SFNL000200----------	6	11	5
2627	TTEWSINGLES-----------QFNL000400----------	11	7	1
2627	TTEWSINGLES-----------QFNL000400----------	8	11	2
2627	TTEWSINGLES-----------QFNL000400----------	7	11	3
2627	TTEWSINGLES-----------QFNL000400----------	6	11	4
2627	TTEMSINGLES-----------SFNL000100----------	7	11	1
2627	TTEMSINGLES-----------SFNL000100----------	6	11	2
2627	TTEMSINGLES-----------SFNL000100----------	5	11	3
2627	TTEMSINGLES-----------SFNL000100----------	7	11	4
2627	TTEWSINGLES-----------SFNL000100----------	11	6	1
2627	TTEWSINGLES-----------SFNL000100----------	11	4	2
2627	TTEWSINGLES-----------SFNL000100----------	4	11	3
2627	TTEWSINGLES-----------SFNL000100----------	14	12	4
2627	TTEWSINGLES-----------SFNL000100----------	11	6	5
2627	TTEWSINGLES-----------QFNL000100----------	11	6	1
2627	TTEWSINGLES-----------QFNL000100----------	11	4	2
2627	TTEWSINGLES-----------QFNL000100----------	11	7	3
2627	TTEMSINGLES-----------QFNL000400----------	4	11	1
2627	TTEMSINGLES-----------QFNL000400----------	11	7	2
2627	TTEMSINGLES-----------QFNL000400----------	7	11	3
2627	TTEMSINGLES-----------QFNL000400----------	11	8	4
2627	TTEMSINGLES-----------QFNL000400----------	3	11	5
2627	TTEMSINGLES-----------QFNL000300----------	11	8	1
2627	TTEMSINGLES-----------QFNL000300----------	11	3	2
2627	TTEMSINGLES-----------QFNL000300----------	15	13	3
2627	TTEWSINGLES-----------QFNL000200----------	11	7	1
2627	TTEWSINGLES-----------QFNL000200----------	11	5	2
2627	TTEWSINGLES-----------QFNL000200----------	11	6	3
2627	TTEMSINGLES-----------QFNL000100----------	11	4	1
2627	TTEMSINGLES-----------QFNL000100----------	6	11	2
2627	TTEMSINGLES-----------QFNL000100----------	8	11	3
2627	TTEMSINGLES-----------QFNL000100----------	11	7	4
2627	TTEMSINGLES-----------QFNL000100----------	6	11	5
2627	TTEMSINGLES-----------QFNL000200----------	11	8	1
2627	TTEMSINGLES-----------QFNL000200----------	11	4	2
2627	TTEMSINGLES-----------QFNL000200----------	12	10	3
2627	TTEMSINGLES-----------8FNL000600----------	5	11	1
2627	TTEMSINGLES-----------8FNL000600----------	6	11	2
2627	TTEMSINGLES-----------8FNL000600----------	12	10	3
2627	TTEMSINGLES-----------8FNL000600----------	9	11	4
2627	TTEWSINGLES-----------8FNL000700----------	11	9	1
2627	TTEWSINGLES-----------8FNL000700----------	9	11	2
2627	TTEWSINGLES-----------8FNL000700----------	11	8	3
2627	TTEWSINGLES-----------8FNL000700----------	11	5	4
2627	TTEWSINGLES-----------QFNL000300----------	4	11	1
2627	TTEWSINGLES-----------QFNL000300----------	4	11	2
2627	TTEWSINGLES-----------QFNL000300----------	4	11	3
2627	TTEMSINGLES-----------8FNL000400----------	11	9	1
2627	TTEMSINGLES-----------8FNL000400----------	9	11	2
2627	TTEMSINGLES-----------8FNL000400----------	8	11	3
2627	TTEMSINGLES-----------8FNL000400----------	11	6	4
2627	TTEMSINGLES-----------8FNL000400----------	5	11	5
2627	TTEWSINGLES-----------8FNL000100----------	11	8	1
2627	TTEWSINGLES-----------8FNL000100----------	11	4	2
2627	TTEWSINGLES-----------8FNL000100----------	11	6	3
2627	TTEWSINGLES-----------8FNL000500----------	11	7	1
2627	TTEWSINGLES-----------8FNL000500----------	11	7	2
2627	TTEWSINGLES-----------8FNL000500----------	11	5	3
2627	TTEMSINGLES-----------8FNL000800----------	11	9	1
2627	TTEMSINGLES-----------8FNL000800----------	10	12	2
2627	TTEMSINGLES-----------8FNL000800----------	2	11	3
2627	TTEMSINGLES-----------8FNL000800----------	5	11	4
2627	TTEMSINGLES-----------8FNL000500----------	10	12	1
2627	TTEMSINGLES-----------8FNL000500----------	11	8	2
2627	TTEMSINGLES-----------8FNL000500----------	11	8	3
2627	TTEMSINGLES-----------8FNL000500----------	11	5	4
2627	TTEWSINGLES-----------8FNL000300----------	11	1	1
2627	TTEWSINGLES-----------8FNL000300----------	11	2	2
2627	TTEWSINGLES-----------8FNL000300----------	13	11	3
2627	TTEWSINGLES-----------8FNL000800----------	11	7	1
2627	TTEWSINGLES-----------8FNL000800----------	11	13	2
2627	TTEWSINGLES-----------8FNL000800----------	4	11	3
2627	TTEWSINGLES-----------8FNL000800----------	4	11	4
2627	TTEWSINGLES-----------8FNL000600----------	11	6	1
2627	TTEWSINGLES-----------8FNL000600----------	6	11	2
2627	TTEWSINGLES-----------8FNL000600----------	5	11	3
2627	TTEWSINGLES-----------8FNL000600----------	11	13	4
2627	TTEWSINGLES-----------8FNL000400----------	12	10	1
2627	TTEWSINGLES-----------8FNL000400----------	5	11	2
2627	TTEWSINGLES-----------8FNL000400----------	8	11	3
2627	TTEWSINGLES-----------8FNL000400----------	12	14	4
2627	TTEMSINGLES-----------8FNL000700----------	11	4	1
2627	TTEMSINGLES-----------8FNL000700----------	11	6	2
2627	TTEMSINGLES-----------8FNL000700----------	8	11	3
2627	TTEMSINGLES-----------8FNL000700----------	11	4	4
2627	TTEMSINGLES-----------8FNL000300----------	11	4	1
2627	TTEMSINGLES-----------8FNL000300----------	11	9	2
2627	TTEMSINGLES-----------8FNL000300----------	11	6	3
2627	TTEWSINGLES-----------8FNL000200----------	11	7	1
2627	TTEWSINGLES-----------8FNL000200----------	5	11	2
