event_id	doc	score_a	score_x	num
2789	TTEMTEAM--------------GP0500040001--------	11	5	1
2789	TTEMTEAM--------------GP0500040001--------	8	11	2
2789	TTEMTEAM--------------GP0500040001--------	11	3	3
2789	TTEMTEAM--------------GP0500040001--------	8	11	4
2789	TTEMTEAM--------------GP0500040001--------	11	3	5
2789	TTEMTEAM--------------GP0500040002--------	4	11	1
2789	TTEMTEAM--------------GP0500040002--------	11	9	2
2789	TTEMTEAM--------------GP0500040002--------	12	10	3
2789	TTEMTEAM--------------GP0500040002--------	10	12	4
2789	TTEMTEAM--------------GP0500040002--------	16	14	5
2789	TTEMTEAM--------------GP0500040003--------	11	6	1
2789	TTEMTEAM--------------GP0500040003--------	11	1	2
2789	TTEMTEAM--------------GP0500040003--------	11	3	3
2789	TTEMTEAM--------------GP0500050001--------	11	13	1
2789	TTEMTEAM--------------GP0500050001--------	4	11	2
2789	TTEMTEAM--------------GP0500050001--------	6	11	3
2789	TTEMTEAM--------------GP0500050002--------	9	11	1
2789	TTEMTEAM--------------GP0500050002--------	9	11	2
2789	TTEMTEAM--------------GP0500050002--------	11	8	3
2789	TTEMTEAM--------------GP0500050002--------	11	8	4
2789	TTEMTEAM--------------GP0500050002--------	9	11	5
2789	TTEMTEAM--------------GP0500050003--------	9	11	1
2789	TTEMTEAM--------------GP0500050003--------	8	11	2
2789	TTEMTEAM--------------GP0500050003--------	5	11	3
2789	TTEMTEAM--------------GP0500010001--------	11	7	1
2789	TTEMTEAM--------------GP0500010001--------	11	4	2
2789	TTEMTEAM--------------GP0500010001--------	7	11	3
2789	TTEMTEAM--------------GP0500010001--------	6	11	4
2789	TTEMTEAM--------------GP0500010001--------	12	14	5
2789	TTEMTEAM--------------GP0500010002--------	11	9	1
2789	TTEMTEAM--------------GP0500010002--------	9	11	2
2789	TTEMTEAM--------------GP0500010002--------	5	11	3
2789	TTEMTEAM--------------GP0500010002--------	5	11	4
2789	TTEMTEAM--------------GP0500010003--------	5	11	1
2789	TTEMTEAM--------------GP0500010003--------	8	11	2
2789	TTEMTEAM--------------GP0500010003--------	7	11	3
2789	TTEMTEAM--------------161600010001--------	3	11	1
2789	TTEMTEAM--------------161600010001--------	11	6	2
2789	TTEMTEAM--------------161600010001--------	6	11	3
2789	TTEMTEAM--------------161600010001--------	11	3	4
2789	TTEMTEAM--------------161600010001--------	9	11	5
2789	TTEMTEAM--------------161600010002--------	11	7	1
2789	TTEMTEAM--------------161600010002--------	5	11	2
2789	TTEMTEAM--------------161600010002--------	8	11	3
2789	TTEMTEAM--------------161600010002--------	9	11	4
2789	TTEMTEAM--------------161600010003--------	12	10	1
2789	TTEMTEAM--------------161600010003--------	11	5	2
2789	TTEMTEAM--------------161600010003--------	10	12	3
2789	TTEMTEAM--------------161600010003--------	7	11	4
2789	TTEMTEAM--------------161600010003--------	11	8	5
2789	TTEMTEAM--------------161600010004--------	7	11	1
2789	TTEMTEAM--------------161600010004--------	2	11	2
2789	TTEMTEAM--------------161600010004--------	6	11	3
2789	TTEMTEAM--------------916-00030001--------	8	11	1
2789	TTEMTEAM--------------916-00030001--------	11	7	2
2789	TTEMTEAM--------------916-00030001--------	7	11	3
2789	TTEMTEAM--------------916-00030001--------	9	11	4
2789	TTEMTEAM--------------916-00030002--------	11	8	1
2789	TTEMTEAM--------------916-00030002--------	11	4	2
2789	TTEMTEAM--------------916-00030002--------	12	10	3
2789	TTEMTEAM--------------916-00030003--------	11	13	1
2789	TTEMTEAM--------------916-00030003--------	11	8	2
2789	TTEMTEAM--------------916-00030003--------	9	11	3
2789	TTEMTEAM--------------916-00030003--------	7	11	4
2789	TTEMTEAM--------------916-00030004--------	13	11	1
2789	TTEMTEAM--------------916-00030004--------	11	6	2
2789	TTEMTEAM--------------916-00030004--------	10	12	3
2789	TTEMTEAM--------------916-00030004--------	11	7	4
2789	TTEMTEAM--------------916-00030005--------	11	6	1
2789	TTEMTEAM--------------916-00030005--------	11	9	2
2789	TTEMTEAM--------------916-00030005--------	11	8	3
2789	TTEMTEAM--------------161600020001--------	7	11	1
2789	TTEMTEAM--------------161600020001--------	5	11	2
2789	TTEMTEAM--------------161600020001--------	9	11	3
2789	TTEMTEAM--------------161600020002--------	11	7	1
2789	TTEMTEAM--------------161600020002--------	12	10	2
2789	TTEMTEAM--------------161600020002--------	11	4	3
2789	TTEMTEAM--------------161600020003--------	3	11	1
2789	TTEMTEAM--------------161600020003--------	4	11	2
2789	TTEMTEAM--------------161600020003--------	6	11	3
2789	TTEMTEAM--------------161600020004--------	3	11	1
2789	TTEMTEAM--------------161600020004--------	8	11	2
2789	TTEMTEAM--------------161600020004--------	7	11	3
2789	TTEMTEAM--------------GP0500030001--------	8	11	1
2789	TTEMTEAM--------------GP0500030001--------	12	14	2
2789	TTEMTEAM--------------GP0500030001--------	11	6	3
2789	TTEMTEAM--------------GP0500030001--------	6	11	4
2789	TTEMTEAM--------------GP0500030002--------	11	5	1
2789	TTEMTEAM--------------GP0500030002--------	11	8	2
2789	TTEMTEAM--------------GP0500030002--------	11	4	3
2789	TTEMTEAM--------------GP0500030003--------	10	12	1
2789	TTEMTEAM--------------GP0500030003--------	14	12	2
2789	TTEMTEAM--------------GP0500030003--------	9	11	3
2789	TTEMTEAM--------------GP0500030003--------	7	11	4
2789	TTEMTEAM--------------GP0500030004--------	12	10	1
2789	TTEMTEAM--------------GP0500030004--------	11	9	2
2789	TTEMTEAM--------------GP0500030004--------	8	11	3
2789	TTEMTEAM--------------GP0500030004--------	7	11	4
2789	TTEMTEAM--------------GP0500030004--------	11	5	5
2789	TTEMTEAM--------------GP0500030005--------	11	3	1
2789	TTEMTEAM--------------GP0500030005--------	11	4	2
2789	TTEMTEAM--------------GP0500030005--------	11	6	3
2789	TTEMTEAM--------------GP0500060001--------	11	6	1
2789	TTEMTEAM--------------GP0500060001--------	14	12	2
2789	TTEMTEAM--------------GP0500060001--------	9	11	3
