tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
1920	2004	2004 - World Junior Circuit, Dubai (UAE)	World Junior Circuit	--	UAE			
1921	2004	2004 - NA Olympic Qualification, Vancouver (CAN)	Olympic Qualification	--	CAN			
1924	2004	2004 - NA Olympic Qualification, Vancouver (CAN)	Olympic Qualification	--	CAN			
1922	2004	2004 - 5th Francophone games, Beirut (LIB)	Multi sport events	--	LIB			
1363	2004	2004 - CROATIAN Open, Croatia (HRV)	World Tour / Pro Tour	--	CRO	643	2004-01-22	2004-01-25
1365	2004	2004 - GREECE Open, Athens (GRE)	World Tour / Pro Tour	--	GRE	401	2004-01-29	2004-02-01
1390	2004	2004 - EURO-TOP12, Frankfurt (GER)	Other events	--	GER		2004-02-07	2004-02-08
1441	2004	2004 - Latin American Championships, Valvidia (CHI)	Continental	--	CHI		2004-02-14	2004-04-20
1392	2004	2004 - ITTF Junior Circuit Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	--	SWE	314	2004-02-18	2004-02-19
1416	2004	2004 - World Team Table Tennis Championships, Doba (QAT)	WTTC	--	QAT	1429	2004-03-01	2004-03-07
1776	2004	2004 - African Junior Championships, Accra (GHA)	Continental	--	GHA		2004-03-29	2004-04-04
1770	2004	2004 - Asian Singles and Doubles Olympic Qualification, Beijing (CHN)	Olympic Qualification	--	CHN		2004-04-09	2004-04-13
1443	2004	2004 - Oceania Championships, Whangarei (NZL)	Continental	--	NZL		2004-04-19	2004-04-24
1445	2004	2004 - ITTF Junior Circuit UAE Junior and Cadet Open, Dubai (UAE)	World Junior Circuit	--	UAE	240	2004-04-29	2004-05-01
1444	2004	2004 - EGYPT Open, Cairo (EGY)	World Tour / Pro Tour	--	EGY	353	2004-05-04	2004-05-07
1450	2004	2004 - KOREAN Open, Pyeongchang (KOR)	World Tour / Pro Tour	--	KOR	216	2004-05-20	2004-05-23
1453	2004	2004 - ITTF Junior Circuit New Caledonia Junior and Cadet Open, Noumea (NCL)	World Junior Circuit	--	NCL	104	2004-05-21	2004-05-22
1452	2004	2004 - SINGAPORE Open, Singapore (SGP)	World Tour / Pro Tour	--	SGP	442	2004-05-27	2004-05-30
1454	2004	2004 - ITTF Junior Circuit Polish Junior and Cadet Open, Cetniewo (POL)	World Junior Circuit	--	POL	431	2004-06-03	2004-06-06
1455	2004	2004 - CHILE Open, Santiago (CHI)	World Tour / Pro Tour	--	CHI	202	2004-06-16	2004-06-20
1458	2004	2004 - Commonwealth CHAMPIONSHIPS, Kuala Lumpur (MAS)	Other events	--	MAS		2004-06-21	2004-06-27
1457	2004	2004 - ITTF Junior Circuit Taiyuan Junior and Cadet Open, Taiyuan (CHN)	World Junior Circuit	--	CHN		2004-06-23	2004-06-26
1456	2004	2004 - BRAZILIAN Open, Rio de Janeiro (BRA)	World Tour / Pro Tour	--	BRA	298	2004-06-24	2004-06-27
1459	2004	2004 - US Open, Chicago (USA)	World Tour / Pro Tour	--	USA	287	2004-06-30	2004-07-03
1463	2004	2004 - North American Championship, Chicago (USA)	Continental	--	USA		2004-07-03	2004-07-04
1460	2004	2004 - European Youth Championships (Cadet), Budapest (HUN)	Continental	--	HUN		2004-07-16	2004-07-25
1461	2004	2004 - European Youth Championships (Junior), Budapest (HUN)	Continental	--	HUN		2004-07-16	2004-07-25
1470	2004	2004 - Asian Youth Championships ATTU-Juniors, New Delhi (IND)	Continental	--	IND		2004-07-19	2004-07-24
1471	2004	2004 - Asian Youth Championships ATTU-Cadets, New Delhi (IND)	Continental	--	IND		2004-07-19	2004-07-24
1469	2004	2004 - Arab Championships, Bizerte (TUN)	Other events	--	TUN		2004-08-02	2004-08-08
1462	2004	2004 - Olympic Games, Athens (GRE)	Olympic Games	--	GRE	194	2004-08-14	2004-08-23
1465	2004	2004 - North American Youth Championships Cadets, Vancouver (CAN)	Continental	--	CAN		2004-08-21	2004-08-22
1466	2004	2004 - North American Youth Championships Juniors, Vancouver (CAN)	Continental	--	CAN		2004-08-21	2004-08-22
1464	2004	2004 - ITTF Junior Circuit Canadian Junior and Cadet Open, Vancouver (CAN)	World Junior Circuit	--	CAN	139	2004-08-22	2004-08-29
1473	2004	2004 - CHINA Open, Wuxi (CHN)	World Tour / Pro Tour	--	CHN	216	2004-09-09	2004-09-12
1474	2004	2004 - ITTF Junior Circuit Brazil Junior and Cadet Open, Sao Paulo (BRA)	World Junior Circuit	--	BRA	102	2004-09-09	2004-09-12
1475	2004	2004 - Volkswagen Open (China), Changchun (CHN)	World Tour / Pro Tour	--	CHN	204	2004-09-16	2004-09-19
1476	2004	2004 - JAPAN Open, Kobe (JPN)	World Tour / Pro Tour	--	JPN	302	2004-09-23	2004-09-26
1477	2004	2004 - North American Youth Championships Juniors, Richmond (CAN)	Continental	--	CAN		2004-10-02	2004-10-02
1919	2004	2004 - Hong Kong-Macau International, Hong Kong (HKG)	Other events	--	HKG		2004-10-09	2004-11-12
1478	2004	2004 - POLISH Open, Warsaw (POL)	World Tour / Pro Tour	--	POL	577	2004-10-14	2004-10-17
1479	2004	2004 - DANISH Open, Aarhus (DEN)	World Tour / Pro Tour	--	DEN	468	2004-10-21	2004-10-24
1630	2004	2004 - ITTF WJC Finals & WCC, Funchal (POR)	World Junior Circuit	Finals	POR		2004-10-24	2004-10-31
1480	2004	2004 - Men's and Women's World Cup, Hangzhou (CHN)	World Cup	--	CHN	57	2004-10-27	2004-10-31
1481	2004	2004 - World Junior Circuit, Madeira (POR)	World Junior Circuit	--	POR		2004-10-27	2004-10-31
1482	2004	2004 - Northern European and Nordic Championships, Ventspils (LAT)	Other events	--	LAT		2004-11-05	2004-11-07
1483	2004	2004 - GERMAN Open, Leipzig (GER)	World Tour / Pro Tour	--	GER	634	2004-11-11	2004-11-14
1484	2004	2004 - AUSTRIA Open, Wels (AUT)	World Tour / Pro Tour	--	AUT		2004-11-17	2004-11-21
1488	2004	2004 - African Championship, Mauricius (MRI)	Continental	--	MRI		2004-11-17	2004-11-23
1490	2004	2004 - South East Asian Championships, Ho Chi Minh City (VIE)	Other events	--	VIE		2004-11-18	2004-11-22
1485	2004	2004 - St. Petersburg Open (RUS), St. Petersburg (RUS)	World Tour / Pro Tour	--	RUS	278	2004-11-25	2004-11-28
1486	2004	2004 - Asian Cup, Mahshahr (IRI)	Continental	--	IRI		2004-11-25	2004-11-26
1487	2004	2004 - ITTF World Junior Championships, Kobe (JPN)	WJTTC	--	JPN	804	2004-11-28	2004-12-05
1489	2004	2004 - Pro Tour Grand Finals, Beijing (CHN)	World Tour / Pro Tour	Grand Finals	CHN	44	2004-12-10	2004-12-12
1853	2004	2004 - Volkswagen China vs. World Team Challenge Match, Shanghai (CHN)	Other events	--	CHN	10	2004-12-14	2004-12-15
