id	eventId	documentCode	messagePayload	subEventType	fullResults	extended_info	match_card
1441441	2574	TTEMSINGLES-----------RND2001600----------		Men Singles	OFFICIAL		
1441410	2574	TTEMSINGLES-----------RND2001300----------		Men Singles	OFFICIAL		
1441379	2574	TTEMSINGLES-----------RND2001500----------		Men Singles	OFFICIAL		
1440946	2574	TTEMSINGLES-----------RND2001400----------		Men Singles	OFFICIAL		
1440870	2574	TTEMSINGLES-----------RND2000900----------		Men Singles	OFFICIAL		
1440831	2574	TTEMSINGLES-----------RND2001200----------		Men Singles	OFFICIAL		
1440645	2574	TTEMSINGLES-----------RND2001100----------		Men Singles	OFFICIAL		
1440389	2574	TTEMSINGLES-----------RND2001000----------		Men Singles	OFFICIAL		
1440129	2574	TTEMSINGLES-----------RND2000700----------		Men Singles	OFFICIAL		
1440031	2574	TTEMSINGLES-----------RND2000500----------		Men Singles	OFFICIAL		
1439741	2574	TTEMSINGLES-----------RND2000800----------		Men Singles	OFFICIAL		
1439718	2574	TTEMSINGLES-----------RND2000600----------		Men Singles	OFFICIAL		
1439032	2574	TTEMSINGLES-----------RND2000400----------		Men Singles	OFFICIAL		
1438946	2574	TTEMSINGLES-----------RND2000200----------		Men Singles	OFFICIAL		
1438653	2574	TTEMSINGLES-----------RND2000100----------		Men Singles	OFFICIAL		
1438553	2574	TTEMSINGLES-----------RND2000300----------		Men Singles	OFFICIAL		
1431083	2574	TTEMSINGLES-----------RND1002000----------		Men Singles	OFFICIAL		
1432872	2574	TTEMSINGLES-----------RND1003000----------		Men Singles	OFFICIAL		
1432868	2574	TTEMSINGLES-----------RND1003100----------		Men Singles	OFFICIAL		
1432800	2574	TTEMSINGLES-----------RND1002800----------		Men Singles	OFFICIAL		
1432418	2574	TTEMSINGLES-----------RND1002700----------		Men Singles	OFFICIAL		
1432411	2574	TTEMSINGLES-----------RND1002900----------		Men Singles	OFFICIAL		
1432265	2574	TTEWSINGLES-----------RND1001500----------		Women Singles	OFFICIAL		
1431771	2574	TTEMSINGLES-----------RND1002300----------		Men Singles	OFFICIAL		
1431748	2574	TTEMSINGLES-----------RND1002600----------		Men Singles	OFFICIAL		
1431629	2574	TTEMSINGLES-----------RND1002200----------		Men Singles	OFFICIAL		
1431265	2574	TTEMSINGLES-----------RND1002100----------		Men Singles	OFFICIAL		
1431194	2574	TTEWSINGLES-----------RND1001000----------		Women Singles	OFFICIAL		
1430647	2574	TTEMSINGLES-----------RND1001900----------		Men Singles	OFFICIAL		
1430458	2574	TTEMSINGLES-----------RND1001800----------		Men Singles	OFFICIAL		
1430291	2574	TTEWSINGLES-----------RND1001100----------		Women Singles	OFFICIAL		
1429889	2574	TTEMSINGLES-----------RND1001300----------		Men Singles	OFFICIAL		
1429834	2574	TTEMSINGLES-----------RND1001400----------		Men Singles	OFFICIAL		
1429797	2574	TTEMSINGLES-----------RND1001500----------		Men Singles	OFFICIAL		
1424926	2574	TTEMSINGLES-----------RND1001000----------		Men Singles	OFFICIAL		
1424683	2574	TTEMSINGLES-----------RND1001200----------		Men Singles	OFFICIAL		
1424509	2574	TTEWSINGLES-----------RND1000200----------		Women Singles	OFFICIAL		
1423701	2574	TTEMSINGLES-----------RND1001100----------		Men Singles	OFFICIAL		
1422869	2574	TTEMSINGLES-----------RND1000700----------		Men Singles	OFFICIAL		
1422414	2574	TTEMSINGLES-----------RND1000600----------		Men Singles	OFFICIAL		
1421398	2574	TTEMSINGLES-----------RND1000200----------		Men Singles	OFFICIAL		
1421391	2574	TTEWSINGLES-----------RND1000600----------		Women Singles	OFFICIAL		
1421394	2574	TTEMSINGLES-----------RND1000400----------		Men Singles	OFFICIAL		
1411409	2574	TTEMSINGLES-----------RND1000300----------		Men Singles	OFFICIAL		
1403422	2574	TTEMDOUBLES-----------RND1000200----------		Men Doubles	OFFICIAL		
1592528	2591	TTEWDOUBLES-----------FNL-000100----------		Women Doubles	OFFICIAL		
1592320	2591	TTEMDOUBLES-----------FNL-000100----------		Men Doubles	OFFICIAL		
1592040	2591	TTEMSINGLES-----------FNL-000100----------		Men Singles	OFFICIAL		
1591788	2591	TTEWSINGLES-----------FNL-000100----------		Women Singles	OFFICIAL		
1591560	2591	TTEMSINGLES-----------SFNL000100----------		Men Singles	OFFICIAL		
1591250	2591	TTEMDOUBLES-----------SFNL000100----------		Men Doubles	OFFICIAL		
1591059	2591	TTEWDOUBLES-----------SFNL000200----------		Women Doubles	OFFICIAL		
1590832	2591	TTEWSINGLES-----------SFNL000200----------		Women Singles	OFFICIAL		
1590830	2591	TTEXDOUBLES-----------FNL-000100----------		Mixed Doubles	OFFICIAL		
1590576	2591	TTEMSINGLES-----------SFNL000200----------		Men Singles	OFFICIAL		
1590284	2591	TTEWSINGLES-----------SFNL000100----------		Women Singles	OFFICIAL		
1590066	2591	TTEMDOUBLES-----------SFNL000200----------		Men Doubles	OFFICIAL		
1589827	2591	TTEWDOUBLES-----------SFNL000100----------		Women Doubles	OFFICIAL		
1589671	2591	TTEWSINGLES-----------QFNL000300----------		Women Singles	OFFICIAL		
1589535	2591	TTEMSINGLES-----------QFNL000200----------		Men Singles	OFFICIAL		
1589274	2591	TTEMSINGLES-----------QFNL000300----------		Men Singles	OFFICIAL		
1589246	2591	TTEWSINGLES-----------QFNL000400----------		Women Singles	OFFICIAL		
1588920	2591	TTEWSINGLES-----------QFNL000100----------		Women Singles	OFFICIAL		
1588869	2591	TTEMSINGLES-----------QFNL000100----------		Men Singles	OFFICIAL		
1588508	2591	TTEMSINGLES-----------QFNL000400----------		Men Singles	OFFICIAL		
1588325	2591	TTEWSINGLES-----------QFNL000200----------		Women Singles	OFFICIAL		
1588037	2591	TTEXDOUBLES-----------SFNL000100----------		Mixed Doubles	OFFICIAL		
1587899	2591	TTEXDOUBLES-----------SFNL000200----------		Mixed Doubles	OFFICIAL		
1587752	2591	TTEWDOUBLES-----------QFNL000200----------		Women Doubles	OFFICIAL		
1587594	2591	TTEMDOUBLES-----------QFNL000400----------		Men Doubles	OFFICIAL		
1587587	2591	TTEMDOUBLES-----------QFNL000200----------		Men Doubles	OFFICIAL		
1587570	2591	TTEMDOUBLES-----------QFNL000300----------		Men Doubles	OFFICIAL		
1587115	2591	TTEWDOUBLES-----------QFNL000300----------		Women Doubles	OFFICIAL		
1587052	2591	TTEWDOUBLES-----------QFNL000400----------		Women Doubles	OFFICIAL		
1587000	2591	TTEWDOUBLES-----------QFNL000100----------		Women Doubles	OFFICIAL		
1586689	2591	TTEMDOUBLES-----------QFNL000100----------		Men Doubles	OFFICIAL		
1586336	2591	TTEWSINGLES-----------8FNL000300----------		Women Singles	OFFICIAL		
1586209	2591	TTEWSINGLES-----------8FNL000100----------		Women Singles	OFFICIAL		
1586203	2591	TTEMSINGLES-----------8FNL000600----------		Men Singles	OFFICIAL		
1586091	2591	TTEMSINGLES-----------8FNL000700----------		Men Singles	OFFICIAL		
1585607	2591	TTEWSINGLES-----------8FNL000400----------		Women Singles	OFFICIAL		
1585597	2591	TTEWSINGLES-----------8FNL000800----------		Women Singles	OFFICIAL		
1585585	2591	TTEMSINGLES-----------8FNL000500----------		Men Singles	OFFICIAL		
1585230	2591	TTEMSINGLES-----------8FNL000200----------		Men Singles	OFFICIAL		
1585202	2591	TTEMSINGLES-----------8FNL000400----------		Men Singles	OFFICIAL		
1584960	2591	TTEWSINGLES-----------8FNL000600----------		Women Singles	OFFICIAL		
1584799	2591	TTEWSINGLES-----------8FNL000200----------		Women Singles	OFFICIAL		
1584780	2591	TTEWSINGLES-----------8FNL000500----------		Women Singles	OFFICIAL		
1584550	2591	TTEMSINGLES-----------8FNL000100----------		Men Singles	OFFICIAL		
1584393	2591	TTEMSINGLES-----------8FNL000300----------		Men Singles	OFFICIAL		
1584146	2591	TTEMSINGLES-----------8FNL000800----------		Men Singles	OFFICIAL		
1584124	2591	TTEWSINGLES-----------8FNL000700----------		Women Singles	OFFICIAL		
1583681	2591	TTEWSINGLES-----------R32-000200----------		Women Singles	OFFICIAL		
1583668	2591	TTEWSINGLES-----------R32-001200----------		Women Singles	OFFICIAL		
1583615	2591	TTEMSINGLES-----------R32-000700----------		Men Singles	OFFICIAL		
1583178	2591	TTEMSINGLES-----------R32-000500----------		Men Singles	OFFICIAL		
1583177	2591	TTEWSINGLES-----------R32-000100----------		Women Singles	OFFICIAL		
1583059	2591	TTEMSINGLES-----------R32-000600----------		Men Singles	OFFICIAL		
1582564	2591	TTEWSINGLES-----------R32-001100----------		Women Singles	OFFICIAL		
1582529	2591	TTEMSINGLES-----------R32-000400----------		Men Singles	OFFICIAL		
1582497	2591	TTEWSINGLES-----------R32-001600----------		Women Singles	OFFICIAL		
1582185	2591	TTEMSINGLES-----------R32-001600----------		Men Singles	OFFICIAL		
1582174	2591	TTEMSINGLES-----------R32-001000----------		Men Singles	OFFICIAL		
1582062	2591	TTEWSINGLES-----------R32-000700----------		Women Singles	OFFICIAL		
1581798	2591	TTEWSINGLES-----------R32-001500----------		Women Singles	OFFICIAL		
1581646	2591	TTEWSINGLES-----------R32-000800----------		Women Singles	OFFICIAL		
1581258	2591	TTEMSINGLES-----------R32-000900----------		Men Singles	OFFICIAL		
1581209	2591	TTEMSINGLES-----------R32-000800----------		Men Singles	OFFICIAL		
1580831	2591	TTEMSINGLES-----------R32-000200----------		Men Singles	OFFICIAL		
1580797	2591	TTEWSINGLES-----------R32-001000----------		Women Singles	OFFICIAL		
1580347	2591	TTEXDOUBLES-----------QFNL000200----------		Mixed Doubles	OFFICIAL		
1580335	2591	TTEXDOUBLES-----------QFNL000300----------		Mixed Doubles	OFFICIAL		
1580116	2591	TTEXDOUBLES-----------QFNL000400----------		Mixed Doubles	OFFICIAL		
1579976	2591	TTEXDOUBLES-----------QFNL000100----------		Mixed Doubles	OFFICIAL		
1579853	2591	TTEWDOUBLES-----------8FNL000200----------		Women Doubles	OFFICIAL		
1579708	2591	TTEWDOUBLES-----------8FNL000600----------		Women Doubles	OFFICIAL		
1579593	2591	TTEMDOUBLES-----------8FNL000200----------		Men Doubles	OFFICIAL		
1579535	2591	TTEMDOUBLES-----------8FNL000500----------		Men Doubles	OFFICIAL		
1579248	2591	TTEMDOUBLES-----------8FNL000400----------		Men Doubles	OFFICIAL		
1579077	2591	TTEWDOUBLES-----------8FNL000400----------		Women Doubles	OFFICIAL		
1578936	2591	TTEWDOUBLES-----------8FNL000700----------		Women Doubles	OFFICIAL		
1578452	2591	TTEWSINGLES-----------R32-000400----------		Women Singles	OFFICIAL		
1578305	2591	TTEMSINGLES-----------R32-000100----------		Men Singles	OFFICIAL		
1578049	2591	TTEMSINGLES-----------R32-001400----------		Men Singles	OFFICIAL		
1577884	2591	TTEWSINGLES-----------R32-000900----------		Women Singles	OFFICIAL		
1577610	2591	TTEWSINGLES-----------R32-001400----------		Women Singles	OFFICIAL		
1577591	2591	TTEMSINGLES-----------R32-000300----------		Men Singles	OFFICIAL		
1577558	2591	TTEWSINGLES-----------R32-000300----------		Women Singles	OFFICIAL		
1577224	2591	TTEMSINGLES-----------R32-001200----------		Men Singles	OFFICIAL		
1576703	2591	TTEWSINGLES-----------R32-001300----------		Women Singles	OFFICIAL		
1576680	2591	TTEMSINGLES-----------R32-001500----------		Men Singles	OFFICIAL		
1576533	2591	TTEWSINGLES-----------R32-000600----------		Women Singles	OFFICIAL		
1576119	2591	TTEMSINGLES-----------R32-001300----------		Men Singles	OFFICIAL		
1576076	2591	TTEWSINGLES-----------R32-000500----------		Women Singles	OFFICIAL		
1576027	2591	TTEMSINGLES-----------R32-001100----------		Men Singles	OFFICIAL		
1575488	2591	TTEMSINGLES-----------R64-002600----------		Men Singles	OFFICIAL		
1575421	2591	TTEMSINGLES-----------R64-003000----------		Men Singles	OFFICIAL		
1575077	2591	TTEWSINGLES-----------R64-003100----------		Women Singles	OFFICIAL		
1575017	2591	TTEWSINGLES-----------R64-001800----------		Women Singles	OFFICIAL		
1574841	2591	TTEMSINGLES-----------R64-000700----------		Men Singles	OFFICIAL		
1574638	2591	TTEMSINGLES-----------R64-001500----------		Men Singles	OFFICIAL		
1574375	2591	TTEWSINGLES-----------R64-000200----------		Women Singles	OFFICIAL		
1574369	2591	TTEMSINGLES-----------R64-003100----------		Men Singles	OFFICIAL		
1574005	2591	TTEWSINGLES-----------R64-001100----------		Women Singles	OFFICIAL		
1574001	2591	TTEWSINGLES-----------R64-001400----------		Women Singles	OFFICIAL		
1573613	2591	TTEMSINGLES-----------R64-001900----------		Men Singles	OFFICIAL		
1573374	2591	TTEMSINGLES-----------R64-002700----------		Men Singles	OFFICIAL		
1573149	2591	TTEMSINGLES-----------R64-002300----------		Men Singles	OFFICIAL		
1573007	2591	TTEWSINGLES-----------R64-000600----------		Women Singles	OFFICIAL		
1572469	2591	TTEWSINGLES-----------R64-000300----------		Women Singles	OFFICIAL		
1572407	2591	TTEWSINGLES-----------R64-000700----------		Women Singles	OFFICIAL		
1572219	2591	TTEMSINGLES-----------R64-001400----------		Men Singles	OFFICIAL		
1571804	2591	TTEXDOUBLES-----------8FNL000500----------		Mixed Doubles	OFFICIAL		
1571666	2591	TTEXDOUBLES-----------8FNL000700----------		Mixed Doubles	OFFICIAL		
1571654	2591	TTEXDOUBLES-----------8FNL000600----------		Mixed Doubles	OFFICIAL		
1571457	2591	TTEXDOUBLES-----------8FNL000400----------		Mixed Doubles	OFFICIAL		
1571264	2591	TTEMDOUBLES-----------8FNL000100----------		Men Doubles	OFFICIAL		
1571208	2591	TTEXDOUBLES-----------8FNL000100----------		Mixed Doubles	OFFICIAL		
1570875	2591	TTEMDOUBLES-----------8FNL000700----------		Men Doubles	OFFICIAL		
1570722	2591	TTEWDOUBLES-----------8FNL000500----------		Women Doubles	OFFICIAL		
1570443	2591	TTEWDOUBLES-----------8FNL000800----------		Women Doubles	OFFICIAL		
1570362	2591	TTEWDOUBLES-----------8FNL000100----------		Women Doubles	OFFICIAL		
1570261	2591	TTEMDOUBLES-----------8FNL000800----------		Men Doubles	OFFICIAL		
1569926	2591	TTEMDOUBLES-----------8FNL000300----------		Men Doubles	OFFICIAL		
1569884	2591	TTEMDOUBLES-----------8FNL000600----------		Men Doubles	OFFICIAL		
1569763	2591	TTEWDOUBLES-----------8FNL000300----------		Women Doubles	OFFICIAL		
1569264	2591	TTEMSINGLES-----------R64-001100----------		Men Singles	OFFICIAL		
1569255	2591	TTEWSINGLES-----------R64-003000----------		Women Singles	OFFICIAL		
1568997	2591	TTEWSINGLES-----------R64-001500----------		Women Singles	OFFICIAL		
1568728	2591	TTEMSINGLES-----------R64-001800----------		Men Singles	OFFICIAL		
1568686	2591	TTEWSINGLES-----------R64-001000----------		Women Singles	OFFICIAL		
1568632	2591	TTEWSINGLES-----------R64-002700----------		Women Singles	OFFICIAL		
1568433	2591	TTEWSINGLES-----------R64-002300----------		Women Singles	OFFICIAL		
1568139	2591	TTEMSINGLES-----------R64-002200----------		Men Singles	OFFICIAL		
1568131	2591	TTEMSINGLES-----------R64-000600----------		Men Singles	OFFICIAL		
1567770	2591	TTEWSINGLES-----------R64-002600----------		Women Singles	OFFICIAL		
1567500	2591	TTEMSINGLES-----------R64-000200----------		Men Singles	OFFICIAL		
1567444	2591	TTEWSINGLES-----------R64-001900----------		Women Singles	OFFICIAL		
1567118	2591	TTEMSINGLES-----------R64-001000----------		Men Singles	OFFICIAL		
1567051	2591	TTEMSINGLES-----------R64-000300----------		Men Singles	OFFICIAL		
1566916	2591	TTEWSINGLES-----------R64-002200----------		Women Singles	OFFICIAL		
1566621	2591	TTEXDOUBLES-----------8FNL000300----------		Mixed Doubles	OFFICIAL		
1566614	2591	TTEXDOUBLES-----------8FNL000800----------		Mixed Doubles	OFFICIAL		
1566454	2591	TTEXDOUBLES-----------8FNL000200----------		Mixed Doubles	OFFICIAL		
1565882	2591	TTEWSINGLES-----------RND3000500----------		Women Singles	OFFICIAL		
1565737	2591	TTEMSINGLES-----------RND3000800----------		Men Singles	OFFICIAL		
1565708	2591	TTEMSINGLES-----------RND3000700----------		Men Singles	OFFICIAL		
1565416	2591	TTEWSINGLES-----------RND3000800----------		Women Singles	OFFICIAL		
1565121	2591	TTEMSINGLES-----------RND3000500----------		Men Singles	OFFICIAL		
1565079	2591	TTEMSINGLES-----------RND3000100----------		Men Singles	OFFICIAL		
1565048	2591	TTEWSINGLES-----------RND3000400----------		Women Singles	OFFICIAL		
1564690	2591	TTEWSINGLES-----------RND3000700----------		Women Singles	OFFICIAL		
1564634	2591	TTEWSINGLES-----------RND3000300----------		Women Singles	OFFICIAL		
1564629	2591	TTEMSINGLES-----------RND3000300----------		Men Singles	OFFICIAL		
1564211	2591	TTEWSINGLES-----------RND3000200----------		Women Singles	OFFICIAL		
1564029	2591	TTEMSINGLES-----------RND3000600----------		Men Singles	OFFICIAL		
1563994	2591	TTEMSINGLES-----------RND3000200----------		Men Singles	OFFICIAL		
1563560	2591	TTEMSINGLES-----------RND3000400----------		Men Singles	OFFICIAL		
1563545	2591	TTEWSINGLES-----------RND3000600----------		Women Singles	OFFICIAL		
1563542	2591	TTEWSINGLES-----------RND3000100----------		Women Singles	OFFICIAL		
1563124	2591	TTEWDOUBLES-----------RND1000300----------		Women Doubles	OFFICIAL		
1563006	2591	TTEMDOUBLES-----------RND1000300----------		Men Doubles	OFFICIAL		
1562790	2591	TTEMDOUBLES-----------RND1000400----------		Men Doubles	OFFICIAL		
1562549	2591	TTEWDOUBLES-----------RND1000100----------		Women Doubles	OFFICIAL		
1562481	2591	TTEMDOUBLES-----------RND1000100----------		Men Doubles	OFFICIAL		
1562162	2591	TTEWDOUBLES-----------RND1000200----------		Women Doubles	OFFICIAL		
1562029	2591	TTEMDOUBLES-----------RND1000200----------		Men Doubles	OFFICIAL		
1561898	2591	TTEWDOUBLES-----------RND1000400----------		Women Doubles	OFFICIAL		
1561562	2591	TTEWSINGLES-----------RND2000400----------		Women Singles	OFFICIAL		
1561274	2591	TTEMSINGLES-----------RND2000400----------		Men Singles	OFFICIAL		
1561046	2591	TTEWSINGLES-----------RND2000900----------		Women Singles	OFFICIAL		
1560969	2591	TTEMSINGLES-----------RND2000300----------		Men Singles	OFFICIAL		
1560772	2591	TTEWSINGLES-----------RND2001200----------		Women Singles	OFFICIAL		
1560631	2591	TTEMSINGLES-----------RND2001100----------		Men Singles	OFFICIAL		
1560345	2591	TTEWSINGLES-----------RND2001000----------		Women Singles	OFFICIAL		
1560246	2591	TTEMSINGLES-----------RND2000800----------		Men Singles	OFFICIAL		
1560042	2591	TTEWSINGLES-----------RND2000100----------		Women Singles	OFFICIAL		
1559698	2591	TTEWSINGLES-----------RND2001300----------		Women Singles	OFFICIAL		
1559577	2591	TTEMSINGLES-----------RND2001300----------		Men Singles	OFFICIAL		
1559502	2591	TTEMSINGLES-----------RND2001200----------		Men Singles	OFFICIAL		
1559323	2591	TTEMSINGLES-----------RND2001600----------		Men Singles	OFFICIAL		
1558956	2591	TTEWSINGLES-----------RND2000500----------		Women Singles	OFFICIAL		
1558910	2591	TTEWSINGLES-----------RND2001600----------		Women Singles	OFFICIAL		
1558583	2591	TTEMSINGLES-----------RND2001400----------		Men Singles	OFFICIAL		
1558569	2591	TTEWSINGLES-----------RND2000700----------		Women Singles	OFFICIAL		
1558118	2591	TTEWSINGLES-----------RND2000800----------		Women Singles	OFFICIAL		
1557994	2591	TTEMSINGLES-----------RND2001000----------		Men Singles	OFFICIAL		
1557792	2591	TTEWSINGLES-----------RND2001400----------		Women Singles	OFFICIAL		
1557710	2591	TTEMSINGLES-----------RND2000900----------		Men Singles	OFFICIAL		
1557414	2591	TTEWSINGLES-----------RND2000600----------		Women Singles	OFFICIAL		
1557064	2591	TTEMSINGLES-----------RND2000700----------		Men Singles	OFFICIAL		
1556903	2591	TTEMSINGLES-----------RND2000100----------		Men Singles	OFFICIAL		
1556694	2591	TTEMSINGLES-----------RND2000500----------		Men Singles	OFFICIAL		
1556456	2591	TTEWSINGLES-----------RND2001100----------		Women Singles	OFFICIAL		
1556289	2591	TTEWSINGLES-----------RND2001500----------		Women Singles	OFFICIAL		
1556198	2591	TTEWSINGLES-----------RND2000200----------		Women Singles	OFFICIAL		
1556109	2591	TTEMSINGLES-----------RND2000200----------		Men Singles	OFFICIAL		
1555493	2591	TTEMSINGLES-----------RND1002700----------		Men Singles	OFFICIAL		
1555371	2591	TTEWSINGLES-----------RND1001800----------		Women Singles	OFFICIAL		
1555115	2591	TTEWSINGLES-----------RND1001000----------		Women Singles	OFFICIAL		
1555089	2591	TTEWSINGLES-----------RND1002600----------		Women Singles	OFFICIAL		
1554947	2591	TTEMSINGLES-----------RND1000700----------		Men Singles	OFFICIAL		
1554512	2591	TTEWSINGLES-----------RND1001400----------		Women Singles	OFFICIAL		
1554491	2591	TTEMSINGLES-----------RND1003100----------		Men Singles	OFFICIAL		
1554402	2591	TTEMSINGLES-----------RND1002300----------		Men Singles	OFFICIAL		
1554250	2591	TTEMSINGLES-----------RND1001800----------		Men Singles	OFFICIAL		
1553988	2591	TTEWSINGLES-----------RND1003100----------		Women Singles	OFFICIAL		
1553874	2591	TTEWSINGLES-----------RND1002300----------		Women Singles	OFFICIAL		
1553398	2591	TTEWSINGLES-----------RND1001900----------		Women Singles	OFFICIAL		
1553382	2591	TTEMSINGLES-----------RND1000600----------		Men Singles	OFFICIAL		
1553368	2591	TTEMSINGLES-----------RND1001900----------		Men Singles	OFFICIAL		
1552700	2591	TTEMSINGLES-----------RND1002600----------		Men Singles	OFFICIAL		
1552504	2591	TTEWSINGLES-----------RND1000700----------		Women Singles	OFFICIAL		
1552374	2591	TTEWSINGLES-----------RND1000200----------		Women Singles	OFFICIAL		
1552174	2591	TTEMSINGLES-----------RND1002200----------		Men Singles	OFFICIAL		
1551970	2591	TTEMSINGLES-----------RND2001500----------		Men Singles	OFFICIAL		
1551777	2591	TTEMSINGLES-----------RND1000200----------		Men Singles	OFFICIAL		
1551706	2591	TTEWSINGLES-----------RND2000300----------		Women Singles	OFFICIAL		
1551605	2591	TTEWSINGLES-----------RND1001500----------		Women Singles	OFFICIAL		
1551363	2591	TTEMSINGLES-----------RND1001500----------		Men Singles	OFFICIAL		
1551362	2591	TTEWSINGLES-----------RND1002700----------		Women Singles	OFFICIAL		
1551026	2591	TTEMSINGLES-----------RND1001400----------		Men Singles	OFFICIAL		
1550898	2591	TTEWSINGLES-----------RND1000600----------		Women Singles	OFFICIAL		
1550653	2591	TTEMSINGLES-----------RND2000600----------		Men Singles	OFFICIAL		
1550652	2591	TTEMSINGLES-----------RND1001000----------		Men Singles	OFFICIAL		
1648730	2592	TTEMSINGLES-----------FNL-000100----------		Men Singles	OFFICIAL		
1648383	2592	TTEWSINGLES-----------FNL-000100----------		Women Singles	OFFICIAL		
1647901	2592	TTEMDOUBLES-----------FNL-000100----------		Men Doubles	OFFICIAL		
1647691	2592	TTEWDOUBLES-----------FNL-000100----------		Women Doubles	OFFICIAL		
1647443	2592	TTEMSINGLES-----------SFNL000100----------		Men Singles	OFFICIAL		
1647114	2592	TTEMSINGLES-----------SFNL000200----------		Men Singles	OFFICIAL		
1646733	2592	TTEWSINGLES-----------SFNL000200----------		Women Singles	OFFICIAL		
1646567	2592	TTEWSINGLES-----------SFNL000100----------		Women Singles	OFFICIAL		
1645830	2592	TTEXDOUBLES-----------FNL-000100----------		Mixed Doubles	OFFICIAL		
1645553	2592	TTEMSINGLES-----------QFNL000300----------		Men Singles	OFFICIAL		
1645271	2592	TTEMSINGLES-----------QFNL000400----------		Men Singles	OFFICIAL		
1645076	2592	TTEWSINGLES-----------QFNL000400----------		Women Singles	OFFICIAL		
1644801	2592	TTEWSINGLES-----------QFNL000300----------		Women Singles	OFFICIAL		
1644394	2592	TTEMSINGLES-----------QFNL000200----------		Men Singles	OFFICIAL		
1643854	2592	TTEMSINGLES-----------QFNL000100----------		Men Singles	OFFICIAL		
1643427	2592	TTEWSINGLES-----------QFNL000200----------		Women Singles	OFFICIAL		
1643190	2592	TTEWSINGLES-----------QFNL000100----------		Women Singles	OFFICIAL		
1642994	2592	TTEMDOUBLES-----------SFNL000200----------		Men Doubles	OFFICIAL		
1642836	2592	TTEMDOUBLES-----------SFNL000100----------		Men Doubles	OFFICIAL		
1642581	2592	TTEWDOUBLES-----------SFNL000200----------		Women Doubles	OFFICIAL		
1642568	2592	TTEWDOUBLES-----------SFNL000100----------		Women Doubles	OFFICIAL		
1642231	2592	TTEXDOUBLES-----------SFNL000100----------		Mixed Doubles	OFFICIAL		
1642142	2592	TTEXDOUBLES-----------SFNL000200----------		Mixed Doubles	OFFICIAL		
1641683	2592	TTEWSINGLES-----------8FNL000700----------		Women Singles	OFFICIAL		
1641559	2592	TTEWSINGLES-----------8FNL000500----------		Women Singles	OFFICIAL		
1641173	2592	TTEWSINGLES-----------8FNL000600----------		Women Singles	OFFICIAL		
1640958	2592	TTEWSINGLES-----------8FNL000800----------		Women Singles	OFFICIAL		
1640881	2592	TTEWSINGLES-----------8FNL000300----------		Women Singles	OFFICIAL		
1640650	2592	TTEWSINGLES-----------8FNL000100----------		Women Singles	OFFICIAL		
1640411	2592	TTEWSINGLES-----------8FNL000200----------		Women Singles	OFFICIAL		
1640029	2592	TTEWSINGLES-----------8FNL000400----------		Women Singles	OFFICIAL		
1639928	2592	TTEMSINGLES-----------8FNL000600----------		Men Singles	OFFICIAL		
1639675	2592	TTEMSINGLES-----------8FNL000200----------		Men Singles	OFFICIAL		
1639608	2592	TTEMSINGLES-----------8FNL000500----------		Men Singles	OFFICIAL		
1639174	2592	TTEMSINGLES-----------8FNL000800----------		Men Singles	OFFICIAL		
1638883	2592	TTEMSINGLES-----------8FNL000300----------		Men Singles	OFFICIAL		
1638590	2592	TTEMSINGLES-----------8FNL000100----------		Men Singles	OFFICIAL		
1638437	2592	TTEMSINGLES-----------8FNL000400----------		Men Singles	OFFICIAL		
1638306	2592	TTEMSINGLES-----------8FNL000700----------		Men Singles	OFFICIAL		
1637804	2592	TTEWDOUBLES-----------QFNL000300----------		Women Doubles	OFFICIAL		
1637667	2592	TTEWDOUBLES-----------QFNL000400----------		Women Doubles	OFFICIAL		
1637655	2592	TTEWDOUBLES-----------QFNL000100----------		Women Doubles	OFFICIAL		
1637034	2592	TTEMDOUBLES-----------QFNL000300----------		Men Doubles	OFFICIAL		
1636951	2592	TTEWDOUBLES-----------QFNL000200----------		Women Doubles	OFFICIAL		
1636756	2592	TTEMDOUBLES-----------QFNL000100----------		Men Doubles	OFFICIAL		
1636716	2592	TTEMDOUBLES-----------QFNL000400----------		Men Doubles	OFFICIAL		
1636385	2592	TTEWSINGLES-----------R32-000100----------		Women Singles	OFFICIAL		
1636358	2592	TTEMDOUBLES-----------QFNL000200----------		Men Doubles	OFFICIAL		
1636288	2592	TTEWSINGLES-----------R32-001100----------		Women Singles	OFFICIAL		
1636148	2592	TTEWSINGLES-----------R32-000400----------		Women Singles	OFFICIAL		
1635758	2592	TTEWSINGLES-----------R32-001300----------		Women Singles	OFFICIAL		
1635334	2592	TTEWSINGLES-----------R32-001500----------		Women Singles	OFFICIAL		
1635050	2592	TTEWSINGLES-----------R32-000900----------		Women Singles	OFFICIAL		
1634841	2592	TTEWSINGLES-----------R32-001200----------		Women Singles	OFFICIAL		
1634755	2592	TTEWSINGLES-----------R32-001600----------		Women Singles	OFFICIAL		
1633922	2592	TTEMSINGLES-----------R32-001400----------		Men Singles	OFFICIAL		
1633587	2592	TTEMSINGLES-----------R32-001300----------		Men Singles	OFFICIAL		
1633331	2592	TTEMSINGLES-----------R32-001600----------		Men Singles	OFFICIAL		
1633201	2592	TTEMSINGLES-----------R32-001100----------		Men Singles	OFFICIAL		
1632941	2592	TTEMSINGLES-----------R32-001500----------		Men Singles	OFFICIAL		
