id	eventId	documentCode	subEventType
403899	2234	TTEMTEAM--------------FNL-00010000--------	Men's Team
402897	2234	TTEWTEAM--------------FNL-00010000--------	Women's Team
402565	2234	TTEMTEAM--------------SFNL00020000--------	Men's Team
402561	2234	TTEMTEAM--------------SFNL00010000--------	Men's Team
400249	2234	TTEWTEAM--------------SFNL00010000--------	Women's Team
399875	2234	TTEWTEAM--------------SFNL00020000--------	Women's Team
397938	2234	TTEMTEAM--------------QFNL00030000--------	Men's Team
397798	2234	TTEMTEAM--------------910-00010000--------	Men's Team
395857	2234	TTEWTEAM--------------910-00010000--------	Women's Team
395640	2234	TTEMTEAM--------------912-00020000--------	Men's Team
395637	2234	TTEMTEAM--------------912-00010000--------	Men's Team
395632	2234	TTEMTEAM--------------QFNL00020000--------	Men's Team
394214	2234	TTEWTEAM--------------QFNL00020000--------	Women's Team
393150	2234	TTEWTEAM--------------912-00020000--------	Women's Team
393051	2234	TTEWTEAM--------------QFNL00030000--------	Women's Team
392286	2234	TTEWTEAM--------------912-00010000--------	Women's Team
390782	2234	TTEMTEAM--------------916-00030000--------	Men's Team
390752	2234	TTEMTEAM--------------GP0300060000--------	Men's Team
390333	2234	TTEMTEAM--------------GP0100030000--------	Men's Team
389880	2234	TTEMTEAM--------------GP0200060000--------	Men's Team
388868	2234	TTEMTEAM--------------GP0200050000--------	Men's Team
388659	2234	TTEMTEAM--------------GP0300050000--------	Men's Team
386907	2234	TTEWTEAM--------------GP0100030000--------	Women's Team
386566	2234	TTEWTEAM--------------GP0300060000--------	Women's Team
386421	2234	TTEWTEAM--------------GP0200060000--------	Women's Team
385841	2234	TTEWTEAM--------------GP0300050000--------	Women's Team
384380	2234	TTEMTEAM--------------GP0200030000--------	Men's Team
384292	2234	TTEMTEAM--------------GP0300030000--------	Men's Team
383838	2234	TTEMTEAM--------------GP0200040000--------	Men's Team
383558	2234	TTEMTEAM--------------GP0100020000--------	Men's Team
382535	2234	TTEMTEAM--------------GP0300040000--------	Men's Team
380700	2234	TTEWTEAM--------------GP0300040000--------	Women's Team
380527	2234	TTEWTEAM--------------GP0200030000--------	Women's Team
380425	2234	TTEWTEAM--------------GP0100020000--------	Women's Team
380040	2234	TTEWTEAM--------------GP0300030000--------	Women's Team
377553	2234	TTEMTEAM--------------GP0300010000--------	Men's Team
377245	2234	TTEMTEAM--------------GP0100010000--------	Men's Team
377060	2234	TTEMTEAM--------------GP0200010000--------	Men's Team
377021	2234	TTEMTEAM--------------GP0300020000--------	Men's Team
376611	2234	TTEMTEAM--------------GP0200020000--------	Men's Team
374482	2234	TTEWTEAM--------------GP0100010000--------	Women's Team
374328	2234	TTEWTEAM--------------GP0200010000--------	Women's Team
374285	2234	TTEWTEAM--------------GP0300020000--------	Women's Team
374271	2234	TTEWTEAM--------------GP0300010000--------	Women's Team
372502	2234	TTEMSINGLES-----------FNL-000100----------	Men Singles
372190	2234	TTEWSINGLES-----------FNL-000100----------	Women Singles
371820	2234	TTEMSINGLES-----------SFNL000200----------	Men Singles
371579	2234	TTEMSINGLES-----------SFNL000100----------	Men Singles
371363	2234	TTEWSINGLES-----------SFNL000200----------	Women Singles
371000	2234	TTEWSINGLES-----------SFNL000100----------	Women Singles
370776	2234	TTEMDOUBLES-----------FNL-000100----------	Men Doubles
370543	2234	TTEWDOUBLES-----------FNL-000100----------	Women Doubles
370276	2234	TTEXDOUBLES-----------FNL-000100----------	Mixed Doubles
370019	2234	TTEMDOUBLES-----------SFNL000200----------	Men Doubles
369988	2234	TTEMDOUBLES-----------SFNL000100----------	Men Doubles
369631	2234	TTEWDOUBLES-----------SFNL000100----------	Women Doubles
369608	2234	TTEWDOUBLES-----------SFNL000200----------	Women Doubles
369086	2234	TTEMSINGLES-----------QFNL000300----------	Men Singles
369000	2234	TTEMSINGLES-----------QFNL000100----------	Men Singles
368702	2234	TTEMSINGLES-----------QFNL000400----------	Men Singles
368602	2234	TTEMSINGLES-----------QFNL000200----------	Men Singles
368389	2234	TTEWSINGLES-----------QFNL000200----------	Women Singles
368006	2234	TTEWSINGLES-----------QFNL000100----------	Women Singles
367948	2234	TTEWSINGLES-----------QFNL000400----------	Women Singles
367709	2234	TTEWSINGLES-----------QFNL000300----------	Women Singles
367518	2234	TTEMDOUBLES-----------QFNL000300----------	Men Doubles
367333	2234	TTEMDOUBLES-----------QFNL000400----------	Men Doubles
367287	2234	TTEMDOUBLES-----------QFNL000200----------	Men Doubles
366990	2234	TTEMDOUBLES-----------QFNL000100----------	Men Doubles
366779	2234	TTEWDOUBLES-----------QFNL000300----------	Women Doubles
366582	2234	TTEWDOUBLES-----------QFNL000400----------	Women Doubles
366279	2234	TTEWDOUBLES-----------QFNL000200----------	Women Doubles
366141	2234	TTEWDOUBLES-----------QFNL000100----------	Women Doubles
365641	2234	TTEMDOUBLES-----------8FNL000700----------	Men Doubles
365631	2234	TTEMDOUBLES-----------8FNL000200----------	Men Doubles
365494	2234	TTEMDOUBLES-----------8FNL000600----------	Men Doubles
365156	2234	TTEMDOUBLES-----------8FNL000300----------	Men Doubles
364870	2234	TTEWDOUBLES-----------8FNL000700----------	Women Doubles
364753	2234	TTEWDOUBLES-----------8FNL000200----------	Women Doubles
364317	2234	TTEXDOUBLES-----------SFNL000200----------	Mixed Doubles
364161	2234	TTEWDOUBLES-----------8FNL000300----------	Women Doubles
364093	2234	TTEXDOUBLES-----------SFNL000100----------	Mixed Doubles
363812	2234	TTEXDOUBLES-----------QFNL000300----------	Mixed Doubles
363734	2234	TTEXDOUBLES-----------QFNL000400----------	Mixed Doubles
363686	2234	TTEXDOUBLES-----------QFNL000100----------	Mixed Doubles
363574	2234	TTEXDOUBLES-----------QFNL000200----------	Mixed Doubles
363039	2234	TTEMSINGLES-----------8FNL000700----------	Men Singles
362523	2234	TTEMSINGLES-----------8FNL000800----------	Men Singles
362520	2234	TTEMSINGLES-----------8FNL000600----------	Men Singles
362517	2234	TTEMSINGLES-----------8FNL000500----------	Men Singles
362514	2234	TTEMSINGLES-----------8FNL000400----------	Men Singles
362511	2234	TTEMSINGLES-----------8FNL000300----------	Men Singles
362508	2234	TTEMSINGLES-----------8FNL000200----------	Men Singles
362505	2234	TTEMSINGLES-----------8FNL000100----------	Men Singles
362502	2234	TTEWSINGLES-----------8FNL000800----------	Women Singles
362500	2234	TTEWSINGLES-----------8FNL000600----------	Women Singles
362498	2234	TTEWSINGLES-----------8FNL000500----------	Women Singles
362496	2234	TTEWSINGLES-----------8FNL000300----------	Women Singles
362494	2234	TTEWSINGLES-----------8FNL000200----------	Women Singles
362492	2234	TTEWSINGLES-----------8FNL000100----------	Women Singles
362484	2234	TTEWSINGLES-----------8FNL000400----------	Women Singles
362454	2234	TTEWSINGLES-----------8FNL000700----------	Women Singles
362129	2234	TTEMSINGLES-----------R32-000400----------	Men Singles
362110	2234	TTEMSINGLES-----------R32-000100----------	Men Singles
361214	2234	TTEXDOUBLES-----------8FNL000800----------	Mixed Doubles
361197	2234	TTEXDOUBLES-----------8FNL000100----------	Mixed Doubles
361179	2234	TTEXDOUBLES-----------8FNL000200----------	Mixed Doubles
361064	2234	TTEXDOUBLES-----------8FNL000400----------	Mixed Doubles
360958	2234	TTEXDOUBLES-----------8FNL000300----------	Mixed Doubles
360922	2234	TTEXDOUBLES-----------8FNL000500----------	Mixed Doubles
360819	2234	TTEXDOUBLES-----------8FNL000700----------	Mixed Doubles
360430	2234	TTEXDOUBLES-----------8FNL000600----------	Mixed Doubles
360350	2234	TTEMSINGLES-----------R32-000900----------	Men Singles
360302	2234	TTEMSINGLES-----------R32-001100----------	Men Singles
360277	2234	TTEMSINGLES-----------R32-001200----------	Men Singles
360235	2234	TTEMSINGLES-----------R32-001300----------	Men Singles
360212	2234	TTEMSINGLES-----------R32-001600----------	Men Singles
360192	2234	TTEMSINGLES-----------R32-001400----------	Men Singles
360131	2234	TTEMSINGLES-----------R32-001000----------	Men Singles
360052	2234	TTEMSINGLES-----------R32-001500----------	Men Singles
360033	2234	TTEMSINGLES-----------R32-000800----------	Men Singles
360013	2234	TTEMSINGLES-----------R32-000600----------	Men Singles
359991	2234	TTEMSINGLES-----------R32-000200----------	Men Singles
359963	2234	TTEMSINGLES-----------R32-000500----------	Men Singles
359937	2234	TTEMSINGLES-----------R32-000700----------	Men Singles
359920	2234	TTEMSINGLES-----------R32-000300----------	Men Singles
359895	2234	TTEWSINGLES-----------R32-001500----------	Women Singles
359692	2234	TTEWSINGLES-----------R32-001100----------	Women Singles
359686	2234	TTEWSINGLES-----------R32-000300----------	Women Singles
359414	2234	TTEWSINGLES-----------R32-001000----------	Women Singles
359200	2234	TTEWSINGLES-----------R32-001200----------	Women Singles
358952	2234	TTEWSINGLES-----------R32-001400----------	Women Singles
358626	2234	TTEWSINGLES-----------R32-001600----------	Women Singles
358603	2234	TTEWSINGLES-----------R32-000900----------	Women Singles
358405	2234	TTEWSINGLES-----------R32-001300----------	Women Singles
357629	2234	TTEWSINGLES-----------R32-000500----------	Women Singles
357544	2234	TTEWSINGLES-----------R32-000800----------	Women Singles
357496	2234	TTEWSINGLES-----------R32-000700----------	Women Singles
357463	2234	TTEWSINGLES-----------R32-000400----------	Women Singles
357140	2234	TTEWSINGLES-----------R32-000100----------	Women Singles
356872	2234	TTEWSINGLES-----------R32-000200----------	Women Singles
356856	2234	TTEWSINGLES-----------R32-000600----------	Women Singles
355899	2234	TTEXDOUBLES-----------R32-001500----------	Mixed Doubles
355672	2234	TTEXDOUBLES-----------R32-000300----------	Mixed Doubles
355509	2234	TTEXDOUBLES-----------R32-000600----------	Mixed Doubles
355463	2234	TTEXDOUBLES-----------R32-001000----------	Mixed Doubles
355424	2234	TTEXDOUBLES-----------R32-001100----------	Mixed Doubles
355334	2234	TTEMSINGLES-----------R64-002600----------	Men Singles
355313	2234	TTEMSINGLES-----------R64-001800----------	Men Singles
354943	2234	TTEMSINGLES-----------R64-002200----------	Men Singles
354884	2234	TTEMSINGLES-----------R64-001500----------	Men Singles
354842	2234	TTEMSINGLES-----------R64-001400----------	Men Singles
354682	2234	TTEMSINGLES-----------R64-001900----------	Men Singles
354434	2234	TTEWSINGLES-----------R64-002600----------	Women Singles
354400	2234	TTEMSINGLES-----------R64-002700----------	Men Singles
353742	2234	TTEMSINGLES-----------R64-000200----------	Men Singles
353411	2234	TTEMSINGLES-----------R64-000600----------	Men Singles
353400	2234	TTEMSINGLES-----------R64-001100----------	Men Singles
353310	2234	TTEMSINGLES-----------R64-001000----------	Men Singles
353035	2234	TTEWSINGLES-----------R64-003100----------	Women Singles
352882	2234	TTEMSINGLES-----------R64-000300----------	Men Singles
352796	2234	TTEMSINGLES-----------R64-003100----------	Men Singles
352233	2234	TTEWSINGLES-----------R64-000700----------	Women Singles
352202	2234	TTEWSINGLES-----------R64-000200----------	Women Singles
352175	2234	TTEWSINGLES-----------R64-001800----------	Women Singles
351706	2234	TTEWSINGLES-----------R64-001400----------	Women Singles
351564	2234	TTEWSINGLES-----------R64-001500----------	Women Singles
351294	2234	TTEWSINGLES-----------R64-001900----------	Women Singles
351260	2234	TTEWSINGLES-----------R64-000600----------	Women Singles
351108	2234	TTEWSINGLES-----------R64-002300----------	Women Singles
0	2345	TTEMTEAM--------------FNL-00010000--------	Men's Team
0	2345	TTEMTEAM--------------FNL-00020000--------	Men's Team
0	2345	TTEWTEAM--------------FNL-00010000--------	Women's Team
0	2345	TTEWTEAM--------------FNL-00020000--------	Women's Team
0	2345	TTEMTEAM--------------SFNL00020000--------	Men's Team
0	2345	TTEMTEAM--------------SFNL00010000--------	Men's Team
0	2345	TTEWTEAM--------------SFNL00010000--------	Women's Team
0	2345	TTEWTEAM--------------SFNL00020000--------	Women's Team
0	2345	TTEMTEAM--------------QFNL00040000--------	Men's Team
0	2345	TTEWTEAM--------------QFNL00010000--------	Women's Team
0	2345	TTEWTEAM--------------QFNL00020000--------	Women's Team
0	2345	TTEMTEAM--------------QFNL00030000--------	Men's Team
0	2345	TTEXDOUBLES-----------8FNL000100----------	Mixed Doubles
0	2345	TTEMTEAM--------------QFNL00010000--------	Men's Team
0	2345	TTEWTEAM--------------QFNL00040000--------	Women's Team
0	2345	TTEWTEAM--------------QFNL00030000--------	Women's Team
0	2345	TTEMTEAM--------------QFNL00020000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00030000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00060000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00020000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00050000--------	Men's Team
0	2345	TTEMTEAM--------------8FNL00010000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00070000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00080000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00080000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00030000--------	Men's Team
0	2345	TTEMTEAM--------------8FNL00020000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00040000--------	Women's Team
0	2345	TTEWTEAM--------------8FNL00010000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00040000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00050000--------	Women's Team
0	2345	TTEMTEAM--------------8FNL00070000--------	Men's Team
0	2345	TTEWTEAM--------------8FNL00060000--------	Women's Team
0	2345	TTEMSINGLES-----------FNL-000100----------	Men Singles
0	2345	TTEMSINGLES-----------FNL-000200----------	Men Singles
0	2345	TTEWSINGLES-----------FNL-000100----------	Women Singles
0	2345	TTEWSINGLES-----------FNL-000200----------	Women Singles
0	2345	TTEMSINGLES-----------SFNL000200----------	Men Singles
0	2345	TTEMSINGLES-----------SFNL000100----------	Men Singles
0	2345	TTEWSINGLES-----------SFNL000200----------	Women Singles
0	2345	TTEWSINGLES-----------SFNL000100----------	Women Singles
0	2345	TTEMSINGLES-----------QFNL000300----------	Men Singles
0	2345	TTEMSINGLES-----------QFNL000400----------	Men Singles
0	2345	TTEWSINGLES-----------QFNL000400----------	Women Singles
0	2345	TTEMSINGLES-----------QFNL000200----------	Men Singles
0	2345	TTEWSINGLES-----------QFNL000300----------	Women Singles
0	2345	TTEWSINGLES-----------QFNL000100----------	Women Singles
0	2345	TTEMSINGLES-----------QFNL000100----------	Men Singles
0	2345	TTEWSINGLES-----------QFNL000200----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000700----------	Men Singles
0	2345	TTEWSINGLES-----------8FNL000800----------	Women Singles
0	2345	TTEWSINGLES-----------8FNL000700----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000600----------	Men Singles
0	2345	TTEMSINGLES-----------8FNL000500----------	Men Singles
0	2345	TTEMSINGLES-----------8FNL000800----------	Men Singles
0	2345	TTEWSINGLES-----------8FNL000500----------	Women Singles
0	2345	TTEWSINGLES-----------8FNL000600----------	Women Singles
0	2345	TTEWSINGLES-----------8FNL000400----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000400----------	Men Singles
0	2345	TTEWSINGLES-----------8FNL000200----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000100----------	Men Singles
0	2345	TTEWSINGLES-----------8FNL000300----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000300----------	Men Singles
0	2345	TTEWSINGLES-----------8FNL000100----------	Women Singles
0	2345	TTEMSINGLES-----------8FNL000200----------	Men Singles
0	2345	TTEMSINGLES-----------R32-001300----------	Men Singles
0	2345	TTEWSINGLES-----------R32-001400----------	Women Singles
0	2345	TTEMSINGLES-----------R32-001100----------	Men Singles
0	2345	TTEWSINGLES-----------R32-001600----------	Women Singles
0	2345	TTEWSINGLES-----------R32-001200----------	Women Singles
0	2345	TTEMSINGLES-----------R32-001200----------	Men Singles
0	2345	TTEMSINGLES-----------R32-001500----------	Men Singles
0	2345	TTEWSINGLES-----------R32-001100----------	Women Singles
0	2345	TTEMSINGLES-----------R32-001600----------	Men Singles
0	2345	TTEMSINGLES-----------R32-000900----------	Men Singles
0	2345	TTEWSINGLES-----------R32-001500----------	Women Singles
0	2345	TTEWSINGLES-----------R32-000900----------	Women Singles
0	2345	TTEWSINGLES-----------R32-000800----------	Women Singles
0	2345	TTEMSINGLES-----------R32-000600----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000400----------	Women Singles
0	2345	TTEMSINGLES-----------R32-000100----------	Men Singles
0	2345	TTEMSINGLES-----------R32-000300----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000300----------	Women Singles
0	2345	TTEMSINGLES-----------R32-000500----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000700----------	Women Singles
0	2345	TTEXDOUBLES-----------FNL-000100----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------FNL-000200----------	Mixed Doubles
0	2345	TTEMSINGLES-----------R32-000800----------	Men Singles
0	2345	TTEWSINGLES-----------R32-001300----------	Women Singles
0	2345	TTEWSINGLES-----------R32-001000----------	Women Singles
0	2345	TTEWSINGLES-----------R32-000600----------	Women Singles
0	2345	TTEMSINGLES-----------R32-000200----------	Men Singles
0	2345	TTEMSINGLES-----------R32-000700----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000500----------	Women Singles
0	2345	TTEMSINGLES-----------R32-001400----------	Men Singles
0	2345	TTEMSINGLES-----------R32-001000----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000200----------	Women Singles
0	2345	TTEMSINGLES-----------R32-000400----------	Men Singles
0	2345	TTEWSINGLES-----------R32-000100----------	Women Singles
0	2345	TTEMSINGLES-----------R64-001300----------	Men Singles
0	2345	TTEWSINGLES-----------R64-001100----------	Women Singles
0	2345	TTEMSINGLES-----------R64-001500----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000900----------	Women Singles
0	2345	TTEWSINGLES-----------R64-001600----------	Women Singles
0	2345	TTEWSINGLES-----------R64-001500----------	Women Singles
0	2345	TTEMSINGLES-----------R64-001100----------	Men Singles
0	2345	TTEMSINGLES-----------R64-000900----------	Men Singles
0	2345	TTEMSINGLES-----------R64-001200----------	Men Singles
0	2345	TTEWSINGLES-----------R64-001400----------	Women Singles
0	2345	TTEMSINGLES-----------R64-001600----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000700----------	Women Singles
0	2345	TTEXDOUBLES-----------SFNL000200----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------SFNL000100----------	Mixed Doubles
0	2345	TTEMSINGLES-----------R64-000700----------	Men Singles
0	2345	TTEWSINGLES-----------R64-001000----------	Women Singles
0	2345	TTEMSINGLES-----------R64-000500----------	Men Singles
0	2345	TTEWSINGLES-----------R64-001200----------	Women Singles
0	2345	TTEMSINGLES-----------R64-000600----------	Men Singles
0	2345	TTEWSINGLES-----------R64-001300----------	Women Singles
0	2345	TTEWSINGLES-----------R64-000500----------	Women Singles
0	2345	TTEMSINGLES-----------R64-001000----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000400----------	Women Singles
0	2345	TTEWSINGLES-----------R64-000600----------	Women Singles
0	2345	TTEMSINGLES-----------R64-000400----------	Men Singles
0	2345	TTEMSINGLES-----------R64-001400----------	Men Singles
0	2345	TTEMSINGLES-----------R64-000300----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000200----------	Women Singles
0	2345	TTEWSINGLES-----------R64-000800----------	Women Singles
0	2345	TTEMSINGLES-----------R64-000200----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000300----------	Women Singles
0	2345	TTEMSINGLES-----------R64-000800----------	Men Singles
0	2345	TTEMSINGLES-----------R64-000100----------	Men Singles
0	2345	TTEWSINGLES-----------R64-000100----------	Women Singles
0	2345	TTEXDOUBLES-----------QFNL000400----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------QFNL000300----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------QFNL000200----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------QFNL000100----------	Mixed Doubles
0	2345	TTEWSINGLES-----------R128001600----------	Women Singles
0	2345	TTEMSINGLES-----------R128001600----------	Men Singles
0	2345	TTEWSINGLES-----------R128001100----------	Women Singles
0	2345	TTEMSINGLES-----------R128000500----------	Men Singles
0	2345	TTEMSINGLES-----------R128001500----------	Men Singles
0	2345	TTEWSINGLES-----------R128001300----------	Women Singles
0	2345	TTEWSINGLES-----------R128001400----------	Women Singles
0	2345	TTEMSINGLES-----------R128001200----------	Men Singles
0	2345	TTEMSINGLES-----------R128000700----------	Men Singles
0	2345	TTEMSINGLES-----------R128001100----------	Men Singles
0	2345	TTEWSINGLES-----------R128001500----------	Women Singles
0	2345	TTEWSINGLES-----------R128000400----------	Women Singles
0	2345	TTEWSINGLES-----------R128001000----------	Women Singles
0	2345	TTEWSINGLES-----------R128000700----------	Women Singles
0	2345	TTEMSINGLES-----------R128001400----------	Men Singles
0	2345	TTEMSINGLES-----------R128001300----------	Men Singles
0	2345	TTEMSINGLES-----------R128000100----------	Men Singles
0	2345	TTEWSINGLES-----------R128000900----------	Women Singles
0	2345	TTEMSINGLES-----------R128000800----------	Men Singles
0	2345	TTEMSINGLES-----------R128001000----------	Men Singles
0	2345	TTEWSINGLES-----------R128001200----------	Women Singles
0	2345	TTEWSINGLES-----------R128000800----------	Women Singles
0	2345	TTEMSINGLES-----------R128000600----------	Men Singles
0	2345	TTEWSINGLES-----------R128000600----------	Women Singles
0	2345	TTEMSINGLES-----------R128000900----------	Men Singles
0	2345	TTEWSINGLES-----------R128000300----------	Women Singles
0	2345	TTEMSINGLES-----------R128000300----------	Men Singles
0	2345	TTEMSINGLES-----------R128000400----------	Men Singles
0	2345	TTEWSINGLES-----------R128000500----------	Women Singles
0	2345	TTEMSINGLES-----------R128000200----------	Men Singles
0	2345	TTEWSINGLES-----------R128000100----------	Women Singles
0	2345	TTEWSINGLES-----------R128000200----------	Women Singles
0	2345	TTEXDOUBLES-----------8FNL000500----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000600----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000700----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000800----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000300----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000400----------	Mixed Doubles
0	2345	TTEXDOUBLES-----------8FNL000200----------	Mixed Doubles
0	2345	TTEMSINGLES-----------R256000500----------	Men Singles
0	2345	TTEWSINGLES-----------R256001600----------	Women Singles
0	2345	TTEWSINGLES-----------R256001100----------	Women Singles
0	2345	TTEWSINGLES-----------R256001400----------	Women Singles
0	2345	TTEWSINGLES-----------R256001000----------	Women Singles
0	2345	TTEWSINGLES-----------R256000700----------	Women Singles
0	2345	TTEWSINGLES-----------R256000400----------	Women Singles
471682	2346	TTEMSINGLES-----------FNL-000100----------	Men Singles
471476	2346	TTEWSINGLES-----------FNL-000100----------	Women Singles
471082	2346	TTEMDOUBLES-----------FNL-000100----------	Men Doubles
470800	2346	TTEWDOUBLES-----------FNL-000100----------	Women Doubles
470622	2346	TTEXDOUBLES-----------FNL-000100----------	Mixed Doubles
470472	2346	TTEMSINGLES-----------SFNL000100----------	Men Singles
470204	2346	TTEWSINGLES-----------SFNL000200----------	Women Singles
469931	2346	TTEMSINGLES-----------SFNL000200----------	Men Singles
469574	2346	TTEWSINGLES-----------SFNL000100----------	Women Singles
469155	2346	TTEMDOUBLES-----------SFNL000100----------	Men Doubles
468968	2346	TTEWDOUBLES-----------SFNL000100----------	Women Doubles
468714	2346	TTEMDOUBLES-----------SFNL000200----------	Men Doubles
468497	2346	TTEWDOUBLES-----------SFNL000200----------	Women Doubles
468332	2346	TTEXDOUBLES-----------SFNL000200----------	Mixed Doubles
468096	2346	TTEXDOUBLES-----------SFNL000100----------	Mixed Doubles
467875	2346	TTEWSINGLES-----------QFNL000200----------	Women Singles
467657	2346	TTEMSINGLES-----------QFNL000200----------	Men Singles
467278	2346	TTEWSINGLES-----------QFNL000400----------	Women Singles
467081	2346	TTEMSINGLES-----------QFNL000100----------	Men Singles
466817	2346	TTEWSINGLES-----------QFNL000300----------	Women Singles
466555	2346	TTEMSINGLES-----------QFNL000300----------	Men Singles
466233	2346	TTEWSINGLES-----------QFNL000100----------	Women Singles
466007	2346	TTEMSINGLES-----------QFNL000400----------	Men Singles
465702	2346	TTEMDOUBLES-----------QFNL000300----------	Men Doubles
465571	2346	TTEWDOUBLES-----------QFNL000300----------	Women Doubles
465347	2346	TTEMDOUBLES-----------QFNL000200----------	Men Doubles
465317	2346	TTEWDOUBLES-----------QFNL000200----------	Women Doubles
465006	2346	TTEMDOUBLES-----------QFNL000400----------	Men Doubles
464784	2346	TTEWDOUBLES-----------QFNL000100----------	Women Doubles
464541	2346	TTEWDOUBLES-----------QFNL000400----------	Women Doubles
464520	2346	TTEMDOUBLES-----------QFNL000100----------	Men Doubles
463994	2346	TTEXDOUBLES-----------QFNL000300----------	Mixed Doubles
463949	2346	TTEXDOUBLES-----------QFNL000100----------	Mixed Doubles
463609	2346	TTEXDOUBLES-----------QFNL000400----------	Mixed Doubles
463525	2346	TTEXDOUBLES-----------QFNL000200----------	Mixed Doubles
463154	2346	TTEMSINGLES-----------8FNL000600----------	Men Singles
463150	2346	TTEWSINGLES-----------8FNL000800----------	Women Singles
462487	2346	TTEMSINGLES-----------8FNL000100----------	Men Singles
462440	2346	TTEWSINGLES-----------8FNL000100----------	Women Singles
461865	2346	TTEWSINGLES-----------8FNL000300----------	Women Singles
461431	2346	TTEMSINGLES-----------8FNL000800----------	Men Singles
461394	2346	TTEMSINGLES-----------8FNL000300----------	Men Singles
460937	2346	TTEWSINGLES-----------8FNL000600----------	Women Singles
460668	2346	TTEWSINGLES-----------8FNL000400----------	Women Singles
460200	2346	TTEMSINGLES-----------8FNL000200----------	Men Singles
460172	2346	TTEMSINGLES-----------8FNL000400----------	Men Singles
459686	2346	TTEMSINGLES-----------8FNL000700----------	Men Singles
459681	2346	TTEWSINGLES-----------8FNL000700----------	Women Singles
459628	2346	TTEWSINGLES-----------8FNL000500----------	Women Singles
459087	2346	TTEMSINGLES-----------8FNL000500----------	Men Singles
458883	2346	TTEWSINGLES-----------8FNL000200----------	Women Singles
458440	2346	TTEXDOUBLES-----------8FNL000600----------	Mixed Doubles
458322	2346	TTEXDOUBLES-----------8FNL000400----------	Mixed Doubles
458229	2346	TTEXDOUBLES-----------8FNL000800----------	Mixed Doubles
457873	2346	TTEXDOUBLES-----------8FNL000100----------	Mixed Doubles
457711	2346	TTEXDOUBLES-----------8FNL000200----------	Mixed Doubles
457636	2346	TTEXDOUBLES-----------8FNL000500----------	Mixed Doubles
457621	2346	TTEXDOUBLES-----------8FNL000700----------	Mixed Doubles
457258	2346	TTEXDOUBLES-----------8FNL000300----------	Mixed Doubles
456658	2346	TTEWDOUBLES-----------8FNL000800----------	Women Doubles
456640	2346	TTEMDOUBLES-----------8FNL000300----------	Men Doubles
456281	2346	TTEMDOUBLES-----------8FNL000800----------	Men Doubles
456220	2346	TTEWDOUBLES-----------8FNL000200----------	Women Doubles
456017	2346	TTEMDOUBLES-----------8FNL000700----------	Men Doubles
455900	2346	TTEWDOUBLES-----------8FNL000700----------	Women Doubles
455442	2346	TTEWDOUBLES-----------8FNL000100----------	Women Doubles
455328	2346	TTEWDOUBLES-----------8FNL000400----------	Women Doubles
455292	2346	TTEMDOUBLES-----------8FNL000600----------	Men Doubles
454865	2346	TTEMDOUBLES-----------8FNL000500----------	Men Doubles
454858	2346	TTEWDOUBLES-----------8FNL000500----------	Women Doubles
454833	2346	TTEMDOUBLES-----------8FNL000400----------	Men Doubles
454501	2346	TTEMDOUBLES-----------8FNL000200----------	Men Doubles
454040	2346	TTEWDOUBLES-----------8FNL000300----------	Women Doubles
453987	2346	TTEMDOUBLES-----------8FNL000100----------	Men Doubles
