tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
5277	2021	2021 - WTT Middle East Hub - WTT Contender, Doha (QAT)	WTT Contender Series	WTT Contender	QAT	273	2021-02-28	2021-03-06
5278	2021	2021 - WTT Middle East Hub - WTT Star Contender, Doha (QAT)	WTT Contender Series	WTT Star Contender	QAT	259	2021-03-05	2021-03-13
5279	2021	2021 - World Singles Qualification Tournament, Doha (QAT)	Olympic Qualification	--	QAT	137	2021-03-14	2021-03-17
5280	2021	2021 - Asian Olympic Qualification Tournament, Doha (QAT)	Olympic Qualification	--	QAT	54	2021-03-18	2021-03-20
5246	2021	2021 - Latin American Singles and Mixed Qualification Tournament, Rosario (ARG)	Olympic Qualification	--	ARG	91	2021-04-13	2021-04-17
5290	2021	2021 - Central American Youth Championships, Guatemala City (GUA)	Other events	--	GUA	140	2021-04-20	2021-04-24
5293	2021	2021 - WTT Youth Contenders, Vila Real (POR)	WTT Youth Contender Series	WTT Youth Contender	POR	504	2021-05-11	2021-05-17
5268	2021	2021 - Central American Championships, San Jose (CRC)	Other events	--	CRC	211	2021-05-14	2021-05-19
5294	2021	2021 - WTT Youth Star Contenders, Tunis (TUN)	WTT Youth Contender Series	WTT Youth Star Contender	TUN	264	2021-05-26	2021-06-30
5295	2021	2021 - WTT Contenders, Havirov (CZE)	WTT Youth Contender Series	WTT Youth Contender	CZE	671	2021-06-07	2021-06-13
5296	2021	2021 - WTT Youth Star Contender, Otocec (SLO)	WTT Youth Contender Series	WTT Youth Star Contender	SLO	293	2021-06-15	2021-06-19
5299	2021	2021 - LIEBHERR ITTF European Championships, Warsaw (POL)	Continental	--	POL	435	2021-06-22	2021-06-27
5271	2021	2021 - European Youth Championships, Varazdin (CRO)	Continental	--	CRO	2917	2021-07-18	2021-08-02
2909	2021	2020 - Olympic Games, Tokyo (JPN)	Olympic Games	--	JPN	251	2021-07-23	2021-08-08
5308	2021	2021 - WTT Contender Budapest (HUN)	WTT Contender Series	WTT Contender	HUN	161	2021-08-15	2021-08-20
5336	2021	2021 - ITTF Czech International Open, Olomouc (CZE)	Other events	--	CZE	255	2021-08-21	2021-08-25
5335	2021	2021 ITTF African Championships, Yaounde (CMR)	Continental	--	CMR	370	2021-09-01	2021-09-07
5306	2021	2021 WTT Youth Contender, Varazdin (CRO)	WTT Youth Contender Series	WTT Youth Contender	CRO	756	2021-09-04	2021-09-10
5305	2021	2021 - WTT Youth Contender, Otocec (SLO)	WTT Youth Contender Series	WTT Youth Contender	SLO	669	2021-09-04	2021-09-10
5272	2021	2021 ITTF Pan American Youth Championships, Santo Domingo (DOM)	Continental	--	DOM	723	2021-09-12	2021-09-18
5307	2021	2021 WTT Youth Contender, Tunis (TUN)	WTT Youth Contender Series	WTT Youth Contender	TUN	352	2021-09-13	2021-09-19
5310	2021	2021 ITTF Kazakhstan International Open, Karaganda (KAZ)	Other events	--	KAZ	156	2021-09-15	2021-09-19
5309	2021	2021 WTT Youth Star Contenders, Lisbon (POR)	WTT Youth Contender Series	WTT Youth Star Contender	POR	279	2021-09-18	2021-09-22
5269	2021	2021 Europe Top-16 Cup, Thessaloniki (GRE)	Continental	--	GRE	30	2021-09-18	2021-09-19
5320	2021	2021 WTT Star Contender, Doha II (QAT)	WTT Contender Series	WTT Star Contender	QAT	201	2021-09-20	2021-09-25
5311	2021	2021 WTT Youth Contender, Belgrade (SRB)	WTT Youth Contender Series	WTT Youth Contender	SRB	415	2021-09-27	2021-10-03
5324	2021	2021 ITTF-ATTU Asian Table Tennis Championships, Doha (QAT)	Continental	--	QAT	294	2021-09-28	2021-10-05
5314	2021	2021 WTT Youth Contender, Muscat (OMA)	WTT Youth Contender Series	WTT Youth Contender	OMA	338	2021-10-10	2021-10-16
5333	2021	2021 Europe Youth Top-10, Tours (FRA)	Continental	--	FRA	180	2021-10-16	2021-10-17
5316	2021	2021 WTT Youth Star Contender, Wladyslawowo (POL)	WTT Youth Contender Series	WTT Youth Star Contender	POL	266	2021-10-19	2021-10-23
5332	2021	2021 WTT Contender, Tunis (TUN)	WTT Contender Series	WTT Contender	TUN	196	2021-10-24	2021-10-30
5317	2021	2021 WTT Youth Contender, Lignano (ITA)	WTT Youth Contender Series	WTT Youth Contender	ITA	592	2021-10-24	2021-10-30
5318	2021	2021 WTT Youth Contender, Cuenca (ECU)	WTT Youth Contender Series	WTT Youth Contender	ECU	368	2021-10-25	2021-10-31
5319	2021	2021 WTT Youth Contender, Senec (SVK)	WTT Youth Contender Series	WTT Youth Contender	SVK	638	2021-10-28	2021-11-03
5322	2021	2021 WTT Youth Contender, Szombathely (HUN)	WTT Youth Contender Series	WTT Youth Contender	HUN	769	2021-11-01	2021-11-07
5337	2021	2021 WTT Contender, Lasko (SLO)	WTT Contender Series	WTT Contender	SLO	215	2021-11-01	2021-11-07
5321	2021	2021 ITTF Ecuador International Open, Cuenca (ECU)	Other events	--	ECU	66	2021-11-02	2021-11-06
5338	2021	2021 WTT Contender, Novo Mesto (SLO)	WTT Contender Series	WTT Contender	SLO	219	2021-11-08	2021-11-14
5334	2021	2021 European U21 Championships, Spa (BEL)	Continental	--	BEL	372	2021-11-11	2021-11-14
5275	2021	2021 ITTF Pan American Championships, Lima (PER)	Continental	--	PER	293	2021-11-13	2021-11-19
5298	2021	2021 World Table Tennis Championships Finals, Houston (USA)	WTTC	--	USA	375	2021-11-23	2021-11-29
5288	2021	2021 Pan American Junior Games, Cali (COL)	Continental Games	--	COL	239	2021-11-30	2021-12-05
5328	2021	2021 ITTF Finlandia Open, Lohja (FIN)	Other events	--	FIN	540	2021-12-02	2021-12-05
5326	2021	2021 World Youth Championships, Vila Nova de Gaia (POR)	World Youth Championships	--	POR	345	2021-12-02	2021-12-08
5339	2021	2021 WTT Cup Finals, Singapore (SGP)	WTT Cup Finals	--	SGP	30	2021-12-04	2021-12-07
5329	2021	2021 WTT Feeder, Dusseldorf (GER)	WTT Feeder	--	GER	89	2021-12-07	2021-12-10
5371	2021	2022 - WTT Youth Star Contenders, Otocec (SLO)	WTT Youth Contender Series	WTT Youth Star Contender	SLO	308	2022-03-29	2022-04-02
