tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2711	2017	2017 - World Tour, Hungarian Open, Budapest (HUN)	World Tour / Pro Tour	--	HUN	540	2017-01-17	2017-01-22
2783	2017	2017 - 2017 European Championships Qualification, 5th round	Continental	--		68	2017-01-22	2017-01-22
2785	2017	2017 - European U21 Championships, Sochi (RUS)	Continental	--	RUS	250	2017-02-02	2017-02-05
2715	2017	2017 - ITTF Europe Cup, Antibes (FRA)	Continental	--	FRA	72	2017-02-03	2017-02-05
2800	2017	2017 - ECQ, 5th round, postponed matches, Luxembourg (LUX)	Other events	--	LUX	5	2017-02-07	2017-02-07
2716	2017	2017 - ITTF Junior Circuit Premium Czech Junior and Cadet Open, Hodonin (CZE)	World Junior Circuit	Premium	CZE	1457	2017-02-08	2017-02-12
2799	2017	2017 - Central American Junior and Cadet Championships, Guatemala City (GUA)	Other events	--	GUA	367	2017-02-08	2017-02-11
2801	2017	2017 - Swiss Open, Lausanne (SUI)	Other events	--	SUI	67	2017-02-10	2017-02-12
2719	2017	2017 - World Tour, India Open, New Delhi (IND)	World Tour / Pro Tour	--	IND	169	2017-02-14	2017-02-19
2717	2017	2017 - ITTF Junior Circuit Premium French Junior and Cadet Open, Metz (FRA)	World Junior Circuit	Premium	FRA	1152	2017-02-15	2017-02-19
2720	2017	2017 - World Tour, Qatar Open, Doha (QAT)	World Tour / Pro Tour	Platinum	QAT	313	2017-02-21	2017-02-26
2743	2017	2017 - ITTF Junior Circuit Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	--	SWE	1008	2017-02-22	2017-02-26
2744	2017	2017 - UAE Junior & Cadet Open, ITTF Premium Junior Circuit, Fujairah (UAE) [DELETED]	World Junior Circuit	--	UAE		2017-03-01	2017-03-05
2805	2017	2017 - 2017 European Championships Qualification, 6th round	Continental	--		73	2017-03-07	2017-03-07
2745	2017	2017 - ITTF Junior Circuit Premium Italian Junior and Cadet Open, Lignano (ITA)	World Junior Circuit	Premium	ITA	1148	2017-03-08	2017-03-12
2721	2017	2017 - ITTF Challenge Belarus Open, Minsk (BLR)	Challenge	Challenge Series	BLR	528	2017-03-15	2017-03-19
2804	2017	2017 - South America Junior and Cadet Championships, Asuncion (PAR)	Other events	--	PAR	403	2017-03-18	2017-03-22
2746	2017	2017 - ITTF Junior Circuit Paraguay Junior and Cadet Open, Asuncion (PAR)	World Junior Circuit	--	PAR	588	2017-03-23	2017-03-26
2722	2017	2017 - ITTF Challenge Thailand Open, Bangkok (THA)	Challenge	Challenge Series	THA	293	2017-03-29	2017-04-02
