tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2157	2012	2012 - ITTF Oceania Cup, Suva (FIJ)	Continental	--	FIJ	25		
2104	2012	2012 - World Tour, Hungarian Open, Budapest (HUN)	World Tour / Pro Tour	--	HUN	746	2012-01-17	2012-01-21
2365	2012	2012 - 13th Arab Cup, Amman (JOR)	Other events	--	JOR	185	2012-01-24	2012-01-31
2107	2012	2012 - World Tour, Slovenia Open, Velenje (SLO)	World Tour / Pro Tour	--	SLO	617	2012-01-25	2012-01-29
2366	2012	2012 - Europe Youth Top 10, Buzau (ROU)	Continental	--	ROU	180	2012-01-27	2012-01-29
2112	2012	2012 - ITTF Junior Circuit Premium Slovenia Junior and Cadet Open, Velenje (SLO)	World Junior Circuit	Premium	SLO	809	2012-01-30	2012-02-03
2111	2012	2012 - World Tour, Qatar Open, Doha (QAT)	World Tour / Pro Tour	--	QAT	359	2012-02-07	2012-02-11
2117	2012	2012 - World Tour, Kuwait Open, Kuwait City (KUW)	World Tour / Pro Tour	--	KUW	332	2012-02-14	2012-02-18
2113	2012	2012 - ITTF Junior Circuit Premium Czech Junior and Cadet Open, Hodonin (CZE)	World Junior Circuit	Premium	CZE	1253	2012-02-15	2012-02-19
2114	2012	2012 - ITTF Junior Circuit Premium Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	Premium	SWE	714	2012-02-22	2012-02-26
2115	2012	2012 - ITTF Latin American Championships, Rio de Janeiro (BRA)	Continental	--	BRA	221	2012-03-01	2012-03-07
2131	2012	2012 - Latin American Olympic Qualification Tournament, Rio de Janeiro (BRA)	Olympic Qualification	--	BRA	218	2012-03-04	2012-03-06
2125	2012	2012 - Oceania Olympic Qualification Tournament, Sydney (AUS)	Olympic Qualification	--	AUS	64	2012-03-05	2012-03-08
2118	2012	2012 - ITTF Junior Circuit Premium Italian Junior and Cadet Open, Lignano (ITA)	World Junior Circuit	Premium	ITA	1139	2012-03-07	2012-03-11
2367	2012	2012 - Butterfly Baltic Cup, Tallinn (EST)	Other events	--	EST	791	2012-03-10	2012-03-11
2119	2012	2012 - ITTF Junior Circuit Iraq Junior and Cadet Open, Suleimaniya (IRQ)	World Junior Circuit	--	IRQ	431	2012-03-14	2012-03-17
2368	2012	2012 - Ibero-American Senior Championships, Lisbon (POR)	Other events	--	POR	236	2012-03-19	2012-03-22
2097	2012	2012 - World Team Table Tennis Championships, Dortmund (GER)	WTTC	--	GER	3328	2012-03-25	2012-04-01
2123	2012	2012 - Algeria Junior and Cadet Open, Staoueli (ALG)	World Junior Circuit	--	ALG	477	2012-04-05	2012-04-08
2369	2012	2012 - Asian Cup, Guangzhou (CHN)	Continental	--	CHN	79	2012-04-06	2012-04-08
2129	2012	2012 - ITTF Africa Juniors Championships, Staoueli (ALG)	Continental	--	ALG	523	2012-04-09	2012-04-14
2143	2012	2012 - European Olympic Qualification Tournament, Luxembourg (LUX)	Olympic Qualification	--	LUX	330	2012-04-11	2012-04-15
2121	2012	2012 - ITTF Junior Circuit Malta Junior and Cadet Open, Cottonera (MLT)	World Junior Circuit	--	MLT	354	2012-04-12	2012-04-15
2132	2012	2012 - Argentina Junior and Cadet Open, Buenos Aires (ARG)	World Junior Circuit	--	ARG	607	2012-04-13	2012-04-17
2127	2012	2012 - World Tour, Spanish Open, Almeria (ESP)	World Tour / Pro Tour	--	ESP	316	2012-04-18	2012-04-22
2128	2012	2012 - ITTF Junior Circuit Premium French Junior and Cadet Open, Metz (FRA)	World Junior Circuit	Premium	FRA	1002	2012-04-18	2012-04-22
2370	2012	2012 - South American Junior and Cadet Championships, Buenos Aires (ARG)	Other events	--	ARG	468	2012-04-18	2012-04-22
2124	2012	2012 - ITTF Junior Circuit New Zealand Junior and Cadet Open, Auckland (NZL)	World Junior Circuit	--	NZL	427	2012-04-19	2012-04-22
2147	2012	2012 - Asian Olympic Qualification Tournament, Hong Kong (HKG)	Olympic Qualification	--	HKG	140	2012-04-19	2012-04-22
2134	2012	2012 - North American Olympic Qualification Tournament, Cary (USA)	Olympic Qualification	--	USA	90	2012-04-20	2012-04-22
2135	2012	2012 - World Tour, Chile Open, Santiago (CHI)	World Tour / Pro Tour	--	CHI	218	2012-04-25	2012-04-29
2133	2012	2012 - ITTF Junior Circuit Thailand Junior and Cadet Open, Pattaya (THA)	World Junior Circuit	--	THA	775	2012-05-05	2012-05-09
2136	2012	2012 - ITTF Junior Circuit Spanish Junior and Cadet Open, Platja d'Aro (ESP)	World Junior Circuit	--	ESP	982	2012-05-09	2012-05-13
2140	2012	2012 - Final World Olympic Qualification Tournament, Doha (QAT)	Olympic Qualification	--	QAT	285	2012-05-10	2012-05-13
2371	2012	2012 - Northern European Championships, Karlsborg (SWE)	Other events	--	SWE	74	2012-05-11	2012-05-13
2139	2012	2012 - World Tour, Korea Open, Incheon (KOR)	World Tour / Pro Tour	--	KOR	267	2012-05-16	2012-05-20
2138	2012	2012 - Euro - Africa, Belarus Open, Minsk (BLR)	World Tour / Pro Tour	--	BLR	190	2012-05-17	2012-05-20
2141	2012	2012 - Slovak Junior Open, Senec (SVK)	World Junior Circuit	--	SVK	701	2012-05-17	2012-05-20
2144	2012	2012 - World Tour, China Open, Shanghai (CHN)	World Tour / Pro Tour	--	CHN	369	2012-05-23	2012-05-27
2142	2012	2012 - Euro - Africa, Croatia Open, Zagreb (CRO)	World Tour / Pro Tour	--	CRO	328	2012-05-24	2012-05-27
2372	2012	2012 - XVI Island Games, Sardegna (ITA)	Multi sport events	--	ITA	180	2012-05-24	2012-05-26
2151	2012	2012 - ITTF Latin America Cup, San Jose (CRC)	Continental	--	CRC	38	2012-05-25	2012-05-27
2146	2012	2012 - ITTF Junior Circuit Premium Polish Junior and Cadet Open, Cetniewo (POL)	World Junior Circuit	Premium	POL	1498	2012-05-30	2012-06-03
2155	2012	2012 - ITTF North America Cup, Mississauga (CAN)	Continental	--	CAN	209	2012-06-02	2012-06-03
2154	2012	2012 - ITTF Oceania Championships and ITTF Oceania Cup, Suva (FIJ)	Continental	--	FIJ	382	2012-06-03	2012-06-08
2150	2012	2012 - World Tour, Japan Open, Kobe (JPN)	World Tour / Pro Tour	--	JPN	299	2012-06-06	2012-06-10
2145	2012	2012 - Euro - Africa, Swedish Open, Helsingborg (SWE)	World Tour / Pro Tour	--	SWE	260	2012-06-07	2012-06-10
2148	2012	2012 - 2nd ITTF World Hopes Week & Challenge, Falkenberg (SWE)	Other events	--	SWE		2012-06-11	2012-06-17
