tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
1840	2009	2009 - hallmark,  (GUA)	Other events	--	GUA			
1927	2009	2009 - Luxembourg Open, Luxembourg (LUX)	Other events	--	LUX			
1928	2009	2009 - US Open, Las Vegas (USA)	Other events	--	USA			
1797	2009	2009 - Pro Tour Slovenia Open, Velenje (SLO)	World Tour / Pro Tour	--	SLO	527	2009-01-13	2009-01-17
1899	2009	2009 - Hungarian Cadet Open Championships, Tata (HUN)	Other events	--	HUN	661	2009-01-16	2009-01-18
1801	2009	2009 - Pro Tour Danish Open, Frederikshavn (DEN)	World Tour / Pro Tour	--	DEN	324	2009-01-21	2009-01-25
1819	2009	2009 - Bahrain Junior Open, Manama (BRN)	World Junior Circuit	--	BRN	199	2009-02-04	2009-02-08
1833	2009	2009 - EURO-TOP12, Dusseldorf (GER)	Other events	--	GER		2009-02-07	2009-02-08
1824	2009	2009 - ITTF Junior Circuit Doha Junior and Cadet Open, Doha (QAT)	World Junior Circuit	--	QAT	247	2009-02-10	2009-02-14
1815	2009	2009 - Pro Tour Kuwait Open, Kuwait City (KUW)	World Tour / Pro Tour	--	KUW	361	2009-02-11	2009-02-15
1803	2009	2009 - Pro Tour Qatar Open, Doha (QAT)	World Tour / Pro Tour	--	QAT	398	2009-02-17	2009-02-21
1825	2009	2009 - Safir International, Orebro (SWE)	World Junior Circuit	--	SWE		2009-02-18	2009-02-22
1826	2009	2009 - ITTF Junior Circuit Hungarian Junior and Cadet Open, Tata (HUN)	World Junior Circuit	--	HUN	395	2009-02-26	2009-03-01
1828	2009	2009 - Pro Tour Indian Open, Indore (IND)	World Tour / Pro Tour	--	IND	122	2009-03-12	2009-03-15
1829	2009	2009 - ITTF Junior Circuit Malta Junior and Cadet Open, Cottonera (MLT)	World Junior Circuit	--	MLT	503	2009-03-12	2009-03-15
1832	2009	2009 - Pro Tour German Open, Bremen (GER)	World Tour / Pro Tour	--	GER	581	2009-03-19	2009-03-22
1830	2009	2009 - ITTF Junior Circuit Tunisia Junior and Cadet Open, Tunis (TUN)	World Junior Circuit	--	TUN	487	2009-03-20	2009-03-23
1843	2009	2009 - Latin American Championships, San Salvador (ESA)	Continental	--	ESA		2009-03-21	2009-03-26
1837	2009	2009 - ITTF World Junior Circuit Venezuela Junior Open, Valencia (VEN)	World Junior Circuit	--	VEN	436	2009-04-01	2009-04-05
1838	2009	2009 - ITTF Junior Circuit Egypt Junior and Cadet Open, Cairo (EGY)	World Junior Circuit	--	EGY	611	2009-04-09	2009-04-12
1792	2009	2009 - World Table Tennis Championships, Yokohama (JPN)	WTTC	--	JPN	1010	2009-04-28	2009-05-05
1839	2009	2009 - ITTF Junior Circuit Spanish Junior and Cadet Open, Platja d'Aro (ESP)	World Junior Circuit	--	ESP	453	2009-05-06	2009-05-10
1841	2009	2009 - ITTF Junior Circuit French Junior and Cadet Open, Vern sur Seiche (FRA)	World Junior Circuit	--	FRA	605	2009-05-13	2009-05-17
1854	2009	2009 - Commonwealth Championships, Glasgow (SCO)	Other events	--	SCO		2009-05-19	2009-05-25
1855	2009	2009 - Asian Cup, Hangzhou (CHN)	Continental	--	CHN		2009-05-19	2009-05-21
1846	2009	2009 - ITTF Junior Circuit Slovakia Junior and Cadet Open, Bratislava (SVK)	World Junior Circuit	--	SVK	689	2009-05-21	2009-05-24
1844	2009	2009 - Pro Tour Belarus Open, Minsk (BLR)	World Tour / Pro Tour	--	BLR	335	2009-05-27	2009-05-31
1847	2009	2009 - ITTF Junior Circuit Polish Junior and Cadet Open, Cetniewo (POL)	World Junior Circuit	--	POL	1658	2009-05-27	2009-05-31
1848	2009	2009 - Pro Tour China Open, Suzhou (CHN)	World Tour / Pro Tour	--	CHN	286	2009-06-03	2009-06-07
2168	2009	2009 - Volkswagen China vs. World Team Challenge Match, Shanghai (CHN)	Other events	--	CHN	10	2009-06-08	2009-06-09
1845	2009	2009 - Pro Tour Japan Open, Wakayama (JPN)	World Tour / Pro Tour	--	JPN	207	2009-06-11	2009-06-14
1859	2009	2009 - Latin American Junior and Cadet Championships, Guatemala City (GUA)	Continental	--	GUA		2009-06-15	2009-06-19
