tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
1850	2009	2009 - ITTF Junior Circuit China Junior and Cadet Open, Chengdu (CHN)	World Junior Circuit	--	CHN	721	2009-06-17	2009-06-21
1851	2009	2009 - ITTF Junior Circuit Guatemala Junior and Cadet Open, Guatemala City (GUA)	World Junior Circuit	--	GUA	702	2009-06-21	2009-06-25
1864	2009	2009 - Mediterranean Games, Pescara (ITA)	Multi sport events	--	ITA		2009-06-27	2009-07-01
1849	2009	2009 - Australian Junior and Cadet Open, Gold Coast (AUS)	World Junior Circuit	--	AUS	406	2009-06-30	2009-07-03
1866	2009	2009 - Universiade, International University Sports Federation (FISU), Belgrade (SRB)	Multi sport events	--	SRB		2009-07-03	2009-07-10
1856	2009	2009 - Pro Tour Morocco Open, Rabat (MAR)	World Tour / Pro Tour	--	MAR	212	2009-07-07	2009-07-10
1867	2009	2009 - European Youth (Junior and Cadet) Championships, Prague (CZE)	Continental	--	CZE		2009-07-10	2009-07-19
1873	2009	2009 - European Youth Championships (Cadet), Prague (CZE)	Continental	--	CZE		2009-07-10	2009-07-19
1868	2009	2009 - African Championships, Rabat (MAR)	Continental	--	MAR		2009-07-11	2009-07-18
1871	2009	2009 - Asian Junior Championships, Jaipur (IND)	Continental	--	IND		2009-07-22	2009-07-26
1857	2009	2009 - ITTF Junior Circuit Hong Kong Junior and Cadet Open, Hong Kong (HKG)	World Junior Circuit	--	HKG	386	2009-08-05	2009-08-09
1865	2009	2009 - Pro Tour China Open, Tianjin (CHN)	World Tour / Pro Tour	--	CHN	355	2009-08-12	2009-08-16
1860	2009	2009 - ITTF Junior Circuit Korea Junior and Cadet Open, Chungcheongnam-do (KOR)	World Junior Circuit	--	KOR	581	2009-08-12	2009-08-16
1862	2009	2009 - ITTF Junior Circuit El Salvador Junior and Cadet Open, El Salvador (ESA)	World Junior Circuit	--	ESA	345	2009-08-13	2009-08-16
1861	2009	2009 - Pro Tour Korea Open, Seoul (KOR)	World Tour / Pro Tour	--	KOR	276	2009-08-19	2009-08-23
1863	2009	2009 - Canadian Junior and Cadet Open, Montreal (CAN)	World Junior Circuit	--	CAN	603	2009-08-20	2009-08-23
1870	2009	2009 - Taiyuan International Open, Taiyuan (CHN)	World Junior Circuit	--	CHN	344	2009-08-26	2009-08-30
1869	2009	2009 - ITTF Junior Circuit Funchal Junior and Cadet Open, Funchal (POR)	World Junior Circuit	--	POR	210	2009-09-02	2009-09-06
1872	2009	2009 - ITTF Junior Circuit Ecuador Junior and Cadet Open, Guayaquil (ECU)	World Junior Circuit	--	ECU	460	2009-09-09	2009-09-13
1890	2009	2009 - LIEBHERR European Table Tennis Championships, Stuttgart (GER)	Continental	--	GER		2009-09-13	2009-09-20
1878	2009	2009 - ITTF Junior Circuit India Junior and Cadet Open, Indore (IND)	World Junior Circuit	--	IND	374	2009-09-15	2009-09-18
1877	2009	2009 - Argentina Junior and Cadet Open, Buenos Aires (ARG)	World Junior Circuit	--	ARG	746	2009-09-17	2009-09-20
1891	2009	2009 - Pacific Mini Games, Cook Islands (COK)	Multi sport events	--	COK		2009-09-21	2009-10-02
1875	2009	2009 - ITTF Junior Circuit Chile Junior and Cadet Open, Coquimbo (CHI)	World Junior Circuit	--	CHI	435	2009-09-24	2009-09-27
1893	2009	2009 - STAG Pan American Junior Championships, Coquimbo (CHI)	Continental	--	CHI		2009-09-28	2009-09-30
1887	2009	2009 - Women's World Cup, Guangzhou (CHN)	World Cup	--	CHN	38	2009-10-10	2009-10-12
1885	2009	2009 - Men's World Cup, Moscow (RUS)	World Cup	--	RUS	38	2009-10-16	2009-10-18
1886	2009	2009 - ITTF Cadet Challenge and ITTF Junior Circuit Finals, Tokyo (JPN)	World Junior Circuit	Finals	JPN	260	2009-10-19	2009-10-25
1879	2009	2009 - Team World Cup, Linz (AUT)	World Cup	--	AUT	101	2009-10-22	2009-10-25
1883	2009	2009 - Pro Tour English Open, Sheffield (ENG)	World Tour / Pro Tour	--	ENG	673	2009-10-28	2009-11-01
1897	2009	2009 - Asian Championships, Lucknow (IND)	Continental	--	IND		2009-11-16	2009-11-22
1900	2009	2009 - YOG Continental Qualification Event - Africa, Cairo (EGY)	Olympic Games	--	EGY		2009-11-21	2009-11-23
1892	2009	2009 - Pro Tour Polish Open, Warsaw (POL)	World Tour / Pro Tour	--	POL	801	2009-11-25	2009-11-29
1904	2009	2009 - European Super Cup, St. Petersburg (RUS)	Other events	--	RUS		2009-12-01	2009-12-02
1858	2009	2009 - World Junior Table Tennis Championships, Cartagena de Indias (COL)	WJTTC	--	COL	560	2009-12-09	2009-12-16
1898	2009	2009 - Tournament of Champions, Changsha (CHN)	World Cup	--	CHN	14	2009-12-19	2009-12-20
1902	2009	2009 - Pro Tour Grand Finals, Macao (MAC)	World Tour / Pro Tour	Grand Finals	MAC	74	2010-01-07	2010-01-10
