tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2500	2015	2015 - Team World Cup, Dubai (UAE)	World Cup	--	UAE	132	2015-01-08	2015-01-11
2523	2015	2015 - Central American Junior and Cadet Championships, San Salvador (ESA)	Other events	--	ESA	340	2015-01-21	2015-01-24
2494	2015	2015 - ITTF Africa Senior Championships, Cairo (EGY)	Continental	--	EGY	344	2015-01-23	2015-01-29
2507	2015	2015 - GAC Group World Tour, Hungarian Open, Budapest (HUN)	World Tour / Pro Tour	Challenge Series	HUN	743	2015-01-28	2015-02-01
2510	2015	2015 - Bahrain Junior and Cadet Open, Manama (BRN)	World Junior Circuit	Premium	BRN	397	2015-02-03	2015-02-07
2513	2015	2015 - ITTF Europe Top 16 Cup, Baku (AZE)	Continental	--	AZE	72	2015-02-06	2015-02-08
2508	2015	2015 - GAC Group World Tour, Kuwait Open, Kuwait City (KUW)	World Tour / Pro Tour	Super Series	KUW	307	2015-02-11	2015-02-15
2512	2015	2015 - ITTF Junior Circuit Premium Czech Junior and Cadet Open, Hodonin (CZE)	World Junior Circuit	Premium	CZE	1292	2015-02-11	2015-02-15
2509	2015	2015 - GAC Group World Tour, Qatar Open, Doha (QAT)	World Tour / Pro Tour	Super Series	QAT	283	2015-02-17	2015-02-22
2511	2015	2015 - ITTF Junior Circuit Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	--	SWE	866	2015-02-18	2015-02-22
2541	2015	2015 - South American Junior & Cadet Championship, Asuncion (PAR)	Other events	--	PAR	448	2015-02-23	2015-02-27
2516	2015	2015 - ITTF Junior Circuit Paraguay Junior and Cadet Open, Asuncion (PAR)	World Junior Circuit	--	PAR	517	2015-02-28	2015-03-03
2519	2015	2015 - ITTF Junior Circuit Premium Italian Junior and Cadet Open, Lignano (ITA)	World Junior Circuit	Premium	ITA	1163	2015-03-04	2015-03-08
2517	2015	2015 - GAC Group World Tour, Nigeria Open, Lagos (NGR)	World Tour / Pro Tour	Challenge Series	NGR	176	2015-03-10	2015-03-14
2536	2015	2015 - Asian Cup, Jaipur (IND)	Continental	--	IND	76	2015-03-13	2015-03-15
2521	2015	2015 - ITTF Latin American Championships, Buenos Aires (ARG)	Continental	--	ARG	430	2015-03-16	2015-03-24
2518	2015	2015 - GAC Group World Tour, German Open, Bremen (GER)	World Tour / Pro Tour	Super Series	GER	496	2015-03-18	2015-03-22
2539	2015	2015 - Pan America Final Qualification, Buenos Aires (ARG)	Continental	--	ARG	111	2015-03-22	2015-03-24
2525	2015	2015 - ITTF Junior Circuit Tunisia Junior and Cadet Open, Sidi Bou Said (TUN)	World Junior Circuit	--	TUN	422	2015-03-22	2015-03-26
2520	2015	2015 - GAC Group World Tour, Spanish Open, Almeria (ESP)	World Tour / Pro Tour	Major Series	ESP	585	2015-03-25	2015-03-29
2522	2015	2015 - Belgium Junior and Cadet Open, Spa (BEL)	World Junior Circuit	--	BEL	856	2015-04-01	2015-04-05
2528	2015	2015 - Australian Junior and Cadet Open, Tweed Heads (AUS)	World Junior Circuit	--	AUS	294	2015-04-03	2015-04-06
2529	2015	2015 - ITTF Junior Circuit Mauritius Junior and Cadet Open, Beau Bassin (MRI)	World Junior Circuit	--	MRI	514	2015-04-03	2015-04-07
2531	2015	2015 - ITTF Africa Junior & Cadet Championships, Beau Bassin (MRI)	Continental	--	MRI	420	2015-04-08	2015-04-12
2527	2015	2015 - ITTF Oceania Cup, Bendigo (AUS)	Continental	--	AUS	63	2015-04-10	2015-04-12
2530	2015	2015 - ITTF Junior Circuit Premium French Junior and Cadet Open, Metz (FRA)	World Junior Circuit	Premium	FRA	1218	2015-04-15	2015-04-19
2547	2015	2015 - Luxembourg Open, Luxembourg (LUX)	Other events	--	LUX	279	2015-04-15	2015-04-18
2503	2015	2015 - World Table Tennis Championships, Suzhou (CHN)	WTTC	--	CHN	1018	2015-04-26	2015-05-03
2533	2015	2015 - ITTF Junior Circuit Spanish Junior and Cadet Open, Platja d'Aro (ESP)	World Junior Circuit	--	ESP	1017	2015-05-06	2015-05-10
2535	2015	2015 - Canadian Junior and Cadet Open, Markham (CAN)	World Junior Circuit	--	CAN	542	2015-05-11	2015-05-14
2534	2015	2015 - GAC Group World Tour, Belarus Open, Minsk (BLR)	World Tour / Pro Tour	Challenge Series	BLR	387	2015-05-13	2015-05-17
2537	2015	2015 - ITTF Junior Circuit Golden Thailand Junior and Cadet Open, Bangkok (THA)	World Junior Circuit	Golden	THA	726	2015-05-13	2015-05-17
2543	2015	2015 - ITTF Oceania Junior Championships, Tarawa (KIR)	Continental	--	KIR	322	2015-05-13	2015-05-16
2544	2015	2015 - ITTF North America Cup, Markham (CAN)	Continental	--	CAN	95	2015-05-15	2015-05-17
2542	2015	2015 - GAC Group World Tour, Croatia Open, Zagreb (CRO)	World Tour / Pro Tour	Challenge Series	CRO	645	2015-05-19	2015-05-23
2538	2015	2015 - Slovak Junior Open, Senec (SVK)	World Junior Circuit	--	SVK	379	2015-05-21	2015-05-24
2545	2015	2015 - GAC Group World Tour, Philippines Open, Subic Bay (PHI)	World Tour / Pro Tour	Challenge Series	PHI	239	2015-05-27	2015-05-31
2540	2015	2015 - ITTF Junior Circuit Premium Polish Junior and Cadet Open, Wladyslawowo (POL)	World Junior Circuit	Premium	POL	1496	2015-05-27	2015-05-31
2550	2015	2015 - ITTF Latin America Cup, Havana (CUB)	Continental	--	CUB	40	2015-05-29	2015-05-31
2568	2015	2015 - South East Asian Games, Singapore (SIN)	Multi sport events	--	SIN	161	2015-06-01	2015-06-08
2569	2015	2015 - Games of the Small States of Europe, Reikjavik (ISL)	Multi sport events	--	ISL	97	2015-06-02	2015-06-06
2549	2015	2015 - GAC Group World Tour, Australia Open, Gold Coast (AUS)	World Tour / Pro Tour	Challenge Series	AUS	216	2015-06-03	2015-06-07
2548	2015	2015 - ITTF Junior Circuit Egypt Junior and Cadet Open, Cairo (EGY)	World Junior Circuit	--	EGY	728	2015-06-08	2015-06-12
2562	2015	2015 - 1st European Games, Baku (AZE)	Continental Games	--	AZE	181	2015-06-13	2015-06-19
2567	2015	2015 - Lithuanian Cadet Open, Vilnius (LTU)	Other events	--	LTU	299	2015-06-13	2015-06-15
2552	2015	2015 - ITTF Junior Circuit Puerto Rico Junior and Cadet Open, Aguada (PUR)	World Junior Circuit	--	PUR	355	2015-06-19	2015-06-21
2565	2015	2015 - Latin American Junior & Cadet Championships, Aguada (PUR)	Continental	--	PUR	644	2015-06-23	2015-06-28
2551	2015	2015 - GAC Group World Tour, Japan Open, Kobe (JPN)	World Tour / Pro Tour	Super Series	JPN	260	2015-06-24	2015-06-28
2553	2015	2015 - ITTF Junior Circuit Golden China Junior and Cadet Open, Taicang (CHN)	World Junior Circuit	Golden	CHN	684	2015-06-24	2015-06-28
2600	2015	2015 - Northern European Youth Championships, Haapsalu (EST)	Other events	--	EST	337	2015-06-26	2015-06-28
2577	2015	2015 - ITTF World Hopes Week  & Challenge, Shanghai (CHN)	Other events	--	CHN		2015-06-29	2015-07-05
2554	2015	2015 - GAC Group World Tour, Korea Open, Incheon (KOR)	World Tour / Pro Tour	Super Series	KOR	191	2015-07-01	2015-07-05
2578	2015	2015 - 15th Pacific Games, Moresby (PNG)	Multi sport events	--	PNG	422	2015-07-03	2015-07-10
