tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2343	2011	2011 - Butterfly Baltic Cup, Tallinn (EST)	Other events	--	EST	859	2011-04-23	2011-04-24
2344	2011	2011 - Luxembourg Open, Luxembourg (LUX)	Other events	--	LUX	517	2011-04-27	2011-04-30
2029	2011	2011 - ITTF Junior Circuit French Junior and Cadet Open, Metz (FRA)	World Junior Circuit	--	FRA	961	2011-04-27	2011-05-01
2030	2011	2011 - ITTF Junior Circuit Spanish Junior and Cadet Open, Platja d'Aro (ESP)	World Junior Circuit	--	ESP	884	2011-05-04	2011-05-08
1962	2011	2011 - World Table Tennis Championships, Rotterdam (NED)	WTTC	--	NED	1566	2011-05-08	2011-05-15
2043	2011	2011 - ITTF Latin American Championships, Guadalajara (MEX)	Continental	--	MEX	471	2011-05-23	2011-05-31
2345	2011	2011 - XV Island Games, Sicilia (ITA)	Multi sport events	--	ITA	235	2011-05-24	2011-05-29
2039	2011	2011 - ITTF Junior Circuit Polish Junior and Cadet Open, Wladyslawowo (POL)	World Junior Circuit	--	POL	1561	2011-05-25	2011-05-29
2346	2011	2011 - 14th Games of the Small States, Triesen (LIE)	Multi sport events	--	LIE	114	2011-05-31	2011-06-04
2414	2011	2011 - Belarus Open, Minsk (BLR)	Other events	--	BLR	413	2011-06-02	2011-06-05
2041	2011	2011 - Pro Tour Brazil Open, Rio de Janeiro (BRA)	World Tour / Pro Tour	--	BRA	155	2011-06-09	2011-06-12
2045	2011	2011 - Pro Tour VW China Open, Shenzhen (CHN)	World Tour / Pro Tour	--	CHN	271	2011-06-15	2011-06-19
2064	2011	2011 - Latin American Junior and Cadet Championships, Lima (PER)	Continental	--	PER	433	2011-06-20	2011-06-24
2032	2011	2011 - ITTF Hopes Week and Challenge, Schwechat (AUT)	Other events	--	AUT		2011-06-20	2011-06-26
2058	2011	2011 - China vs World Team Challenge Match, Shanghai (CHN)	World Cup	--	CHN	12	2011-06-24	2011-06-25
2347	2011	2011 - Northern European Youth Championships, Haapsalu (EST)	Other events	--	EST	319	2011-06-26	2011-06-29
2046	2011	2011 - ITTF Junior Circuit Peru Junior and Cadet Open, Lima (PER)	World Junior Circuit	--	PER	648	2011-06-26	2011-06-30
2054	2011	2011 - Pro Tour Korea Open, Incheon (KOR)	World Tour / Pro Tour	--	KOR	269	2011-06-29	2011-07-03
2082	2011	2011 - US Open, Milwaukee, Wisconsin (USA)	Other events	--	USA	776	2011-06-30	2011-07-04
2047	2011	2011 - Pro Tour Japan Open, Kobe (JPN)	World Tour / Pro Tour	--	JPN	297	2011-07-07	2011-07-10
2057	2011	2011 - Pro Tour Morocco Open, Rabat (MAR)	World Tour / Pro Tour	--	MAR	208	2011-07-14	2011-07-17
2348	2011	2011 - European Youth Championships, Kazan (RUS)	Continental	--	RUS	2154	2011-07-15	2011-07-24
2065	2011	2011 - ITTF Africa Seniors Cup, Rabat (MAR)	Continental	--	MAR	142	2011-07-18	2011-07-19
2349	2011	2011 - African U-21 Championships, Rabat (MAR)	Continental	--	MAR	102	2011-07-20	2011-07-23
2350	2011	2011 - Asian Junior Championships, New Delhi (IND)	Continental	--	IND	647	2011-07-20	2011-07-24
2040	2011	2011 - ITTF Oceania Cup, Adelaide (AUS)	Continental	--	AUS	99	2011-07-20	2011-07-22
2055	2011	2011 - ITTF Junior Circuit Premium Hong Kong Junior and Cadet Open, Hong Kong (HKG)	World Junior Circuit	Premium	HKG	565	2011-08-03	2011-08-07
2062	2011	2011 - ITTF Junior Circuit Guatemala Junior and Cadet Open, Guatemala City (GUA)	World Junior Circuit	--	GUA	273	2011-08-04	2011-08-07
2061	2011	2011 - Pro Tour Chile Open, Santiago (CHI)	World Tour / Pro Tour	--	CHI	203	2011-08-10	2011-08-14
2060	2011	2011 - ITTF Junior Circuit El Salvador Junior and Cadet Open, San Salvador (ESA)	World Junior Circuit	--	ESA	425	2011-08-11	2011-08-14
2066	2011	2011 - Canadian Junior and Cadet Open, Vancouver (CAN)	World Junior Circuit	--	CAN	510	2011-08-18	2011-08-21
2067	2011	2011 - ITTF Junior Circuit Premium Korea Junior and Cadet Open, Cheongyang-Gun (KOR)	World Junior Circuit	Premium	KOR	638	2011-08-23	2011-08-27
2069	2011	2011 - Pro Tour Harmony China Open, Suzhou (CHN)	World Tour / Pro Tour	--	CHN	404	2011-08-24	2011-08-28
2068	2011	2011 - ITTF Junior Circuit Funchal Junior and Cadet Open, Funchal (POR)	World Junior Circuit	--	POR	151	2011-08-24	2011-08-25
2351	2011	2011 - Pacific Games, Noumea (NCL)	Multi sport events	--	NCL	419	2011-08-29	2011-09-08
2071	2011	2011 - ITTF World Junior Circuit Premium Chengdu Junior and Cadet Open, Chengdu (CHN)	World Junior Circuit	Premium	CHN	489	2011-09-01	2011-09-05
2089	2011	2011 - All Africa Games - African Olympic Qualification, Maputo (MOZ)	Multi sport events	--	MOZ	571	2011-09-04	2011-09-13
2352	2011	2011 - JOOLA European Nations League '11 - Premier, venue1 (GER)	Other events	--	GER	158	2011-09-05	2011-09-10
2353	2011	2011 - JOOLA European Nations League '11 - Standard, venue1 (GER)	Other events	--	GER	81	2011-09-05	2011-09-10
2072	2011	2011 - ITTF Junior Circuit Taicang Junior and Cadet Open, Taicang (CHN)	World Junior Circuit	--	CHN	539	2011-09-08	2011-09-12
2354	2011	2011 - 13th Ibero-American Youth Championships, Buenos Aires (ARG)	Other events	--	ARG	254	2011-09-09	2011-09-13
2073	2011	2011 - Argentina Junior and Cadet Open, Buenos Aires (ARG)	World Junior Circuit	--	ARG	605	2011-09-14	2011-09-18
2074	2011	2011 - ITTF Junior Circuit Chinese Taipei Junior and Cadet Open, Taipei (TPE)	World Junior Circuit	--	TPE	659	2011-09-15	2011-09-18
2080	2011	2011 - Pro Tour Austrian Open, Vienna (AUT)	World Tour / Pro Tour	--	AUT	808	2011-09-21	2011-09-25
2087	2011	2011 - ITTF Junior Circuit Premium Chile Junior and Cadet Open, Santiago (CHI)	World Junior Circuit	Premium	CHI	412	2011-09-22	2011-09-25
2355	2011	2011 - Australian Junior Open Championships, Sydney (AUS)	Other events	--	AUS	361	2011-09-24	2011-10-01
2356	2011	2011 - Asian Cup, Changsha (CHN)	Continental	--	CHN	81	2011-09-28	2011-09-30
2088	2011	2011 - ITTF Junior Circuit Premium India Junior and Cadet Open, Dehradun (IND)	World Junior Circuit	Premium	IND	392	2011-09-28	2011-10-02
2101	2011	2011 - European Championships, Gdansk (POL)	Continental	--	POL	1167	2011-10-08	2011-10-16
2357	2011	2011 - Fajr Cup International Women's Tournament, Golestan (IRI)	Other events	--	IRI	41	2011-10-15	2011-10-18
2102	2011	2011 - Pan American Games, Guadalajara (MEX)	Multi sport events	--	MEX	308	2011-10-15	2011-10-20
2086	2011	2011 - Pro Tour Swedish Open, Stockholm (SWE)	World Tour / Pro Tour	--	SWE	455	2011-10-19	2011-10-23
2091	2011	2011 - German Junior Open, Dinklage (GER)	World Junior Circuit	--	GER	770	2011-10-27	2011-10-30
2084	2011	2011 - Women's World Cup, Singapore (SGP)	World Cup	--	SGP	38	2011-10-28	2011-10-30
2098	2011	2011 - ITTF Junior Circuit Premium Tunisia Junior and Cadet Open, Hammamet (TUN)	World Junior Circuit	Premium	TUN	384	2011-11-01	2011-11-04
2358	2011	2011 - Swedish Open Cadet Championships, Stockholm (SWE)	Other events	--	SWE	401	2011-11-03	2011-11-06
2081	2011	2011 - Team World Cup, Magdeburg (GER)	World Cup	--	GER	104	2011-11-03	2011-11-06
2359	2011	2011 - 26th South East Asian (SEA) Games, Palembang/Jakarta (INA)	Multi sport events	--	INA	64	2011-11-11	2011-11-22
2092	2011	2011 - Men's World Cup, Paris (FRA)	World Cup	--	FRA	38	2011-11-11	2011-11-13
2090	2011	2011 - World Junior Table Tennis Championships, Manama (BRN)	WJTTC	--	BRN	713	2011-11-13	2011-11-20
2360	2011	2011 - Swiss Table Tennis Open, Lausanne (SUI)	Other events	--	SUI	78	2011-11-19	2011-11-20
2096	2011	2011 - Qatar Peace and Sport Cup, Doha (QAT)	Other events	--	QAT		2011-11-21	2011-11-22
2100	2011	2011 - Pro Tour Grand Finals, London (ENG)	World Tour / Pro Tour	Grand Finals	ENG	82	2011-11-24	2011-11-27
2361	2011	2011 - Finlandia Open, Helsinki (FIN)	Other events	--	FIN	377	2011-12-08	2011-12-11
2362	2011	2011 - Arab Games, Doha (QAT)	Multi sport events	--	QAT	165	2011-12-09	2011-12-23
2363	2011	2011 - Portuguese Youth Open Championships, Tavira (POR)	Other events	--	POR	872	2011-12-16	2011-12-18
2364	2011	2011 - Fajr Cup International Men's Tournament, Tehran (IRI)	Other events	--	IRI	113	2011-12-18	2011-12-21
2094	2011	2011 - Global Cadet Challenge and GJC Finals, San Juan (PUR)	World Junior Circuit	Finals	PUR	519	2012-01-14	2012-01-22
2130	2011	2011 - Asian Championships, Macao (MAC)	Continental	--	MAC	456	2012-02-23	2012-03-01
