tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2007	2011	2011 - Pro Tour Slovenia Open, Velenje (SLO)	World Tour / Pro Tour	--	SLO	629	2011-01-18	2011-01-22
2010	2011	2011 - ITTF Junior Circuit Hungarian Cadet Open, Tata (HUN)	World Junior Circuit	--	HUN		2011-01-21	2011-01-23
2006	2011	2011 - Pro Tour English Open, Sheffield (ENG)	World Tour / Pro Tour	--	ENG	460	2011-01-26	2011-01-30
2009	2011	2011 - ITTF Junior Circuit Iraq Junior and Cadet Open, Erbil (IRQ)	World Junior Circuit	--	IRQ	376	2011-01-26	2011-01-29
2340	2011	2011 - Europe Youth Top 10, Schwechat (AUT)	Continental	--	AUT	180	2011-01-28	2011-01-30
2011	2011	2011 - ITTF Junior Circuit Czech Junior and Cadet Open, Hodonin (CZE)	World Junior Circuit	--	CZE	1136	2011-02-02	2011-02-06
2341	2011	2011 - Europe TOP 12 Championships, Liege (BEL)	Continental	--	BEL	38	2011-02-05	2011-02-06
2012	2011	2011 - Pro Tour Qatar Open, Doha (QAT)	World Tour / Pro Tour	--	QAT	399	2011-02-09	2011-02-13
2016	2011	2011 - Pro Tour UAE Open, Dubai (UAE)	World Tour / Pro Tour	--	UAE	274	2011-02-15	2011-02-19
2013	2011	2011 - Pro Tour German Open, Dortmund (GER)	World Tour / Pro Tour	--	GER	661	2011-02-23	2011-02-27
2014	2011	2011 - ITTF Junior Circuit Premium Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	Premium	SWE	719	2011-02-23	2011-02-27
2018	2011	2011 - ITTF Junior Circuit Premium Italian Junior and Cadet Open, Lignano (ITA)	World Junior Circuit	Premium	ITA	991	2011-03-02	2011-03-06
2017	2011	2011 - Pro Tour Polish Open, Wladyslawowo (POL)	World Tour / Pro Tour	--	POL	646	2011-03-16	2011-03-20
2028	2011	2011 - ITTF Latin American Cup, Rio de Janeiro (BRA)	Continental	--	BRA	38	2011-03-17	2011-03-19
2020	2011	2011 - Volkswagen Cup, Guangzhou (CHN)	World Cup	--	CHN	14	2011-03-23	2011-03-24
2022	2011	2011 - ITTF Junior Circuit Premium Hungarian Junior Open, Tata (HUN)	World Junior Circuit	Premium	HUN	637	2011-03-31	2011-04-03
2031	2011	2011 - ITTF North American Championships, Mississauga (CAN)	Continental	--	CAN	257	2011-04-01	2011-04-03
2023	2011	2011 - South African Junior and Cadet Open, Cape Town (RSA)	World Junior Circuit	--	RSA	401	2011-04-01	2011-04-04
2026	2011	2011 - ITTF Africa Juniors and Cadet Championships, Cape Town (RSA)	Continental	--	RSA	326	2011-04-05	2011-04-10
2019	2011	2011 - Pro Tour Spanish Open, Almeria (ESP)	World Tour / Pro Tour	--	ESP	546	2011-04-06	2011-04-10
2025	2011	2011 - Austria Junior and Cadet Open, Linz (AUT)	World Junior Circuit	--	AUT	1188	2011-04-18	2011-04-21
2342	2011	2011 - Oceania Cadet Challenge, Dededo (GUM)	Other events	--	GUM	51	2011-04-21	2011-04-21
2027	2011	2011 - ITTF Junior Circuit Guam Junior and Cadet Open, Mangilao (GUM)	World Junior Circuit	--	GUM	536	2011-04-22	2011-04-25
