tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
294	2000	2000 - World Cup, Yangzhou (CHN)	World Cup	--	CHN		2000-01-01	2000-01-01
279	2000	2000 - EURO-TOP12, Alassio (ITA)	Other events	--	ITA		2000-02-04	2000-02-06
768	2000	2000 - Commonwealth CHAMPIONSHIPS, Singapore (SGP)	Other events	--	SGP		2000-02-11	2000-02-17
776	2000	2000 - World Team Table Tennis Championships, Kuala Lumpur (MAS)	WTTC	--	MAS		2000-02-19	2000-02-26
285	2000	2000 - CROATIAN Open, Zagreb (HRV)	World Tour / Pro Tour	--	CRO		2000-03-23	2000-03-26
338	2000	2000 - North American Championship, Toronto (CAN)	Continental	--	CAN		2000-04-13	2000-04-15
817	2000	2000 - North American Youth Championships Juniors, Toronto (CAN)	Continental	--	CAN		2000-04-13	2000-04-15
280	2000	2000 - European Championships, Bremen (GER)	Continental	--	GER		2000-04-21	2000-05-01
278	2000	2000 - Asian Championship ATTU, Doha (QAT)	Continental	--	QAT		2000-05-01	2000-05-08
662	2000	2000 - Latin American Championships, Coquimbo (CHI)	Continental	--	CHI		2000-05-13	2000-05-20
284	2000	2000 - CHINA Open, Changchun (CHN)	World Tour / Pro Tour	--	CHN		2000-05-18	2000-05-22
281	2000	2000 - Oceania Championships, Koumac (NCL)	Continental	--	NCL		2000-06-03	2000-06-06
288	2000	2000 - JAPAN Open, Kobe (JPN)	World Tour / Pro Tour	--	JPN		2000-06-15	2000-06-18
293	2000	2000 - US Open, Fort Lauderdale (USA)	World Tour / Pro Tour	--	USA		2000-07-05	2000-07-08
608	2000	2000 - European Youth Championships (Cadet), Bratislava (SVK)	Continental	--	SVK		2000-07-07	2000-07-16
654	2000	2000 - European Youth Championships (Junior), Bratislava (SVK)	Continental	--	SVK		2000-07-07	2000-07-16
283	2000	2000 - BRAZILIAN Open, Rio de Janeiro (BRA)	World Tour / Pro Tour	--	BRA		2000-07-13	2000-07-16
1062	2000	2000 - Arab Championships, Damascus (SYR)	Other events	--	SYR		2000-08-21	2000-08-31
848	2000	2000 - South East Asian Championships, Kuala Lumpur (MAS)	Other events	--	MAS		2000-09-06	2000-09-09
292	2000	2000 - Olympic Games, Sydney (AUS)	Olympic Games	--	AUS	246	2000-09-16	2000-09-25
289	2000	2000 - Women's World Cup, Phnom Penh (CAM)	World Cup	--	CAM	32	2000-10-12	2000-10-15
277	2000	2000 - Asian Cup, Mumbai (IND)	Continental	--	IND		2000-10-20	2000-10-22
287	2000	2000 - FRANCE Open, Toulouse (FRA)	World Tour / Pro Tour	--	FRA		2000-11-02	2000-11-05
1093	2000	2000 - Northern European and Nordic Championships, Tallinn (EST)	Other events	--	EST		2000-11-10	2000-11-12
276	2000	2000 - African Championship, Addis Abeba (ETH)	Continental	--	ETH		2000-11-16	2000-11-23
290	2000	2000 - POLISH Open, Warsaw (POL)	World Tour / Pro Tour	--	POL		2000-11-16	2000-11-19
291	2000	2000 - SWEDISH Open, Umea (SWE)	World Tour / Pro Tour	--	SWE		2000-11-23	2000-11-26
286	2000	2000 - DANISH Open, Farum (DEN)	World Tour / Pro Tour	--	DEN		2000-12-07	2000-12-10
282	2000	2000 - Pro Tour Grand Finals, Kobe (JPN)	World Tour / Pro Tour	Grand Finals	JPN		2001-01-11	2001-01-14
