tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
2615	2016	2016 - World Tour, Hungarian Open, Budapest (HUN)	World Tour / Pro Tour	Major Series	HUN	811	2016-01-20	2016-01-24
2613	2016	2016 - World Tour, German Open, Berlin (GER)	World Tour / Pro Tour	Super Series	GER	394	2016-01-27	2016-01-31
2629	2016	2016 - ITTF Latin American Championships, San Juan (PUR)	Continental	--	PUR	439	2016-02-01	2016-02-07
2616	2016	2016 - ITTF Europe Top 16 Cup, Gondomar (POR)	Continental	--	POR	71	2016-02-05	2016-02-07
2618	2016	2016 - ITTF Junior Circuit Premium Czech Junior and Cadet Open, Hodonin (CZE)	World Junior Circuit	Premium	CZE	1516	2016-02-10	2016-02-14
2650	2016	2016 - Swiss Open, Lausanne (SUI)	Other events	--	SUI	80	2016-02-12	2016-02-14
2621	2016	2016 - ITTF Africa Top 16 Cup, Khartum (SUD)	Continental	--	SUD	72	2016-02-14	2016-02-15
2622	2016	2016 - ITTF Africa Olympic Qualification Tournament, Khartum (SUD)	Olympic Qualification	--	SUD	71	2016-02-16	2016-02-18
2620	2016	2016 - ITTF Junior Circuit Premium French Junior and Cadet Open, Metz (FRA)	World Junior Circuit	Premium	FRA	1184	2016-02-17	2016-02-21
2619	2016	2016 - ITTF Junior Circuit Premium Qatar Junior and Cadet Open, Doha (QAT)	World Junior Circuit	Premium	QAT	446	2016-02-17	2016-02-21
2624	2016	2016 - Bahrain Junior and Cadet Open, Manama (BRN)	World Junior Circuit	Premium	BRN	273	2016-02-24	2016-02-28
2623	2016	2016 - ITTF Junior Circuit Swedish Junior and Cadet Open, Orebro (SWE)	World Junior Circuit	--	SWE	890	2016-02-24	2016-02-28
2587	2016	2016 - World Team Table Tennis Championships, Kuala Lumpur (MAS)	WTTC	--	MAS	2160	2016-02-28	2016-03-06
2630	2016	2016 - ITTF Junior Circuit Premium Italian Junior and Cadet Open, Lignano (ITA)	World Junior Circuit	Premium	ITA	1267	2016-03-09	2016-03-13
2637	2016	2016 - World Tour, Kuwait Open, Kuwait City (KUW)	World Tour / Pro Tour	Super Series	KUW	212	2016-03-16	2016-03-20
2665	2016	2016 - South American Junior and Cadet Championships, Asuncion (PAR)	Other events	--	PAR	409	2016-03-19	2016-03-23
2634	2016	2016 - ITTF Oceania Championships, Bendigo (AUS)	Continental	--	AUS	361	2016-03-20	2016-03-24
2632	2016	2016 - ITTF Oceania Olympic Qualification Tournament, Bendigo (AUS)	Olympic Qualification	--	AUS	11	2016-03-22	2016-03-25
2635	2016	2016 - World Tour, Qatar Open, Doha (QAT)	World Tour / Pro Tour	Super Series	QAT	237	2016-03-23	2016-03-27
2636	2016	2016 - ITTF Junior Circuit Egypt Junior and Cadet Open, Cairo (EGY)	World Junior Circuit	--	EGY	647	2016-03-23	2016-03-27
2638	2016	2016 - ITTF Junior Circuit Paraguay Junior and Cadet Open, Asuncion (PAR)	World Junior Circuit	--	PAR	590	2016-03-24	2016-03-27
2657	2016	2016 - Luxembourg Open, Luxembourg (LUX)	Other events	--	LUX	164	2016-03-28	2016-03-31
2639	2016	2016 - Algeria Junior and Cadet Open, Algiers (ALG)	World Junior Circuit	--	ALG	530	2016-04-01	2016-04-05
2642	2016	2016 - ITTF Latin America Olympic Qualification Tournament, Santiago (CHI)	Olympic Qualification	--	CHI	201	2016-04-01	2016-04-03
2645	2016	2016 - World Tour, Chile Open, Santiago (CHI)	World Tour / Pro Tour	Challenge Series	CHI	126	2016-04-05	2016-04-09
2640	2016	2016 - Australian Junior and Cadet Open, Tweed Heads (AUS)	World Junior Circuit	--	AUS	318	2016-04-05	2016-04-08
2647	2016	2016 - ITTF African Junior & Cadet Championship, Algiers (ALG)	Continental	--	ALG	523	2016-04-06	2016-04-12
2649	2016	2016 - ITTF North America Olympic Qualification Tournament, Markham (CAN)	Olympic Qualification	--	CAN	36	2016-04-08	2016-04-10
2643	2016	2016 - ITTF Oceania Junior Championships, Tweed Heads (AUS)	Continental	--	AUS	137	2016-04-09	2016-04-10
2631	2016	2016 - ITTF European Olympic Qualification Tournament, Halmstad (SWE)	Olympic Qualification	--	SWE	393	2016-04-12	2016-04-16
2633	2016	2016 - ITTF Asian Olympic Qualification Tournament, Hong Kong (HKG)	Olympic Qualification	--	HKG	173	2016-04-13	2016-04-17
2644	2016	2016 - World Tour, Polish Open, Warsaw (POL)	World Tour / Pro Tour	Major Series	POL	540	2016-04-20	2016-04-24
2646	2016	2016 - Belgium Junior and Cadet Open, Spa (BEL)	World Junior Circuit	--	BEL	488	2016-04-20	2016-04-24
2651	2016	2016 - ITTF Junior Circuit Portugal Junior and Cadet Open, Vila Nova de Gaia (POR)	World Junior Circuit	--	POR	569	2016-04-27	2016-05-01
2660	2016	2016 - ITTF Nakheel Asian Cup, Dubai (UAE)	Continental	--	UAE	78	2016-04-28	2016-04-30
2652	2016	2016 - ITTF Junior Circuit Spanish Junior and Cadet Open, Platja d'Aro (ESP)	World Junior Circuit	--	ESP	932	2016-05-04	2016-05-08
2653	2016	2016 - ITTF Junior Circuit Golden Thailand Junior and Cadet Open, Bangkok (THA)	World Junior Circuit	Golden	THA	943	2016-05-11	2016-05-15
2648	2016	2016 - World Tour, Nigeria Open, Lagos (NGR)	World Tour / Pro Tour	Challenge Series	NGR	226	2016-05-18	2016-05-22
2655	2016	2016 - Slovak Junior Open, Senec (SVK)	World Junior Circuit	--	SVK	470	2016-05-19	2016-05-22
2673	2016	2016 - Northern European Championships, Oslo (NOR)	Other events	--	NOR	136	2016-05-20	2016-05-22
2654	2016	2016 - World Tour, Croatia Open, Zagreb (CRO)	World Tour / Pro Tour	Challenge Series	CRO	638	2016-05-24	2016-05-28
2656	2016	2016 - ITTF Junior Circuit Premium Polish Junior and Cadet Open, Wladyslawowo (POL)	World Junior Circuit	Premium	POL	1476	2016-05-25	2016-05-29
2658	2016	2016 - World Tour, Slovenia Open, Otocec (SLO)	World Tour / Pro Tour	Challenge Series	SLO	489	2016-06-01	2016-06-05
2661	2016	2016 - ITTF Latin American Cup, Guatemala City (GUA)	Continental	--	GUA	40	2016-06-03	2016-06-05
2659	2016	2016 - World Tour, Australia Open, Melbourne (AUS)	World Tour / Pro Tour	Challenge Series	AUS	313	2016-06-08	2016-06-12
2662	2016	2016 - ITTF Oceania Cup, Melbourne (AUS)	Continental	--	AUS	39	2016-06-13	2016-06-14
2690	2016	2016 - Latin American Cadet Championships, Santo Domingo (DOM)	Other events	--	DOM	261	2016-06-14	2016-06-17
2663	2016	2016 - World Tour, LAOX Japan Open, Tokyo (JPN)	World Tour / Pro Tour	Super Series	JPN	241	2016-06-15	2016-06-19
2681	2016	2016 - 6th Lithuanian Cadet and Mini Cadet Open, Vilnius (LTU)	Other events	--	LTU	256	2016-06-17	2016-06-19
2664	2016	2016 - World Tour, Korea Open, Incheon (KOR)	World Tour / Pro Tour	Super Series	KOR	244	2016-06-22	2016-06-26
2668	2016	2016 - ITTF North American Cup, Burnaby (CAN)	Continental	--	CAN	16	2016-06-24	2016-06-24
2694	2016	2016 - Northern European Youth Championships, Haapsalu (EST)	Other events	--	EST	90	2016-06-24	2016-06-26
2667	2016	2016 - Pan American Junior Championships, Burnaby (CAN)	Continental	--	CAN	354	2016-06-25	2016-06-30
2666	2016	2016 - World Tour, DPR Korea Open, Pyongyang (PRK)	World Tour / Pro Tour	Challenge Series	PRK	119	2016-06-29	2016-07-03
2669	2016	2016 - ITTF Junior Circuit Morocco Junior and Cadet Open, Agadir (MAR)	World Junior Circuit	--	MAR	193	2016-07-07	2016-07-10
2689	2016	2016 - European Youth Championships, Zagreb (CRO)	Continental	--	CRO	2605	2016-07-08	2016-07-17
2676	2016	2016 - Olympic Legends vs Brazil Stars, Rio de Janeiro (BRA)	Other events	--	BRA		2016-07-10	2016-07-10
2670	2016	2016 - ITTF Junior Circuit Golden Hong Kong Junior and Cadet Open, Hong Kong (HKG)	World Junior Circuit	Golden	HKG	550	2016-07-15	2016-07-19
2671	2016	2016 - ITTF Junior Circuit Golden China Junior and Cadet Open, Taicang (CHN)	World Junior Circuit	Golden	CHN	550	2016-07-22	2016-07-26
2674	2016	2016 - ITTF Junior Circuit Jordan Junior and Cadet Open, Amman (JOR)	World Junior Circuit	--	JOR	599	2016-07-25	2016-07-29
2440	2016	2016 - Olympic Games, Rio de Janeiro (BRA)	Olympic Games	--	BRA	258	2016-08-06	2016-08-17
2693	2016	2016 - Arab Team Table Tennis Championships, Hammamet (TUN)	Other events	--	TUN	321	2016-08-22	2016-08-29
2672	2016	2016 - World Tour, Bulgaria Open, Panagyurishte (BUL)	World Tour / Pro Tour	Major Series	BUL	336	2016-08-24	2016-08-28
2679	2016	2016 - ITTF Junior Circuit Golden Chinese Taipei Junior and Cadet Open, Taipei (TPE)	World Junior Circuit	Golden	TPE	787	2016-08-24	2016-08-28
2680	2016	2016 - ITTF Junior Circuit El Salvador Junior and Cadet Open, San Salvador (ESA)	World Junior Circuit	--	ESA	510	2016-08-25	2016-08-28
2703	2016	2016 - 11th Fajr Cup, Junior and Cadet Open, Qarvin (IRI)	Other events	--	IRI	426	2016-08-27	2016-08-29
2677	2016	2016 - World Tour, Czech Open, Olomouc (CZE)	World Tour / Pro Tour	Major Series	CZE	590	2016-08-31	2016-09-04
2684	2016	2016 - ITTF Junior Circuit Tunisia Junior and Cadet Open, Hammamet (TUN)	World Junior Circuit	--	TUN	521	2016-08-31	2016-09-04
2706	2016	2016 - Caribbean Senior Championships, Santo Domingo (DOM)	Other events	--	DOM	176	2016-09-03	2016-09-10
2678	2016	2016 - World Tour, Belarus Open, Minsk (BLR)	World Tour / Pro Tour	Challenge Series	BLR	328	2016-09-07	2016-09-11
2685	2016	2016 - ITTF Junior Circuit India Junior and Cadet Open, Indore (IND)	World Junior Circuit	--	IND	411	2016-09-07	2016-09-11
2696	2016	2016 - ITTF North American Team Championships, Milipitas (USA)	Continental	--	USA	9	2016-09-10	2016-09-10
2682	2016	2016 - World Tour, China Open, Chengdu (CHN)	World Tour / Pro Tour	Super Series	CHN	95	2016-09-14	2016-09-18
2686	2016	2016 - ITTF Junior Circuit Premium Croatia Junior and Cadet Open, Varazdin (CRO)	World Junior Circuit	Premium	CRO	1005	2016-09-14	2016-09-18
2701	2016	2016 - Asian Junior & Cadet Championships, Bangkok (THA)	Continental	--	THA	569	2016-09-16	2016-09-21
2683	2016	2016 - World Tour, Belgium Open, De Haan (BEL)	World Tour / Pro Tour	Challenge Series	BEL	431	2016-09-20	2016-09-24
2713	2016	2016 - South American Championships, Antioquia (COL)	Other events	--	COL	164	2016-09-20	2016-09-24
2687	2016	2016 - ITTF Junior Circuit Slovenia Junior and Cadet Open, Otocec (SLO)	World Junior Circuit	--	SLO	664	2016-09-21	2016-09-25
2708	2016	2016 - 2017 European Championships Qualification, 1st round	Continental	--		71	2016-09-27	2016-09-27
2675	2016	2016 - Men's World Cup, Saarbrucken (GER)	World Cup	--	GER	28	2016-10-01	2016-10-03
2688	2016	2016 - ITTF Junior Circuit Serbian Junior and Cadet Open, Vrnjacka Banja (SRB)	World Junior Circuit	--	SRB	559	2016-10-05	2016-10-09
2695	2016	2016 - Women's World Cup, Philadelphia (USA)	World Cup	--	USA	24	2016-10-07	2016-10-09
2707	2016	2016 - Europe Youth Top 10, Prague (CZE)	Continental	--	CZE	178	2016-10-07	2016-10-09
2691	2016	2016 - ITTF European Championships, Budapest (HUN)	Continental	--	HUN	572	2016-10-18	2016-10-23
2700	2016	2016 - ITTF World Cadet Challenge, Shanghai (CHN)	World Cadet Challenge	--	CHN	442	2016-10-21	2016-10-29
2692	2016	2016 - ITTF Africa Senior Championships, Agadir (MAR)	Continental	--	MAR	311	2016-10-24	2016-10-30
