event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2345	TTEMTEAM--------------FNL-00010001--------	T	M	FNL	00010001	1560	2021-08-06 10:34:29	110267	105649	102832	101222	3	0
2345	TTEMTEAM--------------FNL-00010002--------	T	M	FNL	00010002	2880	2021-08-06 10:34:29	121404		107028		3	2
2345	TTEMTEAM--------------FNL-00010003--------	T	M	FNL	00010003	2460	2021-08-06 10:34:29	105649		101222		3	1
2345	TTEMTEAM--------------FNL-00020001--------	T	M	FNL	00020001	2820	2021-08-06 02:04:46	105197	104257	106195	110729	1	3
2345	TTEMTEAM--------------FNL-00020002--------	T	M	FNL	00020002	2220	2021-08-06 02:04:46	114936		123980		1	3
2345	TTEMTEAM--------------FNL-00020003--------	T	M	FNL	00020003	1500	2021-08-06 02:04:46	104257		110729		3	0
2345	TTEMTEAM--------------FNL-00020004--------	T	M	FNL	00020004	1980	2021-08-06 02:04:46	114936		106195		0	3
2345	TTEWTEAM--------------FNL-00010001--------	T	W	FNL	00010001	2640	2021-08-05 10:34:39	112019	121411	110752	117820	3	1
2345	TTEWTEAM--------------FNL-00010002--------	T	W	FNL	00010002	2100	2021-08-05 10:34:39	131163		117821		3	1
2345	TTEWTEAM--------------FNL-00010003--------	T	W	FNL	00010003	1860	2021-08-05 10:34:39	121411		117820		3	0
2345	TTEWTEAM--------------FNL-00020001--------	T	W	FNL	00020001	2580	2021-08-05 02:05:10	111849	111065	105159	115543	3	1
2345	TTEWTEAM--------------FNL-00020002--------	T	W	FNL	00020002	2340	2021-08-05 02:05:10	118762		115037		1	3
2345	TTEWTEAM--------------FNL-00020003--------	T	W	FNL	00020003	1380	2021-08-05 02:05:10	111065		115543		0	3
2345	TTEWTEAM--------------FNL-00020004--------	T	W	FNL	00020004	1860	2021-08-05 02:05:10	111849		115037		0	3
2345	TTEWTEAM--------------SFNL00010001--------	T	W	SFNL	00010001	1200	2021-08-04 01:05:12	121411	112019	111849	111065	3	0
2345	TTEWTEAM--------------SFNL00010002--------	T	W	SFNL	00010002	1560	2021-08-04 01:05:12	131163		118762		3	0
2345	TTEWTEAM--------------SFNL00010003--------	T	W	SFNL	00010003	2460	2021-08-04 01:05:12	112019		111065		3	1
2345	TTEWTEAM--------------SFNL00020001--------	T	W	SFNL	00020001	1800	2021-08-03 10:35:51	115037	105159	110752	117820	0	3
2345	TTEWTEAM--------------SFNL00020002--------	T	W	SFNL	00020002	2160	2021-08-03 10:35:51	115543		117821		1	3
2345	TTEWTEAM--------------SFNL00020003--------	T	W	SFNL	00020003	1800	2021-08-03 10:35:51	105159		117820		0	3
2345	TTEWTEAM--------------QFNL00010001--------	T	W	QFNL	00010001	1380	2021-08-03 05:34:10	112019	121411	111628	118786	3	0
2345	TTEWTEAM--------------QFNL00010002--------	T	W	QFNL	00010002	1560	2021-08-03 05:34:10	131163		102712		3	0
2345	TTEWTEAM--------------QFNL00010003--------	T	W	QFNL	00010003	2340	2021-08-03 05:34:10	121411		118786		3	1
2345	TTEMTEAM--------------SFNL00020001--------	T	M	SFNL	00020001	2520	2021-08-04 10:35:39	110729	106195	102832	101222	2	3
2345	TTEMTEAM--------------SFNL00020002--------	T	M	SFNL	00020002	2220	2021-08-04 10:35:39	123980		107028		3	1
2345	TTEMTEAM--------------SFNL00020003--------	T	M	SFNL	00020003	2280	2021-08-04 10:35:39	106195		101222		1	3
