event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
3094	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3365	2025-08-11 08:30:00	131163		121403		2	4	11-6,8-11,3-11,5-11,11-6,5-11
3094	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	4068	2025-08-11 09:30:00	123980		121558		4	2	11-9,11-5,11-8,9-11,11-13,11-4
3094	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1557	2025-08-11 03:45:00	122044		121558		0	4	4-11,5-11,1-11,10-12
3094	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2790	2025-08-11 03:00:00	121403		124110		4	1	6-11,11-8,11-8,11-6,11-7
3094	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	3035	2025-08-11 02:15:00	116021		123980		1	4	5-11,8-11,4-11,11-8,8-11
3094	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2949	2025-08-11 01:30:00	131163		123120		4	1	7-11,11-3,11-9,11-6,11-7
3094	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	2182	2025-08-10 09:15:00	131163		133405		4	0	11-1,11-5,11-7,11-9
3094	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	3159	2025-08-10 02:15:00	114715		116021		1	4	10-12,9-11,8-11,11-9,10-12
3094	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	2374	2025-08-10 10:45:00	122044		121514		4	1	11-8,11-9,11-8,8-11,11-4
3094	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2317	2025-08-10 03:00:00	135049		123120		0	4	6-11,8-11,8-11,8-11
3094	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	2520	2025-08-10 03:45:00	133694		121558		1	4	7-11,11-5,7-11,5-11,3-11
3094	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	3583	2025-08-10 10:00:00	123672		121403		2	4	11-6,11-6,7-11,9-11,7-11,4-11
3094	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	3473	2025-08-10 08:30:00	123980		135888		4	2	11-13,11-6,7-11,11-7,11-6,13-11
3094	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	3056	2025-08-10 01:30:00	124110		132132		4	2	11-8,7-11,9-11,11-6,11-3,11-7
3094	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	1369	2025-08-09 09:05:00	135049		111012		3	0	11-5,11-9,11-8
3094	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2059	2025-08-09 12:00:00	115029		133694		1	3	11-2,7-11,9-11,9-11
3094	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	3670	2025-08-09 11:25:00	136711		123672		2	3	7-11,11-9,5-11,13-11,7-11
3094	TTEWSINGLES-----------8FNL000200----------	S	W	8FNL	000200	0	2025-08-09 05:40:00	112221		133405		0	3	0-11,0-11,0-11
3094	TTEMSINGLES-----------8FNL000800----------	S	M	8FNL	000800	1560	2025-08-09 05:05:00	135367		121558		0	3	9-11,1-11,7-11
3094	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	2797	2025-08-09 03:20:00	123120		117821		3	2	6-11,11-3,11-7,8-11,12-10
3094	TTEMSINGLES-----------8FNL000400----------	S	M	8FNL	000400	2143	2025-08-09 09:40:00	112409		135888		1	3	11-7,8-11,7-11,8-11
3094	TTEWSINGLES-----------8FNL000600----------	S	W	8FNL	000600	1257	2025-08-09 02:10:00	110560		121403		0	3	6-11,3-11,7-11
3094	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	1310	2025-08-09 04:30:00	124110		137627		3	0	11-3,11-3,15-13
3094	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	2037	2025-08-09 08:30:00	122044		135996		3	1	11-9,11-8,9-11,11-7
3094	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	3118	2025-08-09 01:00:00	132132		121411		3	2	9-11,8-11,12-10,11-9,12-10
3094	TTEWSINGLES-----------8FNL000100----------	S	W	8FNL	000100	2474	2025-08-09 10:15:00	131163		133000		3	1	6-11,11-5,11-5,11-1
3094	TTEMSINGLES-----------8FNL000200----------	S	M	8FNL	000200	2155	2025-08-09 03:55:00	116021		132824		3	1	11-7,6-11,11-9,11-5
3094	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	2355	2025-08-09 10:50:00	121514		135977		3	2	3-11,11-4,5-11,11-9,14-12
3094	TTEMSINGLES-----------8FNL000100----------	S	M	8FNL	000100	2591	2025-08-09 01:35:00	137237		114715		2	3	11-13,11-4,11-6,6-11,10-12
3094	TTEMSINGLES-----------8FNL000300----------	S	M	8FNL	000300	1773	2025-08-09 02:45:00	123980		116853		3	0	11-5,11-5,14-12
3094	TTEMSINGLES-----------R32-000900----------	S	M	R32	000900	1103	2025-08-07 08:30:00	122044		112092		3	0	11-9,11-9,11-4
3094	TTEWSINGLES-----------R32-001400----------	S	W	R32	001400	1752	2025-08-08 05:05:00	137627		115920		3	0	18-16,11-8,12-10
3094	TTEWSINGLES-----------R32-001500----------	S	W	R32	001500	1996	2025-08-07 09:40:00	132132		131100		3	1	9-11,11-4,11-7,11-7
3094	TTEMSINGLES-----------R32-000800----------	S	M	R32	000800	1593	2025-08-08 01:00:00	100696		135888		1	3	3-11,11-9,2-11,6-11
3094	TTEWSINGLES-----------R32-001300----------	S	W	R32	001300	2247	2025-08-07 03:20:00	124110		111066		3	2	4-11,5-11,11-4,11-6,12-10
3094	TTEWSINGLES-----------R32-000400----------	S	W	R32	000400	1139	2025-08-08 10:50:00	104092		133405		0	3	8-11,6-11,8-11
3094	TTEMSINGLES-----------R32-001600----------	S	M	R32	001600	1200	2025-08-07 03:55:00	135050		121558		0	3	4-11,7-11,5-11
3094	TTEWSINGLES-----------R32-000500----------	S	W	R32	000500	1795	2025-08-07 01:00:00	135049		133814		3	1	11-6,11-8,8-11,11-6
