event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2934	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1407	2024-06-01 19:20:00	121514	135367	117312	123031	0	3
2934	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	2622	2024-06-01 19:20:00	119316	132793	131879	123682	3	2
2934	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	2777	2024-06-01 21:00:00	131375	124591	104379	118507	3	2
2934	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2133	2024-06-02 17:30:00	103752		119542		1	4
2934	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	1535	2024-06-01 23:15:00	119542		113300		3	0
2934	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2140	2024-06-02 16:45:00	117312	123031	119316	132793	1	3
2934	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1590	2024-06-01 18:40:00	100868	105913	124591	119542	1	3
2934	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	1418	2024-06-02 00:00:00	116532		116620		1	3
2934	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	3252	2024-06-02 18:15:00	116620		111050		4	3
2934	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	0	2024-06-02 16:00:00	124591	119542	114706	124165	3	0
2934	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	1617	2024-06-01 21:45:00	103752		114706		3	1
2934	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	2509	2024-06-01 22:30:00	111050		121514		3	2
2934	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	1571	2024-06-01 18:00:00	131375		116532		1	3
2934	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	2980	2024-06-01 17:20:00	105913		113300		2	3
2934	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	1974	2024-06-01 18:00:00	116620		122225		3	1
2934	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1950	2024-06-01 16:40:00	122002		121514		1	3
2934	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	0	2024-06-01 18:40:00	114706	124165	110560	122419	3	0
2934	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	2848	2024-06-01 16:00:00	119542		122052		3	2
2934	TTEMSINGLES-----------8FNL000800----------	S	M	8FNL	000800	2415	2024-05-31 23:55:00	107445		121514		2	3
2934	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	2264	2024-05-31 23:20:00	119542		118507		3	2
2934	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2403	2024-06-01 16:00:00	124165		114706		2	3
2934	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	1949	2024-06-01 17:20:00	103752		105779		3	1
2934	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1939	2024-06-01 16:40:00	123682		111050		1	3
2934	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	1534	2024-05-31 23:55:00	114706		110560		3	1
2934	TTEMSINGLES-----------8FNL000400----------	S	M	8FNL	000400	1479	2024-05-31 22:45:00	122225		115396		3	0
2934	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	1896	2024-05-31 22:10:00	105913		102863		3	2
2934	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	1841	2024-05-31 23:20:00	111641		111050		1	3
2934	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	2777	2024-05-31 21:35:00	132793		123682		2	3
2934	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1227	2024-05-31 21:00:00	131375	124591	107445	100868	3	0
2934	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1810	2024-05-31 21:00:00	123031	133478	104379	118507	1	3
2934	TTEWSINGLES-----------8FNL000600----------	S	W	8FNL	000600	3229	2024-05-31 22:45:00	111072		122052		2	3
2934	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1386	2024-05-31 22:10:00	117312	123031	131924	120845	3	0
2934	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	934	2024-05-31 21:35:00	105779	109777	124591	119542	0	3
2934	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1375	2024-05-31 18:55:00	121514	135367	122727	121588	3	1
2934	TTEWSINGLES-----------8FNL000200----------	S	W	8FNL	000200	1827	2024-05-31 18:20:00	105779		116874		3	1
