event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
3121	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	2578	2025-07-26 11:30:00	133814	132701	131335	111656	3	2	8-11,11-4,11-7,9-11,11-6
3121	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2530	2025-07-26 15:15:00	115029		116532		4	1	11-4,13-11,10-12,13-11,11-7
3121	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1297	2025-07-26 12:05:00	103126	137242	123305	123300	3	0	11-9,11-4,11-9
3121	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1652	2025-07-25 19:00:00	137242	134888	123300	131100	1	3	10-12,6-11,11-6,7-11
3121	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2881	2025-07-26 14:30:00	122718		133000		1	4	7-11,3-11,4-11,11-9,11-13
3121	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	763	2025-07-25 15:30:00	205257	123143	103126	137242	0	3	3-11,3-11,4-11
3121	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	1234	2025-07-26 09:00:00	136987		133000		0	3	3-11,8-11,1-11
3121	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1292	2025-07-25 12:30:00	119042	117035	123300	131100	0	3	11-13,6-11,11-13
3121	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2371	2025-07-26 09:35:00	122718		131100		3	2	11-7,11-4,11-13,6-11,11-9
3121	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1872	2025-07-25 12:30:00	137242	134888	122051	120294	3	1	11-6,11-7,9-11,12-10
3121	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2755	2025-07-26 10:10:00	115029		123305		3	2	11-5,13-15,11-4,7-11,13-11
3121	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1729	2025-07-26 10:45:00	123300		116532		1	3	11-7,9-11,8-11,12-14
3121	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1361	2025-07-25 15:30:00	102863	121401	131335	111656	0	3	9-11,7-11,4-11
3121	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1676	2025-07-25 16:05:00	133814	132701	117035	134888	3	1	11-8,11-2,12-14,11-8
3121	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1436	2025-07-25 16:05:00	116758	119042	123305	123300	1	3	8-11,5-11,11-9,4-11
3121	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	1061	2025-07-25 17:15:00	131100		102863		3	0	11-7,11-7,11-9
3121	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	1691	2025-07-25 18:25:00	133814		133000		0	3	8-11,3-11,11-13
3121	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	1189	2025-07-24 15:30:00	202627	122660	122051	120294	0	3	6-11,7-11,6-11
3121	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1351	2025-07-25 16:40:00	106050		116532		0	3	9-11,5-11,10-12
3121	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	1178	2025-07-24 15:30:00	116758	145455	119042	117035	0	3	9-11,4-11,7-11
3121	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1254	2025-07-25 09:00:00	102863	121401	206050	209660	3	1	11-5,6-11,12-10,11-3
3121	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	2499	2025-07-25 17:50:00	123300		109002		3	2	11-9,11-8,5-11,2-11,13-11
3121	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	1057	2025-07-25 16:40:00	122718		121401		3	0	11-7,11-7,11-7
3121	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1409	2025-07-25 09:35:00	117035	134888	115379	123149	3	1	11-2,11-5,8-11,11-9
3121	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	1207	2025-07-24 15:30:00	103126	122718	123300	131100	0	3	4-11,6-11,9-11
3121	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	2229	2025-07-25 09:00:00	115413	110995	131335	111656	1	3	6-11,9-11,11-8,9-11
3121	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	1880	2025-07-25 17:15:00	137242		123305		1	3	10-12,13-11,6-11,8-11
3121	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	1992	2025-07-25 09:00:00	123305	123300	122051	120285	3	1	7-11,11-8,11-6,12-10
3121	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	2084	2025-07-25 09:35:00	200310	202627	205257	123143	2	3	11-13,5-11,11-5,11-8,11-13
3121	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	1273	2025-07-24 15:30:00	137242	134888	136097	112944	3	0	11-9,11-6,11-8
3121	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	818	2025-07-25 09:35:00	133814	132701	137142	122195	3	0	11-6,11-2,11-6
3121	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	1103	2025-07-25 09:35:00	203308	206051	116758	119042	0	3	5-11,9-11,9-11
3121	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1725	2025-07-25 09:00:00	136170	136097	103126	137242	1	3	8-11,11-9,5-11,8-11
