event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2904	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2940	2024-03-17 12:00:00	119588		121558		1	4
2904	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	3339	2024-03-16 11:00:00	119588		121582		4	2
2904	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	1228	2024-03-16 12:30:00	112019	121411	110797	124162	3	0
2904	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2368	2024-03-17 11:00:00	124110		121411		1	4
2904	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	3239	2024-03-16 07:45:00	121411		112019		4	1
2904	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2781	2024-03-16 07:00:00	121404	121558	105649	115910	2	3
2904	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	2820	2024-03-15 13:05:00	123977		112019		1	4
2904	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1806	2024-03-16 11:45:00	135977		121558		1	4
2904	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	2496	2024-03-15 13:50:00	114715		121558		1	4
2904	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2264	2024-03-16 08:30:00	121403		124110		0	4
2904	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	3322	2024-03-15 11:35:00	117821		121411		2	4
2904	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	3963	2024-03-15 12:20:00	101222		119588		3	4
2904	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	2234	2024-03-15 11:00:00	121558	131163	117357	123977	3	1
2904	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	2275	2024-03-14 13:55:00	121558	131163	121582	114105	3	0
2904	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1916	2024-03-15 07:15:00	135977		104314		4	1
2904	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	0	2024-03-15 08:35:00	105649	115910	114936	117357	3	0
2904	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1452	2024-03-15 08:00:00	110797	124162	131036	200413	3	0
2904	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	4225	2024-03-15 06:30:00	131163		121403		2	4
2904	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1246	2024-03-15 05:00:00	112019	121411	112280	106706	3	1
2904	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2216	2024-03-15 05:45:00	102832		121582		1	4
2904	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1807	2024-03-15 05:00:00	121404	121558	112074	116853	3	1
2904	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	1249	2024-03-14 13:20:00	135977		104379		3	0
2904	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2534	2024-03-15 05:00:00	124110		119797		4	1
2904	TTEWSINGLES-----------8FNL000200----------	S	W	8FNL	000200	1170	2024-03-14 13:20:00	107477		121403		0	3
2904	TTEWSINGLES-----------8FNL000600----------	S	W	8FNL	000600	1076	2024-03-14 12:45:00	133814		121411		0	3
2904	TTEMSINGLES-----------8FNL000400----------	S	M	8FNL	000400	1311	2024-03-14 11:35:00	103903		121582		0	3
2904	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	2758	2024-03-14 11:00:00	200413		112019		1	3
2904	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	2721	2024-03-14 11:00:00	134442	133694	114936	117357	2	3
2904	TTEMSINGLES-----------8FNL000300----------	S	M	8FNL	000300	2378	2024-03-14 12:45:00	102832		107028		3	2
2904	TTEWSINGLES-----------8FNL000100----------	S	W	8FNL	000100	1672	2024-03-14 11:35:00	131163		136711		3	0
2904	TTEMSINGLES-----------8FNL000800----------	S	M	8FNL	000800	1241	2024-03-14 11:00:00	122044		121558		0	3
2904	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	1512	2024-03-14 12:10:00	123977		113701		3	0
2904	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1443	2024-03-14 11:35:00	100868	105913	112280	106706	1	3
2904	TTEMSINGLES-----------8FNL000100----------	S	M	8FNL	000100	2059	2024-03-14 12:10:00	137237		101222		1	3
2904	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1978	2024-03-14 07:55:00	117357	123977	123980	123672	3	1
2904	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	1420	2024-03-14 07:20:00	104314		100696		3	0
2904	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	2411	2024-03-14 06:10:00	117463	111072	110797	124162	2	3
2904	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	2369	2024-03-14 06:45:00	114848	123659	105649	115910	2	3
2904	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	2260	2024-03-14 05:35:00	132992	135977	112074	116853	2	3
2904	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	1255	2024-03-14 06:10:00	112019	121411	123505	132318	3	0
2904	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2045	2024-03-14 06:10:00	123971		114715		2	3
2904	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	1364	2024-03-14 06:45:00	124110		108470		3	0
2904	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1593	2024-03-14 05:00:00	121404	121558	131912	133713	3	1
2904	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	1486	2024-03-14 05:00:00	131100		119797		0	3
2904	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	2907	2024-03-14 05:35:00	117820		117821		2	3
2904	TTEMDOUBLES-----------8FNL000800----------	D	M	8FNL	000800	0	2024-03-13 13:20:00	133850	122546	114936	117357	1	3
2904	TTEMSINGLES-----------8FNL000200----------	S	M	8FNL	000200	2764	2024-03-14 05:00:00	123980		119588		2	3
2904	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	2056	2024-03-14 05:35:00	131036	200413	118994	123977	3	1
2904	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	926	2024-03-13 13:55:00	121558	131163	111050	111072	3	0
2904	TTEWSINGLES-----------R32-000700----------	S	W	R32	000700	1578	2024-03-13 13:55:00	111833		131100		0	3
2904	TTEWDOUBLES-----------8FNL000300----------	D	W	8FNL	000300	989	2024-03-13 13:55:00	100868	105913	122419	110560	3	0
2904	TTEMDOUBLES-----------8FNL000500----------	D	M	8FNL	000500	2145	2024-03-13 12:45:00	102832	107028	114848	123659	2	3
2904	TTEWSINGLES-----------R32-000400----------	S	W	R32	000400	1159	2024-03-13 12:10:00	111072		121403		0	3
2904	TTEMSINGLES-----------R32-001500----------	S	M	R32	001500	1387	2024-03-13 13:20:00	122044		112442		3	0
2904	TTEWDOUBLES-----------8FNL000400----------	D	W	8FNL	000400	1616	2024-03-13 12:45:00	114905	118507	112280	106706	1	3
2904	TTEWSINGLES-----------R32-000300----------	S	W	R32	000300	2619	2024-03-13 12:45:00	115009		107477		2	3
2904	TTEMSINGLES-----------R32-000900----------	S	M	R32	000900	1755	2024-03-13 13:20:00	135977		112074		3	1
2904	TTEMDOUBLES-----------8FNL000700----------	D	M	8FNL	000700	1886	2024-03-13 12:10:00	133441	111683	134442	133694	1	3
2904	TTEMSINGLES-----------R32-001000----------	S	M	R32	001000	1769	2024-03-13 07:20:00	103345		104379		1	3
2904	TTEWDOUBLES-----------8FNL000100----------	D	W	8FNL	000100	2695	2024-03-13 06:45:00	112019	121411	107477	111012	3	2
2904	TTEWSINGLES-----------R32-000200----------	S	W	R32	000200	1423	2024-03-13 07:20:00	114105		136711		0	3
2904	TTEWSINGLES-----------R32-000600----------	S	W	R32	000600	2071	2024-03-13 05:00:00	108470		110797		3	1
2904	TTEXDOUBLES-----------8FNL000300----------	D	X	8FNL	000300	2742	2024-03-12 13:20:00	121582	114105	104379	118507	3	2
2904	TTEMDOUBLES-----------R32-000700----------	D	M	R32	000700	1077	2024-03-12 12:45:00	114709	107445	123031	117312	0	3
2904	TTEMSINGLES-----------R32-001100----------	S	M	R32	001100	1819	2024-03-13 06:45:00	118927		104314		1	3
2904	TTEWSINGLES-----------R32-000500----------	S	W	R32	000500	1104	2024-03-13 06:10:00	124110		124165		3	0
2904	TTEMDOUBLES-----------8FNL000100----------	D	M	8FNL	000100	1302	2024-03-13 06:45:00	121404	121558	115546	123690	3	1
2904	TTEWDOUBLES-----------8FNL000500----------	D	W	8FNL	000500	1830	2024-03-13 06:10:00	117463	111072	117365	119537	3	1
2904	TTEWDOUBLES-----------8FNL000800----------	D	W	8FNL	000800	1660	2024-03-13 07:20:00	123550	131100	118994	123977	1	3
2904	TTEWSINGLES-----------R32-000800----------	S	W	R32	000800	1193	2024-03-13 05:35:00	120972		119797		0	3
2904	TTEWSINGLES-----------R32-000900----------	S	W	R32	000900	1315	2024-03-12 11:35:00	117820		108226		3	0
2904	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	1557	2024-03-13 05:00:00	103903	111012	117357	123977	0	3
2904	TTEMSINGLES-----------R32-000600----------	S	M	R32	000600	2699	2024-03-12 12:10:00	122727		107028		2	3
2904	TTEMSINGLES-----------R32-000500----------	S	M	R32	000500	2847	2024-03-12 13:20:00	105649		102832		2	3
2904	TTEMSINGLES-----------R32-000200----------	S	M	R32	000200	1958	2024-03-12 12:10:00	101222		116853		3	1
2904	TTEWDOUBLES-----------R32-001100----------	D	W	R32	001100	1614	2024-03-12 13:55:00	131342	131965	108226	122428	0	3
2904	TTEMSINGLES-----------R32-001200----------	S	M	R32	001200	2855	2024-03-13 11:35:00	100696		105197		3	2
2904	TTEWDOUBLES-----------8FNL000600----------	D	W	8FNL	000600	887	2024-03-13 07:55:00	108226	122428	110797	124162	0	3
2904	TTEWSINGLES-----------R32-000100----------	S	W	R32	000100	1626	2024-03-13 11:35:00	131163		119285		3	0
2904	TTEMSINGLES-----------R32-001400----------	S	M	R32	001400	1266	2024-03-13 12:10:00	117113		114715		0	3
2904	TTEWSINGLES-----------R32-001400----------	S	W	R32	001400	2818	2024-03-12 11:35:00	113701		112868		3	2
2904	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	1197	2024-03-13 07:55:00	102968	107477	123980	123672	0	3
2904	TTEMSINGLES-----------R32-001600----------	S	M	R32	001600	1217	2024-03-13 11:00:00	132824		121558		0	3
2904	TTEMDOUBLES-----------8FNL000400----------	D	M	8FNL	000400	2744	2024-03-13 11:35:00	123031	117312	112074	116853	2	3
2904	TTEMSINGLES-----------R32-000800----------	S	M	R32	000800	1567	2024-03-12 11:35:00	111050		121582		0	3
2904	TTEWSINGLES-----------R32-001100----------	S	W	R32	001100	2151	2024-03-12 12:10:00	121401		133814		1	3
2904	TTEMDOUBLES-----------8FNL000200----------	D	M	8FNL	000200	1269	2024-03-13 07:55:00	119316	132793	131912	133713	0	3
2904	TTEMDOUBLES-----------8FNL000300----------	D	M	8FNL	000300	1778	2024-03-13 05:35:00	132992	135977	103345	102968	3	1
2904	TTEWDOUBLES-----------8FNL000200----------	D	W	8FNL	000200	1716	2024-03-13 11:00:00	111833	120972	123505	132318	1	3
2904	TTEXDOUBLES-----------8FNL000600----------	D	X	8FNL	000600	810	2024-03-12 13:20:00	120074	106706	117357	123977	0	3
2904	TTEWDOUBLES-----------R32-000300----------	D	W	R32	000300	1367	2024-03-12 12:45:00	111833	120972	111849	111066	3	0
2904	TTEWDOUBLES-----------8FNL000700----------	D	W	8FNL	000700	1888	2024-03-13 05:00:00	124591	133814	131036	200413	0	3
2904	TTEWSINGLES-----------R32-001600----------	S	W	R32	001600	1748	2024-03-12 12:45:00	118994		112019		0	3
2904	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	2642	2024-03-13 11:00:00	121582	114105	112620	115543	3	2
2904	TTEMSINGLES-----------R32-001300----------	S	M	R32	001300	1673	2024-03-13 05:35:00	123971		101820		3	1
2904	TTEMDOUBLES-----------8FNL000600----------	D	M	8FNL	000600	1275	2024-03-13 06:10:00	102380	112442	105649	115910	0	3
2904	TTEXDOUBLES-----------8FNL000700----------	D	X	8FNL	000700	1678	2024-03-12 11:00:00	114715	114726	102968	107477	0	3
2904	TTEMSINGLES-----------R32-000300----------	S	M	R32	000300	1376	2024-03-12 11:00:00	123980		112409		3	0
2904	TTEWSINGLES-----------R32-001500----------	S	W	R32	001500	1530	2024-03-12 07:20:00	200413		111066		3	1
2904	TTEXDOUBLES-----------8FNL000500----------	D	X	8FNL	000500	1238	2024-03-12 11:00:00	103903	111012	133713	131965	3	0
2904	TTEMSINGLES-----------R32-000400----------	S	M	R32	000400	1450	2024-03-12 06:45:00	116620		119588		0	3
2904	TTEWDOUBLES-----------R32-000600----------	D	W	R32	000600	2379	2024-03-12 06:10:00	112944	109453	122419	110560	2	3
2904	TTEXDOUBLES-----------8FNL000200----------	D	X	8FNL	000200	1176	2024-03-12 06:45:00	113395	131342	111050	111072	0	3
2904	TTEMDOUBLES-----------R32-000600----------	D	M	R32	000600	1474	2024-03-12 07:55:00	113931	106814	103345	102968	0	3
2904	TTEWSINGLES-----------R32-001000----------	S	W	R32	001000	1168	2024-03-12 06:10:00	137627		117821		0	3
2904	TTEMDOUBLES-----------R32-001000----------	D	M	R32	001000	1448	2024-03-12 06:10:00	114848	123659	132824	101820	3	1
2904	TTEXDOUBLES-----------8FNL000100----------	D	X	8FNL	000100	1159	2024-03-12 06:45:00	121558	131163	132992	137894	3	0
2904	TTEWSINGLES-----------R32-001200----------	S	W	R32	001200	1862	2024-03-12 05:35:00	111849		121411		1	3
2904	TTEMSINGLES-----------R32-000700----------	S	M	R32	000700	1123	2024-03-12 05:35:00	112092		103903		0	3
2904	TTEMSINGLES-----------R64-000300----------	S	M	R64	000300	1495	2024-03-11 13:20:00	101222		113395		3	1
2904	TTEWSINGLES-----------R32-001300----------	S	W	R32	001300	1439	2024-03-12 05:00:00	123977		107525		3	0
