event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2589	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	8821	2022-11-06 15:10:00	134442	133694	118927	116798	3	0
2589	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	9586	2022-11-06 13:45:00	118927		134442		3	4
2589	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	8937	2022-11-06 14:30:00	115543	123505	114905	118507	3	0
2589	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	6647	2022-11-05 12:35:00	105197	123971	134442	133694	2	3
2589	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	5663	2022-11-04 08:35:00	131375	120850	114848	114709	3	1
2589	TTEMDOUBLES-----------8FNL000800----------	D	M	8FNL	000800	5105	2022-11-03 09:45:00	114848	114709	121514	119284	3	1
2589	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	6472	2022-11-04 08:00:00	114716	114717	134442	133694	1	3
2589	TTEMDOUBLES-----------8FNL000700----------	D	M	8FNL	000700	4680	2022-11-03 08:00:00	111641	123682	131375	120850	0	3
2589	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	5316	2022-11-04 08:00:00	118927	116798	103903	111050	3	2
2589	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	5039	2022-11-04 08:35:00	105197	123971	115546	131983	3	0
2589	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	0	2022-11-05 13:45:00	118927	116798	131375	120850	3	0
2589	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	7921	2022-11-06 13:00:00	123977		112868		4	3
2589	TTEMDOUBLES-----------8FNL000600----------	D	M	8FNL	000600	4194	2022-11-03 08:35:00	110726	120674	103903	111050	0	3
2589	TTEMDOUBLES-----------RND2000400----------	D	M	RND2	000400	5549	2022-11-02 08:40:00	120074	117862	115546	131983	1	3
2589	TTEMDOUBLES-----------8FNL000100----------	D	M	8FNL	000100	5034	2022-11-03 09:10:00	105197	123971	106814	123659	3	0
2589	TTEMDOUBLES-----------8FNL000200----------	D	M	8FNL	000200	5849	2022-11-03 09:45:00	135977	105136	115546	131983	2	3
2589	TTEMDOUBLES-----------RND1000800----------	D	M	RND1	000800	5084	2022-11-01 11:00:00	120157	120162	115546	131983	0	3
2589	TTEMDOUBLES-----------8FNL000300----------	D	M	8FNL	000300	5747	2022-11-03 08:35:00	112442	102380	114716	114717	1	3
2589	TTEMDOUBLES-----------RND1000700----------	D	M	RND1	000700	5165	2022-11-01 11:35:00	115548	115545	120074	117862	0	3
2589	TTEMDOUBLES-----------RND2000100----------	D	M	RND2	000100	5200	2022-11-02 08:40:00	106814	123659	135019	131128	3	1
2589	TTEMDOUBLES-----------8FNL000400----------	D	M	8FNL	000400	5226	2022-11-03 09:10:00	134442	133694	102968	103345	3	0
2589	TTEMDOUBLES-----------RND2000300----------	D	M	RND2	000300	6075	2022-11-02 08:40:00	110726	120674	107445	121869	3	1
