event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
3242	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3954	2026-07-06 02:00:00	131163		135049		4	3	11-9,11-6,9-11,11-5,7-11,10-12,11-4
3242	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	2918	2026-07-04 03:20:00	117357	123977	121558	131163	3	2	11-9,6-11,7-11,11-7,11-8
3242	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2920	2026-07-05 04:00:00	137237	137238	203067	133848	2	3	9-11,11-8,11-6,7-11,9-11
3242	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2195	2026-07-06 03:00:00	135996		124576		4	2	11-5,11-13,11-7,11-4,5-11,11-7
3242	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	2554	2026-07-04 22:00:00	121411	135049	136711	123672	3	1	13-11,4-11,14-12,11-8
3242	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	2182	2026-07-03 03:55:00	117357	123977	203067	135049	3	1	13-11,11-6,5-11,11-9
3242	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	2885	2026-07-05 21:15:00	122044		124576		3	4	11-4,8-11,11-5,11-3,9-11,4-11,10-12
3242	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	2550	2026-07-02 19:00:00	123977	200413	136711	123672	1	3	7-11,8-11,14-12,8-11
3242	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	4399	2026-07-05 19:45:00	136711		135049		3	4	9-11,12-10,14-12,8-11,11-4,9-11,8-11
3242	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2187	2026-07-05 20:30:00	135996		135977		4	1	12-10,11-7,10-12,12-10,12-10
3242	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	2797	2026-07-05 19:00:00	131163		124110		4	1	11-6,11-9,11-9,9-11,11-3
3242	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1632	2026-07-03 01:00:00	121411	135049	124110	132132	3	0	11-7,11-6,16-14
3242	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	1299	2026-07-02 21:55:00	121558	131163	115641	121623	3	0	11-9,11-4,11-6
3242	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1384	2026-07-03 21:55:00	137237	137238	116620	114715	3	0	11-7,11-8,11-6
3242	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1610	2026-07-03 19:00:00	121582	122727	203067	133848	0	3	10-12,8-11,7-11
3242	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	1956	2026-07-01 19:00:00	121411	135049	131480	111072	3	1	11-8,12-14,12-10,11-3
3242	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	2737	2026-07-01 19:35:00	124591	133814	124110	132132	2	3	11-7,8-11,9-11,11-8,8-11
3242	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	1309	2026-07-01 19:35:00	131395	137850	136711	123672	0	3	8-11,3-11,5-11
3242	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	3176	2026-07-04 19:00:00	123672		136711		1	4	7-11,7-11,11-13,11-9,6-11
3242	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	1449	2026-07-01 19:00:00	133441	111683	121582	122727	1	3	11-6,8-11,5-11,1-11
3242	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1490	2026-07-05 01:45:00	114936		122044		0	4	4-11,6-11,5-11,5-11
3242	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1227	2026-07-02 01:00:00	124165	124162	123977	200413	0	3	7-11,6-11,9-11
3242	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2056	2026-07-04 20:30:00	200413		124110		0	4	8-11,5-11,7-11,6-11
3242	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	1499	2026-07-04 21:15:00	115029		135996		0	4	5-11,7-11,5-11,8-11
3242	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	1942	2026-07-02 03:55:00	203067	135049	135996	136711	3	1	11-8,11-2,8-11,11-9
3242	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	1172	2026-07-02 03:55:00	117357	123977	114715	111066	3	0	11-4,11-3,12-10
3242	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	1757	2026-07-05 01:00:00	131163		121403		4	0	11-5,11-5,11-6,11-6
3242	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	5642	2026-07-05 02:30:00	135049		122261		4	3	5-11,11-5,9-11,7-11,12-10,11-3,18-16
3242	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2362	2026-07-04 19:45:00	135977		132992		4	2	9-11,6-11,11-7,11-6,11-9,11-8
3242	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	1688	2026-07-01 19:00:00	123682	131879	203067	133848	1	3	6-11,5-11,11-8,8-11
3242	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1723	2026-07-02 02:10:00	137237	137238	133713	131912	3	1	11-9,11-7,4-11,11-4
3242	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	2341	2026-07-01 21:55:00	121222	134489	115641	121623	2	3	6-11,11-7,8-11,12-10,4-11
3242	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	2457	2026-07-01 21:55:00	132992	133405	121558	131163	2	3	11-9,12-10,2-11,6-11,4-11
3242	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	2200	2026-07-05 03:15:00	134442		124576		1	4	9-11,9-11,11-8,9-11,8-11
3242	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1210	2026-07-01 20:10:00	135367	117357	116620	114715	0	3	2-11,3-11,8-11
3242	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	1921	2026-07-04 02:45:00	116021		122044		1	3	3-11,11-6,5-11,9-11
3242	TTEXDOUBLES-----------8FNL000300----------	D	X	8FNL	000300	1656	2026-06-29 21:20:00	112620	115543	203067	135049	0	3	8-11,12-14,11-13
3242	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	1600	2026-07-02 21:20:00	135049		123977		3	0	11-8,11-8,13-11
3242	TTEWDOUBLES-----------8FNL000200----------	D	W	8FNL	000200	1819	2026-07-01 01:00:00	131480	111072	115543	132318	3	0	22-20,11-9,11-9
3242	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	2104	2026-07-03 20:10:00	122777		114936		1	3	11-9,8-11,6-11,8-11
3242	TTEWDOUBLES-----------8FNL000700----------	D	W	8FNL	000700	2446	2026-06-30 19:35:00	131395	137850	110797	136987	3	2	11-13,12-10,11-4,6-11,11-7
3242	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	3364	2026-07-04 02:10:00	135935		124110		2	3	13-15,13-11,11-7,6-11,9-11
3242	TTEMSINGLES-----------8FNL000200----------	S	M	8FNL	000200	1523	2026-07-02 20:45:00	114715		135996		0	3	13-15,9-11,9-11
