event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x	scores
3175	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1852	2025-07-26 21:10:00	111641	137850	115641	121623	0	3	15-17,7-11,11-13
3175	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3156	2025-07-27 18:30:00	136711		110797		4	2	11-4,11-8,6-11,5-11,11-8,11-4
3175	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2642	2025-07-27 19:15:00	115641		120850		4	1	11-5,12-10,10-12,11-7,11-5
3175	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1762	2025-07-27 17:45:00	134583	133695	131917	200316	3	1	11-5,11-7,9-11,11-9
3175	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	3831	2025-07-27 17:00:00	136711	133405	135935	122261	3	2	11-6,11-6,11-13,9-11,11-9
3175	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1331	2025-07-26 20:35:00	119316	132793	131917	200316	0	3	10-12,3-11,6-11
3175	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	1553	2025-07-26 21:45:00	136711		206252		3	0	15-13,11-6,11-5
3175	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	2089	2025-07-25 20:00:00	111641	137850	111683	117294	3	1	11-7,9-11,11-8,12-10
3175	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	2859	2025-07-26 20:00:00	103752	146280	135935	122261	2	3	16-14,12-10,5-11,8-11,5-11
3175	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	2108	2025-07-25 20:00:00	200316	119537	115641	121623	1	3	11-6,5-11,9-11,10-12
3175	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1254	2025-07-26 20:00:00	136711	133405	117294	109777	3	0	11-9,11-6,11-7
3175	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	1322	2025-07-26 23:30:00	115641		134442		3	0	11-5,11-5,11-8
3175	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	1840	2025-07-26 22:55:00	110797		200413		3	0	11-8,11-7,11-9
3175	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1109	2025-07-26 20:35:00	122777	136757	134583	133695	0	3	3-11,6-11,6-11
3175	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1273	2025-07-26 22:20:00	123682		120850		0	3	10-12,5-11,5-11
3175	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	0	2025-07-26 15:20:00	200413		133405		3	1	11-4,11-4,9-11,11-4
3175	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	1343	2025-07-25 13:00:00	200389	133478	115641	121623	0	3	6-11,10-12,6-11
3175	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1987	2025-07-25 15:55:00	131879	123682	122777	136757	1	3	8-11,11-5,9-11,9-11
3175	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	2964	2025-07-26 14:10:00	136711		122261		3	1	11-6,11-6,6-11,11-9
3175	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	2109	2025-07-25 21:10:00	131917	200316	134803	120857	3	1	8-11,11-6,12-10,11-8
3175	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	2194	2025-07-25 15:20:00	117294	109777	111053	116364	3	1	11-8,10-12,11-7,12-10
3175	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	2017	2025-07-25 13:00:00	200316	119537	135367	124591	3	1	5-11,11-9,11-9,11-8
3175	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	1915	2025-07-26 14:10:00	119537		206252		1	3	11-7,11-13,7-11,8-11
3175	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1315	2025-07-26 15:55:00	123682		133347		2	0	11-6,13-11,11-4
3175	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2092	2025-07-26 15:55:00	134442		109946		3	1	11-9,11-7,8-11,11-8
3175	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	1507	2025-07-25 14:10:00	136711	133405	122052	200413	3	0	11-5,11-7,11-6
3175	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1759	2025-07-26 14:45:00	145799		120850		1	3	7-11,11-9,5-11,5-11
3175	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	944	2025-07-25 20:35:00	131618	144751	135935	122261	0	3	4-11,7-11,5-11
3175	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	1413	2025-07-25 15:55:00	111641	123680	119316	132793	0	3	7-11,8-11,8-11
3175	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1298	2025-07-25 15:55:00	103752	146280	110797	124162	3	0	11-7,11-9,11-6
3175	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	1853	2025-07-25 13:35:00	131879	131395	111641	137850	0	3	5-11,12-14,8-11
3175	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	924	2025-07-25 14:45:00	134583	133695	116321	134849	3	0	11-8,11-2,11-3
3175	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	1601	2025-07-26 14:45:00	115641		119565		3	0	11-9,11-9,11-7
3175	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	2020	2025-07-25 13:00:00	133441	109777	111683	117294	1	3	4-11,9-11,12-10,6-11
3175	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	2032	2025-07-26 15:20:00	135935		110797		1	3	12-10,2-11,8-11,4-11
3175	TTEXDOUBLES-----------8FNL000400----------	D	X	8FNL	000400	2216	2025-07-24 13:35:00	132793	111053	111683	117294	2	3	9-11,11-9,11-3,1-11,5-11
3175	TTEMSINGLES-----------8FNL000100----------	S	M	8FNL	000100	0	2025-07-25 21:45:00	115641		100621		3	1	10-12,11-6,11-6,11-9
3175	TTEMSINGLES-----------8FNL000400----------	S	M	8FNL	000400	2269	2025-07-25 14:45:00	111683		109946		1	3	9-11,12-10,4-11,9-11
3175	TTEWSINGLES-----------8FNL000100----------	S	W	8FNL	000100	1273	2025-07-25 21:10:00	136711		131395		3	0	11-5,11-5,11-5
3175	TTEWDOUBLES-----------8FNL000100----------	D	W	8FNL	000100	1287	2025-07-24 21:45:00	136711	133405	131395	137850	3	0	11-6,11-7,11-4
3175	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2246	2025-07-25 20:35:00	136757		145799		2	3	8-11,5-11,11-5,11-5,7-11
3175	TTEWDOUBLES-----------8FNL000300----------	D	W	8FNL	000300	1945	2025-07-24 21:10:00	117294	109777	112144	124426	3	1	13-11,11-5,10-12,11-6
3175	TTEWSINGLES-----------8FNL000200----------	S	W	8FNL	000200	1002	2025-07-25 14:10:00	131342		122261		0	3	2-11,2-11,3-11
3175	TTEWSINGLES-----------8FNL000600----------	S	W	8FNL	000600	1108	2025-07-26 13:00:00	136420		110797		0	3	7-11,4-11,4-11
3175	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	1170	2025-07-25 15:20:00	146284		206252		0	3	8-11,6-11,3-11
3175	TTEMDOUBLES-----------8FNL000200----------	D	M	8FNL	000200	1121	2025-07-24 17:05:00	122225	143743	122777	136757	0	3	7-11,5-11,4-11
3175	TTEWDOUBLES-----------8FNL000200----------	D	W	8FNL	000200	1256	2025-07-24 15:20:00	124506	136424	122052	200413	0	3	8-11,8-11,2-11
3175	TTEXDOUBLES-----------8FNL000100----------	D	X	8FNL	000100	2477	2025-07-24 13:35:00	131879	131395	134442	133405	3	2	5-11,11-5,6-11,12-10,11-8
3175	TTEXDOUBLES-----------8FNL000300----------	D	X	8FNL	000300	1500	2025-07-24 13:00:00	133441	109777	134849	131618	3	1	11-7,8-11,11-6,11-4
3175	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	1285	2025-07-25 14:10:00	135935		119749		3	0	11-7,11-9,11-6
3175	TTEMDOUBLES-----------8FNL000600----------	D	M	8FNL	000600	1927	2025-07-24 22:20:00	133827	135924	119316	132793	1	3	9-11,9-11,11-6,8-11
3175	TTEMDOUBLES-----------8FNL000700----------	D	M	8FNL	000700	1834	2025-07-24 22:55:00	131917	200316	134590	131446	3	1	11-8,11-8,8-11,11-6
3175	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	2760	2025-07-25 13:35:00	133347		123680		3	2	4-11,11-7,11-7,6-11,11-9
3175	TTEMDOUBLES-----------8FNL000500----------	D	M	8FNL	000500	1745	2025-07-24 17:05:00	111641	123680	113798	103093	3	1	11-5,6-11,11-6,11-3
3175	TTEXDOUBLES-----------8FNL000500----------	D	X	8FNL	000500	2349	2025-07-24 13:00:00	119316	116364	200316	119537	2	3	8-11,9-11,12-10,11-4,4-11
3175	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	3023	2025-07-26 13:00:00	124591		200413		2	3	11-9,5-11,11-13,15-13,7-11
3175	TTEWDOUBLES-----------8FNL000400----------	D	W	8FNL	000400	3163	2025-07-24 21:45:00	135760	144239	111053	116364	2	3	8-11,11-4,11-6,12-14,14-16
3175	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	2207	2025-07-25 13:35:00	123682		132022		3	2	4-11,11-7,11-4,10-12,11-8
3175	TTEWDOUBLES-----------8FNL000700----------	D	W	8FNL	000700	1091	2025-07-24 15:55:00	132792	202016	131618	144751	0	3	6-11,1-11,7-11
3175	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	791	2025-07-25 21:45:00	117294		133405		0	3	3-11,3-11,5-11
3175	TTEXDOUBLES-----------8FNL000200----------	D	X	8FNL	000200	2595	2025-07-24 13:00:00	111641	137850	115134	136424	3	1	11-8,11-13,12-10,11-8
3175	TTEXDOUBLES-----------8FNL000700----------	D	X	8FNL	000700	1339	2025-07-24 13:35:00	122225	132792	200389	133478	0	3	7-11,6-11,7-11
3175	TTEXDOUBLES-----------8FNL000800----------	D	X	8FNL	000800	2276	2025-07-24 13:35:00	123682	133593	115641	121623	2	3	11-4,11-8,8-11,11-13,9-11
3175	TTEMSINGLES-----------8FNL000800----------	S	M	8FNL	000800	2593	2025-07-25 14:45:00	120850		135367		3	2	8-11,10-12,11-5,11-2,11-6
3175	TTEXDOUBLES-----------8FNL000600----------	D	X	8FNL	000600	1102	2025-07-24 13:00:00	123773	204995	135367	124591	0	3	8-11,3-11,4-11
3175	TTEMDOUBLES-----------8FNL000400----------	D	M	8FNL	000400	2458	2025-07-24 16:30:00	123773	132104	116321	134849	2	3	8-11,12-10,6-11,11-9,10-12
3175	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	1210	2025-07-25 15:20:00	119537		144239		3	0	11-5,11-4,11-8
3175	TTEMDOUBLES-----------8FNL000300----------	D	M	8FNL	000300	1585	2025-07-24 22:20:00	133441	111683	134583	133695	1	3	8-11,9-11,11-3,2-11
3175	TTEMDOUBLES-----------8FNL000800----------	D	M	8FNL	000800	1964	2025-07-24 22:55:00	144891	200389	134803	120857	1	3	5-11,11-13,11-4,10-12
3175	TTEMSINGLES-----------8FNL000200----------	S	M	8FNL	000200	0	2025-07-25 22:20:00	119565		111641		3	0	11-8,11-6,11-8
3175	TTEWDOUBLES-----------8FNL000600----------	D	W	8FNL	000600	2131	2025-07-24 15:55:00	133478	136420	110797	124162	2	3	11-9,12-10,2-11,6-11,8-11
