event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2699	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	3216	2023-01-15 14:30:00	123112	135049	119797	123120	3	1
2699	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	3295	2023-01-15 13:00:00	119529		119797		1	4
2699	TTEMSINGLES-----------R32-001600----------	S	M	R32	001600	565	2023-01-12 17:10:00	121588		114715		0	3
2699	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2986	2023-01-15 15:10:00	131148	133893	135050	137237	1	3
2699	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2958	2023-01-15 13:45:00	115641		110602		4	0
2699	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	1798	2023-01-14 17:00:00	115641		116853		3	1
2699	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1825	2023-01-14 15:40:00	110602		112062		3	1
2699	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	1836	2023-01-14 15:00:00	124165		119797		1	3
2699	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1862	2023-01-14 18:00:00	121412	119797	137237	135049	1	3
2699	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1781	2023-01-14 13:10:00	135050	137237	135887	121412	3	1
2699	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1799	2023-01-14 12:35:00	131148	133893	102380	121684	3	0
2699	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	1782	2023-01-14 16:20:00	123112		119529		1	3
2699	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	2114	2023-01-14 10:30:00	119797	123120	111066	115454	3	1
2699	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	1843	2023-01-14 10:00:00	102832		116853		1	3
2699	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1707	2023-01-14 12:00:00	123112	135049	100868	123550	3	1
2699	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	2428	2023-01-14 08:40:00	112062		114715		3	2
2699	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	1603	2023-01-14 10:00:00	115641		137237		3	2
2699	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	2730	2023-01-14 08:00:00	124165		111656		3	2
2699	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	0	2023-01-14 09:20:00	114726		123112		0	3
2699	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	568	2023-01-13 18:40:00	137237	135049	102832	111849	3	1
