event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2750	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2953	2023-07-30 16:45:00	121514		112062		3	2
2750	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1807	2023-07-30 15:35:00	135674	134239	135886	135919	3	1
2750	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	1576	2023-07-30 08:35:00	106706		132132		3	0
2750	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	1250	2023-07-29 17:20:00	120074		112062		0	3
2750	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2283	2023-07-30 10:20:00	102841		121514		0	3
2750	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1601	2023-07-30 09:10:00	107445	121714	123192	120187	3	1
2750	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2363	2023-07-30 08:00:00	136101		113300		1	3
2750	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1241	2023-07-30 09:45:00	103345		112062		0	3
2750	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	1285	2023-07-30 15:00:00	137734	123120	121074	120187	3	0
2750	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	1721	2023-07-30 16:10:00	106706		113300		3	1
2750	TTEMSINGLES-----------QFNL000100----------	S	M	QFNL	000100	1419	2023-07-29 17:20:00	102841		107445		3	0
2750	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2114	2023-07-29 17:20:00	115029		121514		1	3
2750	TTEWSINGLES-----------QFNL000200----------	S	W	QFNL	000200	2443	2023-07-29 16:45:00	132132		102949		3	1
2750	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	1265	2023-07-29 17:20:00	103345		135919		3	0
2750	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	2478	2023-07-29 16:10:00	124147	122348	123192	120187	2	3
2750	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	1521	2023-07-29 16:45:00	136101		120187		3	0
2750	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	2682	2023-07-29 16:45:00	113300		121714		3	2
2750	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	1862	2023-07-29 15:35:00	135674	134239	121514	133347	3	1
2750	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1570	2023-07-29 15:00:00	133529	132132	137734	123120	0	3
2750	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1441	2023-07-29 15:35:00	132824	119877	135886	135919	1	3
2750	TTEWSINGLES-----------QFNL000100----------	S	W	QFNL	000100	1814	2023-07-29 16:45:00	106706		200908		3	1
2750	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1533	2023-07-29 15:00:00	135501	111416	121074	120187	1	3
2750	TTEXDOUBLES-----------SFNL000100----------	D	X	SFNL	000100	1250	2023-07-29 16:10:00	107445	121714	132824	136987	3	1
2750	TTEMSINGLES-----------8FNL000700----------	S	M	8FNL	000700	2406	2023-07-29 11:45:00	132824		120074		2	3
2750	TTEMSINGLES-----------8FNL000800----------	S	M	8FNL	000800	1239	2023-07-29 11:45:00	116723		112062		0	3
2750	TTEWDOUBLES-----------QFNL000200----------	D	W	QFNL	000200	1734	2023-07-29 11:10:00	121688	112356	137734	123120	1	3
2750	TTEMSINGLES-----------8FNL000500----------	S	M	8FNL	000500	1271	2023-07-29 11:45:00	103345		119877		3	0
2750	TTEMSINGLES-----------8FNL000400----------	S	M	8FNL	000400	2588	2023-07-29 11:45:00	117002		121514		2	3
2750	TTEWDOUBLES-----------QFNL000100----------	D	W	QFNL	000100	1158	2023-07-29 11:10:00	136101	135923	133529	132132	0	3
2750	TTEWDOUBLES-----------QFNL000400----------	D	W	QFNL	000400	1945	2023-07-29 11:10:00	121074	120187	123114	136613	3	1
2750	TTEWSINGLES-----------8FNL000300----------	S	W	8FNL	000300	2390	2023-07-29 08:50:00	132132		121688		3	2
2750	TTEWSINGLES-----------8FNL000100----------	S	W	8FNL	000100	1632	2023-07-29 10:00:00	106706		123114		3	1
2750	TTEMDOUBLES-----------QFNL000400----------	D	M	QFNL	000400	1723	2023-07-29 09:25:00	135886	135919	113376	115118	3	1
2750	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	1715	2023-07-29 10:00:00	111416		121714		1	3
2750	TTEXDOUBLES-----------QFNL000100----------	D	X	QFNL	000100	2165	2023-07-29 08:00:00	107445	121714	121514	135501	3	2
2750	TTEWDOUBLES-----------QFNL000300----------	D	W	QFNL	000300	1430	2023-07-29 11:10:00	123535	114517	135501	111416	1	3
2750	TTEMSINGLES-----------8FNL000200----------	S	M	8FNL	000200	1166	2023-07-29 10:35:00	134240		107445		0	3
2750	TTEMSINGLES-----------8FNL000100----------	S	M	8FNL	000100	1184	2023-07-29 10:35:00	102841		136567		3	0
2750	TTEWSINGLES-----------8FNL000500----------	S	W	8FNL	000500	2396	2023-07-29 10:00:00	136101		135923		3	2
2750	TTEMSINGLES-----------8FNL000300----------	S	M	8FNL	000300	1340	2023-07-29 10:35:00	115029		112599		3	0
2750	TTEWSINGLES-----------8FNL000700----------	S	W	8FNL	000700	2964	2023-07-29 08:50:00	113300		123120		3	2
2750	TTEMSINGLES-----------8FNL000600----------	S	M	8FNL	000600	1372	2023-07-29 10:35:00	135919		202064		3	0
2750	TTEMDOUBLES-----------QFNL000100----------	D	M	QFNL	000100	1836	2023-07-29 09:25:00	135674	134239	111959	116723	3	1
2750	TTEWSINGLES-----------8FNL000600----------	S	W	8FNL	000600	1584	2023-07-29 10:00:00	120187		124156		3	1
2750	TTEXDOUBLES-----------QFNL000200----------	D	X	QFNL	000200	2272	2023-07-29 08:00:00	120074	106706	132824	136987	2	3
2750	TTEWSINGLES-----------8FNL000400----------	S	W	8FNL	000400	2097	2023-07-29 08:50:00	102949		103752		3	1
2750	TTEMDOUBLES-----------QFNL000300----------	D	M	QFNL	000300	1782	2023-07-29 09:25:00	115621	202064	132824	119877	1	3
2750	TTEMDOUBLES-----------QFNL000200----------	D	M	QFNL	000200	1693	2023-07-29 09:25:00	121514	133347	120287	117530	3	1
2750	TTEXDOUBLES-----------QFNL000400----------	D	X	QFNL	000400	1481	2023-07-29 08:00:00	135984	134568	123192	120187	0	3
2750	TTEWDOUBLES-----------8FNL000400----------	D	W	8FNL	000400	995	2023-07-28 17:00:00	137734	123120	124156	115789	3	0
2750	TTEWDOUBLES-----------8FNL000700----------	D	W	8FNL	000700	1565	2023-07-28 17:00:00	133945	122348	121074	120187	1	3
2750	TTEXDOUBLES-----------QFNL000300----------	D	X	QFNL	000300	1204	2023-07-29 08:00:00	115621	135923	124147	122348	0	3
2750	TTEWDOUBLES-----------8FNL000200----------	D	W	8FNL	000200	2572	2023-07-28 17:00:00	113300	114706	133529	132132	2	3
