event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2871	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	1303	2024-06-28 17:20:00	132096		115009		1	2
2868	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	2758	2024-06-23 15:15:00	107028		109946		4	1
2868	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2396	2024-06-23 14:30:00	122718		203618		4	1
2868	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	3132	2024-06-22 16:15:00	117365		122718		2	3
2868	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	2432	2024-06-22 17:00:00	109946		117357		3	2
2868	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	1409	2024-06-23 13:00:00	122718	123684	131395	137850	3	0
2868	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	1373	2024-06-23 13:45:00	113563	123175	111641	123682	0	3
2868	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2193	2024-06-22 15:30:00	107028		134718		3	1
2868	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1974	2024-06-22 11:20:00	204290	203618	131395	137850	1	3
2868	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	2276	2024-06-22 11:55:00	203068	209954	113563	123175	2	3
2868	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1118	2024-06-22 14:00:00	117357	123977	209954	202971	3	0
2868	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2310	2024-06-22 14:45:00	119537		203618		2	3
2868	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	1241	2024-06-22 11:55:00	202982	209955	111641	123682	0	3
2868	TTEWDOUBLES-----------SFNL000100----------	D	W	SFNL	000100	1155	2024-06-22 11:20:00	119537	117365	122718	123684	0	3
2868	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2064	2024-06-22 10:45:00	104314		134718		2	3
2868	TTEWSINGLES-----------QFNL000400----------	S	W	QFNL	000400	1818	2024-06-22 10:10:00	121401		203618		1	3
2868	TTEMSINGLES-----------8FNL000300----------	S	M	8FNL	000300	1122	2024-06-21 16:55:00	104314		209954		3	0
2868	TTEMSINGLES-----------QFNL000400----------	S	M	QFNL	000400	2898	2024-06-22 09:35:00	123682		117357		2	3
2868	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	1344	2024-06-22 10:10:00	119537		132028		3	0
2868	TTEWSINGLES-----------8FNL000800----------	S	W	8FNL	000800	1755	2024-06-21 16:55:00	203618		202971		3	1
2868	TTEMSINGLES-----------QFNL000300----------	S	M	QFNL	000300	2527	2024-06-22 10:45:00	109946		106050		3	2
