event_id	doc	fmt	gender	stage	stage_id	duration	start	a_id	b_id	x_id	y_id	res_a	res_x
2794	TTEWSINGLES-----------QFNL000300----------	S	W	QFNL	000300	0	2023-11-11 03:10:00	112868		121403		3	0
2794	TTEWDOUBLES-----------FNL-000100----------	D	W	FNL	000100	2027	2023-11-12 10:30:00	124110	135049	121403	119797	1	3
2794	TTEWSINGLES-----------FNL-000100----------	S	W	FNL	000100	2493	2023-11-12 09:00:00	121411		124110		4	1
2794	TTEMSINGLES-----------FNL-000100----------	S	M	FNL	000100	3818	2023-11-12 09:45:00	133694		119588		3	4
2794	TTEXDOUBLES-----------FNL-000100----------	D	X	FNL	000100	1924	2023-11-11 11:30:00	121558	131163	137237	135049	1	3
2794	TTEMDOUBLES-----------FNL-000100----------	D	M	FNL	000100	2357	2023-11-12 11:15:00	121558	119588	115910	137237	2	3
2794	TTEMSINGLES-----------SFNL000200----------	S	M	SFNL	000200	1872	2023-11-11 10:55:00	115910		119588		1	3
2794	TTEWSINGLES-----------SFNL000100----------	S	W	SFNL	000100	1737	2023-11-11 10:20:00	121411		131036		3	0
2794	TTEMSINGLES-----------SFNL000100----------	S	M	SFNL	000100	2195	2023-11-11 09:45:00	133694		137237		3	1
2794	TTEWDOUBLES-----------SFNL000200----------	D	W	SFNL	000200	1545	2023-11-11 08:00:00	121403	119797	123505	132318	3	0
2794	TTEMDOUBLES-----------SFNL000100----------	D	M	SFNL	000100	2146	2023-11-11 08:35:00	131148	132137	121558	119588	2	3
2794	TTEWSINGLES-----------SFNL000200----------	S	W	SFNL	000200	2306	2023-11-11 09:10:00	112868		124110		1	3
2794	TTEMDOUBLES-----------SFNL000200----------	D	M	SFNL	000200	2266	2023-11-11 04:55:00	112620	123690	115910	137237	1	3
2794	TTEXDOUBLES-----------SFNL000200----------	D	X	SFNL	000200	2027	2023-11-10 11:30:00	115910	121411	137237	135049	1	3
2794	TTEMSINGLES-----------QFNL000200----------	S	M	QFNL	000200	2029	2023-11-11 02:35:00	137237		132824		3	1
