Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
365,342,121878,GER,M,ENGEMANN Gerrit,1463,1438,0,12,2017
366,332,113681,FRA,M,DIAW Ibrahima,1459,1462,0,12,2017
367,341,120300,AUT,M,SERDAROGLU David,1458,1440,0,12,2017
368,0,111512,PUR,M,GONZALEZ Daniel,1453,1472,0,12,2017
368,333,118882,DEN,M,NIELSEN Claus,1453,1453,0,12,2017
368,333,122301,TPE,M,CHOU Te-Hao,1453,1453,0,12,2017
371,335,113376,KSA,M,ALKHADRAWI Ali,1452,1452,0,12,2017
372,337,116176,KOR,M,KIM Seokho,1447,1447,0,12,2017
373,338,113928,POL,M,BANKOSZ Michal,1446,1446,0,12,2017
373,338,119021,USA,M,FENG Yijun,1446,1446,0,12,2017
375,340,109661,MEX,M,URIBE Salvador,1445,1445,0,12,2017
376,344,113450,PAR,M,TORANZOS Alejandro,1431,1435,0,12,2017
377,345,121490,TPE,M,TSAI Chun-Yu,1428,1428,0,12,2017
377,345,131155,PRK,M,KIM ^^ Ok Chan,1428,1428,0,12,2017
379,351,114976,BLR,M,SHAMRUK Gleb,1427,1419,0,12,2017
379,361,118716,SWE,M,MOREGARD Malte,1427,1374,0,12,2017
381,347,111219,LTU,M,UDRA Alfredas,1424,1425,0,12,2017
382,349,103184,PHI,M,GONZALES Richard,1421,1421,0,12,2017
0,0,131418,POL,M,MIASTOWSKI Maksymilian,382,388,0,12,2017
383,350,110768,CYP,M,YIANGOU Marios,1420,1420,0,12,2017
384,0,117001,ESP,M,MARTINEZ Guillermo,1407,1420,0,12,2017
384,352,134316,JPN,M,SONE Kakeru,1407,1415,0,12,2017
386,353,112361,ISR,M,TAUBER Michael,1406,1409,0,12,2017
387,354,119677,KOR,M,KIM Doyub,1402,1402,0,12,2017
388,0,132696,KOR,M,KWAK Yu Bin,1401,1217,0,12,2017
0,0,120018,TUN,M,LAGHA Chouayb,388,388,0,12,2017
389,348,114865,ITA,M,BACIOCCHI Alessandro,1394,1424,0,12,2017
390,355,111287,AUS,M,TOWNSEND Kane,1389,1389,0,12,2017
391,405,118962,SWE,M,SODERLUND Simon,1388,1286,0,12,2017
392,365,113914,AUT,M,CHEN Alexander,1386,1360,0,12,2017
393,375,122094,FRA,M,MENAND Remi,1385,1342,0,12,2017
394,509,131879,IND,M,SHAH Manush Utpalbhai,1382,1082,0,12,2017
395,360,134443,JPN,M,MIYAMOTO Haruki,1377,1377,0,12,2017
396,366,119585,TUR,M,YIGENLER Abdullah,1376,1355,0,12,2017
397,357,115545,HKG,M,KWAN Man Ho,1375,1380,0,12,2017
397,376,120267,CZE,M,MARTINKO Jiri,1375,1341,0,12,2017
399,361,108295,DOM,M,SANTOS Emil,1374,1374,0,12,2017
400,386,116723,EGY,M,ABDEL-AZIZ Youssef,1372,1324,0,12,2017
401,363,118846,POL,M,KOTOWSKI Tomasz,1364,1364,0,12,2017
402,364,112952,BUL,M,ALEXANDROV Teodor,1363,1363,0,12,2017
403,422,116846,SWE,M,ERIKSSON Anders,1361,1243,0,12,2017
404,366,104734,SVK,M,KOBES Kristian,1355,1355,0,12,2017
404,366,112195,LUX,M,MUHLBACH ^^ Hermann,1355,1355,0,12,2017
406,369,102753,RUS,M,FILATOV Vasilij,1352,1352,0,12,2017
407,370,101847,LUX,M,CIOCIU Traian,1349,1349,0,12,2017
408,371,116826,NGR,M,KAZEEM Makanjuola,1348,1348,0,12,2017
409,372,110819,SRB,M,LUPULESKU Lorencio,1347,1347,0,12,2017
410,410,117530,ARG,M,SANCHI Francisco,1345,1280,0,12,2017
410,373,123720,VIE,M,NGUYEN Anh Tu,1345,1345,0,12,2017
412,0,111026,HUN,M,SCHAFFER Daniel,1343,1345,0,12,2017
413,376,114873,SRB,M,NAD NEMEDI Valentin,1341,1341,0,12,2017
414,378,110187,THA,M,WONGSIRI Nikom,1340,1340,0,12,2017
415,379,113342,SVK,M,FIGEL Jakub,1339,1339,0,12,2017
416,380,111828,SRB,M,PETKOV Marko,1336,1336,0,12,2017
417,382,104033,NGR,M,JAMIU Azeez Olugbenga,1334,1334,0,12,2017
418,0,116838,FRA,M,GIVONE Nolan,1331,0,0,12,2017
419,357,118847,ROU,M,MANOLE Alexandru,1330,1380,0,12,2017
420,383,123121,NGR,M,ABDULLAHI Abdulrahman,1329,1329,0,12,2017
421,384,102243,UKR,M,DIDUKH Viktor,1326,1326,0,12,2017
421,384,121474,MAS,M,LEONG Chee Feng,1326,1326,0,12,2017
0,0,131913,SGP,M,LAW Jabez Mason,421,421,0,12,2017
423,397,120074,LUX,M,MLADENOVIC Luka,1319,1297,0,12,2017
424,389,117797,AUS,M,YAN ^ Xin,1314,1314,0,12,2017
0,0,131990,POL,M,SOKOLOWSKI Lukasz,424,424,0,12,2017
425,425,117865,MDA,M,PUTUNTICA Andrei,1313,1235,0,12,2017
426,449,117894,KAZ,M,ZHOLUDEV Denis,1310,1200,0,12,2017
427,390,112950,BUL,M,KODJABASHEV Denislav,1308,1308,0,12,2017
427,399,114719,ROU,M,SPELBUS Alin,1308,1296,0,12,2017
427,390,122387,JPN,M,ASAZU Aoto,1308,1308,0,12,2017
0,0,122106,CZE,M,MIKOLASIK Michal,427,427,0,12,2017
430,392,101168,PER,M,BLAS Bryan,1305,1305,0,12,2017
431,393,106095,LUX,M,MICHELY Gilles,1304,1304,0,12,2017
0,0,124413,MEX,M,FUENTES Diego,431,431,0,12,2017
432,395,122064,AUT,M,KOLODZIEJCZYK Maciej,1301,1299,0,12,2017
433,394,114476,CZE,M,BENES Michal,1300,1300,0,12,2017
0,0,131063,GER,M,MARTIN Cornelius,433,439,0,12,2017
434,395,121852,BEL,M,BILAS Arthur,1299,1299,0,12,2017
434,417,123282,RUS,M,KATSMAN Lev,1299,1252,0,12,2017
436,397,116697,SVK,M,KALUZNY Samuel,1297,1297,0,12,2017
437,399,101511,AUS,M,CARTER Trent,1296,1296,0,12,2017
438,401,116926,INA,M,AJI Donny,1291,1291,0,12,2017
0,0,113472,CIV,M,OBA Oba Kizito,438,438,0,12,2017
439,387,100900,BLR,M,BARABANOV Kiryl,1290,1320,0,12,2017
440,402,112860,IND,M,YADAV Abhishek,1289,1289,0,12,2017
440,402,124005,PRK,M,AN Ji Song,1289,1289,0,12,2017
0,0,118006,GUA,M,CORDERO Camilo,441,441,0,12,2017
442,405,101383,RUS,M,BUKIN Andrey,1286,1286,0,12,2017
442,405,113433,CHI,M,MOYA Manuel,1286,1286,0,12,2017
444,374,119037,BEL,M,DARCIS Thibaut,1283,1343,0,12,2017
445,409,114068,ROU,M,MUNTEANU Lucian,1281,1281,0,12,2017
446,411,108779,EST,M,SMIRNOV Aleksandr,1278,1278,0,12,2017
0,0,124524,CRO,M,MIJATOVIC Daniel,446,446,0,12,2017
447,412,107707,COL,M,RAMOS Julian,1275,1275,0,12,2017
447,0,112379,ESP,M,CALVO Alejandro,1275,1271,0,12,2017
447,408,121912,IND,M,GHOSH Arjun,1275,1285,0,12,2017
0,0,123224,IND,M,PEDNEKAR Shaurya Tushar,448,456,0,12,2017
0,0,131996,ROU,M,TOMA Darius,448,448,0,12,2017
450,388,121510,BEL,M,SWARTENBROUCKX Gaetan,1270,1319,0,12,2017
451,414,113665,MNE,M,BAKIC Luka,1266,1266,0,12,2017
452,416,133899,CHN,M,SONG Zhuoheng,1261,1261,0,12,2017
453,520,117006,ITA,M,PICCOLIN Jordy,1258,1064,0,12,2017
454,461,120937,THA,M,PANAGITGUN Yanapong,1256,1180,0,12,2017
455,402,114035,IRL,M,ROBINSON Ashley,1255,1289,0,12,2017
455,415,134317,JPN,M,YOKOTANI Jo,1255,1263,0,12,2017
457,507,116262,CAN,M,MEDJUGORAC Marko,1254,1084,0,12,2017
458,420,115874,MAS,M,HAIQAL Muhamad Ashraf,1251,1251,0,12,2017
459,0,116675,GRE,M,ANGELAKIS Konstantinos,1245,0,0,12,2017
460,421,114028,GRE,M,KONSTANTINOPOULOS Giorgos,1244,1244,0,12,2017
460,422,115054,RUS,M,SEMENOV Andrey,1244,1243,0,12,2017
0,0,131858,ECU,M,ESCOBAR Bryan,461,461,0,12,2017
462,453,121179,USA,M,ALGUETTI Sharon,1240,1195,0,12,2017
463,424,116648,ENG,M,WEERASINGHE Helshan,1237,1237,0,12,2017
464,417,122724,TPE,M,TAI Ming-Wei,1236,1252,0,12,2017
465,426,100126,NGR,M,ADENIYI Kazeem,1234,1234,0,12,2017
465,426,114460,AUS,M,HU Heming,1234,1234,0,12,2017
465,426,120040,SUI,M,CHAMPOD Nicolas,1234,1234,0,12,2017
468,429,114065,NOR,M,LINDHOLM Eskil,1233,1233,0,12,2017
0,0,119029,TUN,M,BEN MEKKI Nadim,468,468,0,12,2017
469,430,132137,CHN,M,CAO Wei,1232,1232,0,12,2017
470,417,112359,IRL,M,MCCREERY Paul,1231,1252,0,12,2017
471,490,123680,IND,M,SURAVAJJULA Snehit,1230,1126,0,12,2017
472,431,120808,BRA,M,YOKOTA Gustavo,1229,1229,0,12,2017
472,431,133318,AZE,M,WANG Chenxi,1229,1229,0,12,2017
474,433,118890,RUS,M,CHAPLYGIN Maxim,1227,1226,0,12,2017
474,470,123931,RUS,M,GREBNEV Maksim,1227,1163,0,12,2017
476,434,104393,LAT,M,KARTUZOVS Olegs,1224,1224,0,12,2017
476,456,122002,FRA,M,BARDET Lilian,1224,1192,0,12,2017
478,435,108146,IND,M,SAHA Sourav,1223,1223,0,12,2017
479,436,114027,GRE,M,KONSTANTINOPOULOS Konstantinos,1222,1222,0,12,2017
479,0,116321,ARG,M,GALVANO Nicolas,1222,1261,0,12,2017
0,0,122440,THA,M,PIMRAT Thirawat,479,479,0,12,2017
481,437,111591,KAZ,M,KELBUGANOV Timur,1221,1221,0,12,2017
482,471,122435,ENG,M,SAVILL Luke,1216,1162,0,12,2017
483,441,111428,BIH,M,KONJIC Edin,1215,1215,0,12,2017
483,445,120285,ITA,M,ROSSI Carlo,1215,1204,0,12,2017
483,0,133717,KOR,M,BAEK Hogyun,1215,1201,0,12,2017
0,0,119127,BLR,M,LABANAU Andrei,483,483,0,12,2017
0,0,131780,ESP,M,JIMENEZ Jorge,484,484,0,12,2017
486,440,110912,COL,M,RIVERA Mauricio,1212,1216,0,12,2017
486,468,123019,HUN,M,ANDRAS Csaba,1212,1165,0,12,2017
488,442,120318,SGP,M,POH Shao Feng Ethan,1211,1211,0,12,2017
0,0,122221,PER,M,ORTIZ Sebastian,488,488,0,12,2017
489,443,122307,INA,M,BHAGWANI Deepash,1207,1207,0,12,2017
0,0,119381,DEN,M,HERSKIND Micki,489,489,0,12,2017
490,444,131147,CHN,M,PENG Feilong,1205,1205,0,12,2017
0,0,122578,CHI,M,SEPULVEDA Diego,490,490,0,12,2017
491,446,111017,CUB,M,RONDON Juan Damian,1203,1203,0,12,2017
492,439,122067,ITA,M,AMATO Antonino,1202,1217,0,12,2017
493,447,101879,RSA,M,COGILL Theo,1201,1201,0,12,2017
493,447,134583,JPN,M,HAMADA Kazuki,1201,1201,0,12,2017
495,450,112093,NGR,M,OGIDIOLU Jide,1198,1198,0,12,2017
0,0,115049,ITA,M,CERZA Matteo,495,495,0,12,2017
496,474,116841,LTU,M,STANKEVICIUS Medardas,1197,1154,0,12,2017
496,451,121025,BEL,M,PIERAERT Valentin,1197,1196,0,12,2017
498,489,118672,GER,M,HOHMEIER Nils,1196,1127,0,12,2017
499,453,101098,PUR,M,BERRIOS Hector,1195,1195,0,12,2017
500,490,123882,JPN,M,KASHIWA Takeru,1191,1126,0,12,2017
501,438,120322,SWE,M,PERMAN Oscar,1190,1220,0,12,2017
501,464,122001,BEL,M,DEVOS Laurens,1190,1169,0,12,2017
501,459,132022,GER,M,STUMPER Kay,1190,1181,0,12,2017
504,453,131441,FRA,M,HAMACHE Bilal,1187,1195,0,12,2017
505,457,120602,RUS,M,NIKULIN Ivan,1183,1183,0,12,2017
505,528,133441,CHI,M,BURGOS Nicolas,1183,1050,0,12,2017
507,459,120099,DEN,M,DILLING Andreas,1181,1181,0,12,2017
508,463,121035,POL,M,NALEPA Kamil,1179,1176,0,12,2017
508,0,121689,FRA,M,LLORCA Damien,1179,1163,0,12,2017
510,462,118009,MEX,M,VILLA Ricardo,1178,1178,0,12,2017
510,503,133455,GER,M,MEISSNER Cedric,1178,1093,0,12,2017
512,0,114353,ESP,M,BENITO Javier,1176,0,0,12,2017
513,475,120259,HUN,M,MOLNAR Istvan,1175,1153,0,12,2017
514,512,113563,NGR,M,OMOTAYO Olajide,1170,1079,0,12,2017
0,0,117046,AUS,M,ONG ^^ Jay,514,514,0,12,2017
515,465,115458,POL,M,DOSZ Adam,1168,1168,0,12,2017
0,0,123542,DEN,M,SVENNINGSEN Peter,515,521,0,12,2017
516,467,113501,ARG,M,DAHER Juan,1166,1166,0,12,2017
517,480,123864,PHI,M,NAYRE Jann Mari,1165,1150,0,12,2017
518,472,114985,SRB,M,KATIC Ivor,1159,1159,0,12,2017
519,488,120872,ESP,M,MASIP Joan,1155,1129,0,12,2017
519,487,131128,POL,M,GRELA Artur,1155,1137,0,12,2017
521,475,102682,BAR,M,FARLEY Trevor,1153,1153,0,12,2017
522,477,102983,GUA,M,GATICA Hector,1152,1152,0,12,2017
523,479,117604,CAN,M,HAZIN Jeremy,1151,1151,0,12,2017
524,481,121483,TPE,M,CHEN Chun-Hsiang,1149,1149,0,12,2017
524,481,123976,KOR,M,PARK Gyeongtae,1149,1149,0,12,2017
526,473,122096,FRA,M,ZHENG Dorian,1148,1156,0,12,2017
526,477,133777,COL,M,GONZALEZ Camilo,1148,1152,0,12,2017
528,466,123385,IND,M,BHANJA Ronit,1147,1167,0,12,2017
529,484,110674,JOR,M,ABO YAMAN Zaid,1144,1144,0,12,2017
529,499,116839,ISR,M,SIMON Mathan,1144,1112,0,12,2017
531,486,116138,HKG,M,POON Sheung Hei,1138,1138,0,12,2017
531,481,124527,BRA,M,ISHIDA Carlos,1138,1149,0,12,2017
533,458,123478,IRI,M,AHMADIAN Amin,1137,1182,0,12,2017
534,468,118920,ITA,M,PINTO Daniele,1130,1165,0,12,2017
535,0,114712,SVK,M,PETER Ingemar,1126,0,0,12,2017
536,492,122327,THA,M,PASSARA Pattaratorn,1125,1125,0,12,2017
537,493,107791,LAT,M,REINHOLDS Arturs,1124,1124,0,12,2017
0,0,123344,MGL,M,TULGUUR Chinzorig,537,537,0,12,2017
538,630,122320,MDA,M,URSU Vladislav,1121,894,0,12,2017
538,494,133841,TPE,M,HU Chung-Wen,1121,1121,0,12,2017
540,485,121031,POL,M,KULCZYCKI Samuel,1120,1139,0,12,2017
541,495,114874,SRB,M,MAJSTOROVIC Ilija,1119,1119,0,12,2017
541,451,133326,POL,M,GOLLA Marco,1119,1196,0,12,2017
0,0,119945,AUS,M,DIXON Xavier,541,541,0,12,2017
543,0,118165,FRA,M,PRADELLE Quentin,1117,0,0,12,2017
0,0,117864,MDA,M,CISSA Victor,543,543,0,12,2017
544,496,116247,CAN,M,PINTEA James,1116,1116,0,12,2017
545,500,102727,CHI,M,FERNANDEZ Marcelo,1111,1111,0,12,2017
545,497,120284,SVK,M,SPANIK Tibor,1111,1115,0,12,2017
547,0,118875,ITA,M,BRESSAN Luca,1110,1103,0,12,2017
547,530,120265,CZE,M,KLOS Patrik,1110,1045,0,12,2017
549,558,123293,GER,M,MENG Fanbo,1102,999,0,12,2017
550,502,112663,IRL,M,MAGUIRE Gavin,1097,1097,0,12,2017
551,503,119042,IND,M,GHOSH Anirban,1093,1093,0,12,2017
0,0,122246,CGO,M,LIGNANDZI Michel,551,551,0,12,2017
552,505,122426,USA,M,LIU Victor,1091,1091,0,12,2017
553,506,117849,EST,M,LUSIN Aleksandr,1089,1089,0,12,2017
554,507,111730,PAR,M,GAVILAN Axel,1084,1084,0,12,2017
555,0,120052,ESP,M,CABALLERO Carlos,1083,881,0,12,2017
556,513,121711,SRB,M,STRUGAREVIC Nikola,1076,1076,0,12,2017
557,514,111779,ARG,M,CILLIS Javier,1075,1075,0,12,2017
557,514,116140,HKG,M,HUNG Edwin Chun Hin,1075,1075,0,12,2017
0,0,119261,UKR,M,SINKEVYCH Bohdan,557,557,0,12,2017
559,511,133774,BRA,M,SILVA Diogo,1074,1080,0,12,2017
560,516,123560,BEL,M,KOSOLOSKY Olav,1070,1074,0,12,2017
561,0,109629,LTU,M,UDRA Manfredas,1069,0,0,12,2017
562,517,117662,USA,M,CHODRI Kunal,1068,1068,0,12,2017
563,518,132723,TPE,M,HSU Po-Hsuan,1067,1067,0,12,2017
564,519,116554,SVK,M,KOPANYI Tomas,1066,1066,0,12,2017
565,520,115801,BIH,M,ALICIC Armin,1064,1064,0,12,2017
566,522,109521,AUS,M,TOWNSEND Wade,1063,1063,0,12,2017
567,532,122225,ARG,M,BENTANCOR Martin,1061,1037,0,12,2017
567,509,123034,BRA,M,ALMEIDA Siddharta,1061,1082,0,12,2017
569,0,111217,ITA,M,SERETTI Damiano,1060,0,0,12,2017
570,500,118701,SLO,M,SFILIGOJ Tom,1058,1111,0,12,2017
571,523,111514,DOM,M,GALVEZ Samuel,1056,1056,0,12,2017
571,628,131912,SGP,M,PANG Yew En Koen,1056,895,0,12,2017
573,524,101459,SCO,M,CAMERON Niall,1055,1055,0,12,2017
574,525,116551,SVK,M,BRAT Adam,1054,1054,0,12,2017
575,527,117816,HKG,M,WONG Ka Ho,1052,1052,0,12,2017
575,566,122043,SWE,M,FRIIS Martin,1052,992,0,12,2017
575,526,131878,IND,M,VIRMANI Parth,1052,1053,0,12,2017
578,0,134246,IRI,M,ABBASI Amirreza,1049,1061,0,12,2017
579,529,120307,DEN,M,RASMUSSEN Kasper,1047,1047,0,12,2017
0,0,124192,GER,M,FADEEV Kirill,579,579,0,12,2017
580,531,119579,MNE,M,RADOVIC Filip,1046,1043,0,12,2017
580,544,121870,SVK,M,PEKO Stefan,1046,1014,0,12,2017
582,540,122647,ROU,M,CHIRITA Cristian,1044,1023,0,12,2017
583,498,119424,USA,M,ALGUETTI Adar,1042,1113,0,12,2017
584,575,118665,AUT,M,GRININGER Thomas,1036,975,0,12,2017
585,534,115134,CHI,M,OLAVE Alfonso,1034,1034,0,12,2017
585,0,123057,KOR,M,KIM Byunghyeon,1034,1061,0,12,2017
587,535,107983,CHI,M,ROMAN Sebastian,1033,1033,0,12,2017
587,535,120207,COL,M,FERNANDEZ Favert,1033,1033,0,12,2017
587,535,122940,USA,M,TIO Nicholas,1033,1033,0,12,2017
590,538,114704,NGR,M,ADEYINKA Hammed,1032,1032,0,12,2017
591,532,120978,RUS,M,KOTOV Anton,1031,1037,0,12,2017
592,539,111960,RSA,M,LINGEVELDT Kurt,1024,1024,0,12,2017
593,541,117073,SCO,M,DALGLEISH Colin,1022,1022,0,12,2017
594,0,115077,ESP,M,PERAL Xavier,1020,0,0,12,2017
0,0,123648,FRA,M,ALCAYDE Guillaume,594,604,0,12,2017
595,542,113761,COL,M,VILLEGAS Joaquin,1015,1019,0,12,2017
595,664,123659,BEL,M,RASSENFOSSE Adrien,1015,835,0,12,2017
595,543,134442,JPN,M,SHINOZUKA Hiroto,1015,1015,0,12,2017
598,544,131477,CMR,M,NYOH OFON Derek,1014,1014,0,12,2017
0,0,131773,ANG,M,PETER ^^ Alessio,598,598,0,12,2017
599,0,120256,GER,M,XU Jannik,1013,0,0,12,2017
600,547,119199,RUS,M,ARTEMENKO Nikita,1012,1012,0,12,2017
601,566,123386,IND,M,CHANDRA Jeet,1011,992,0,12,2017
602,0,111509,PAN,M,AVI-TAL Omer,1010,1016,0,12,2017
603,583,120282,CAN,M,BERNADET Antoine,1009,963,0,12,2017
604,548,123077,PRK,M,RI Kwang Myong,1008,1008,0,12,2017
605,550,114146,SGP,M,TAN Kiat Yi Kerry,1007,1007,0,12,2017
605,550,115079,GRE,M,PAPADAKIS Ioannis,1007,1007,0,12,2017
607,552,102367,BAR,M,DOWELL Mark,1006,1006,0,12,2017
0,0,122688,ECU,M,ESPINOZA John,607,607,0,12,2017
608,554,112713,GUA,M,MONTUFAR Kevin,1004,1004,0,12,2017
609,555,120239,LBN,M,HAMIE Mohamad,1003,1003,0,12,2017
609,555,122959,KOR,M,AN Junhee,1003,1003,0,12,2017
609,544,123664,CZE,M,VALENTA Jan,1003,1014,0,12,2017
0,0,131344,ISR,M,KOUCHLY Guy,609,609,0,12,2017
612,557,121440,CUB,M,MARTINEZ Livan,1001,1001,0,12,2017
0,0,120309,NED,M,BOGIE Roel,612,612,0,12,2017
613,558,131156,QAT,M,ABDULWAHHAB Mohammed,999,999,0,12,2017
614,553,122843,POR,M,FRANCISCO Jose Pedro,997,1005,0,12,2017
615,561,122736,HKG,M,CHEUNG Yin To,996,998,0,12,2017
0,0,119396,CHI,M,MATSUBARA ^ Yutaka,615,615,0,12,2017
0,0,122332,THA,M,PUTHIKUNGASERN Veerapat,615,615,0,12,2017
616,563,112293,EST,M,LIBENE Toomas,994,994,0,12,2017
616,563,131484,IRI,M,HODAEI Amir Hossein,994,994,0,12,2017
616,548,132773,IND,M,JAIN Anukram,994,1008,0,12,2017
0,0,116897,BLR,M,KOURILTCHIK Nikita,617,617,0,12,2017
619,565,121690,FRA,M,PICARD Vincent,993,993,0,12,2017
620,562,123204,SRB,M,GACEV Aleksa,990,996,0,12,2017
621,588,112413,LTU,M,SKUCAS Matas,989,959,0,12,2017
622,568,117213,NOR,M,WAERSTAD Marcus,987,987,0,12,2017
623,569,103329,GUA,M,GUTIERREZ Allan,984,984,0,12,2017
624,570,121869,SVK,M,ZELINKA Jakub,983,982,0,12,2017
625,570,121511,HKG,M,CHENG Pak Hei,982,982,0,12,2017
626,558,123844,BEL,M,MERCKX Jasper,980,999,0,12,2017
627,0,123410,ESP,M,GONZALEZ Eduardo,979,0,0,12,2017
628,572,114733,MKD,M,STANOJKOVSKI Kristijan,978,978,0,12,2017
628,572,116604,MYA,M,LATT Thet Ko Ko,978,978,0,12,2017
630,0,123029,BRA,M,TOMOIKE Eduardo,977,845,0,12,2017
630,574,123577,SGP,M,YU Zong Jun Gerald,977,977,0,12,2017
0,0,121437,PUR,M,MATIAS Francisco,631,631,0,12,2017
632,0,133662,ALG,M,KARALI Naim,969,1003,0,12,2017
0,0,120019,TUN,M,SAADAOUI Mootezz,632,632,0,12,2017
0,0,123468,PER,M,LUQUE Cesar,632,632,0,12,2017
633,578,102827,GUY,M,FRANKLIN Christopher,968,968,0,12,2017
634,579,110035,JAM,M,WATSON Kane,966,966,0,12,2017
634,579,117120,SWE,M,ROOSE Pontus,966,966,0,12,2017
636,657,123281,AUT,M,KAPOLNEK Narayan,965,842,0,12,2017
636,581,123514,GRE,M,STAMATOUROS Georgios,965,965,0,12,2017
0,0,121624,BRA,M,USHISIMA Gustavo,636,636,0,12,2017
0,0,123660,BEL,M,COMELIAU David,637,643,0,12,2017
638,583,119536,IND,M,BORO Birdie,963,963,0,12,2017
639,0,113625,AUT,M,WOLF Christian,962,0,0,12,2017
639,586,120041,BUL,M,ANDREEV Yavor,962,962,0,12,2017
0,0,122165,JEY,M,WYKES Jordan,639,639,0,12,2017
641,587,108884,GUA,M,SOTO Kevin,961,961,0,12,2017
642,581,120073,LUX,M,BALABAN Ademir,960,965,0,12,2017
642,616,121077,SUI,M,POSCH Lars,960,908,0,12,2017
644,599,123031,BRA,M,TEODORO Guilherme,959,941,0,12,2017
645,589,113839,JAM,M,TOMLINSON Simon,958,958,0,12,2017
646,590,120857,FRA,M,BOURRASSAUD Florian,955,955,0,12,2017
647,591,117871,SUI,M,VENDE Gael,950,950,0,12,2017
648,593,120261,POL,M,TOMASZUK Tomasz,947,947,0,12,2017
648,593,121866,RUS,M,DVOYNIKOV Artem,947,947,0,12,2017
650,596,114938,SGP,M,TAY Jit Kiat,946,946,0,12,2017
650,596,122749,HKG,M,TSANG Tsz Tsun,946,946,0,12,2017
652,643,132820,TPE,M,LI Hsin-Yu,945,869,0,12,2017
653,583,119463,USA,M,KUMAR Nikhil,944,963,0,12,2017
654,593,120896,ECU,M,RIOFRIO Emiliano,943,947,0,12,2017
654,592,131784,FRA,M,CAVAILLE Jules,943,949,0,12,2017
0,0,121611,BRA,M,ANJOS Luiz,655,655,0,12,2017
656,598,115541,CYP,M,HRISTONOV Hristo,942,942,0,12,2017
657,575,120083,POR,M,AMORIM Vitor,941,975,0,12,2017
658,601,113559,GHA,M,LARTEY Felix,939,939,0,12,2017
659,602,119508,USA,M,TRAN Michael Minh,937,937,0,12,2017
660,603,121857,AUT,M,FRIEDRICH Christian,936,936,0,12,2017
661,599,120162,SLO,M,HRIBAR Peter,935,941,0,12,2017
0,0,112907,NEP,M,GOTHE Shiva,661,661,0,12,2017
0,0,120908,MAS,M,WONG Chun Cheun,661,661,0,12,2017
662,0,131852,CHI,M,MARTINEZ Andres,933,1021,0,12,2017
663,605,122020,CZE,M,BUBEN Vlastimil,931,933,0,12,2017
663,603,132311,HKG,M,CHONG Maurice Kai Ning,931,936,0,12,2017
665,606,132172,KOR,M,JANG Seongil,929,929,0,12,2017
0,0,119820,SEN,M,SOW Hamidou,665,665,0,12,2017
666,607,116245,CAN,M,LU ^^ Yen-Chun,927,927,0,12,2017
667,608,122546,SGP,M,TAN Lucas,925,925,0,12,2017
667,608,131926,KOR,M,YANG Yechan,925,925,0,12,2017
669,610,113070,MEX,M,LARA Miguel,922,922,0,12,2017
0,0,134794,JPN,M,TSUKIDATE Shunsuke,669,669,0,12,2017
670,611,123018,HUN,M,JUHASZ Patrik,921,920,0,12,2017
671,666,123192,SRB,M,LEVAJAC Dimitrije,920,832,0,12,2017
0,0,131982,MGL,M,CHINBAT Erdenebayar,671,671,0,12,2017
672,612,123544,SWE,M,KJELLSON Christoffer,918,918,0,12,2017
673,613,134582,ENG,M,LEETE Matthew,916,916,0,12,2017
0,0,102213,NCL,M,DEY Jeremy,673,673,0,12,2017
674,577,122642,IRL,M,CATHCART Owen,914,970,0,12,2017
675,615,119272,POL,M,DOSZ Slawomir,913,913,0,12,2017
676,614,122276,ESP,M,RUIZ Francisco Miguel,912,914,0,12,2017
677,621,123773,ARG,M,FUENTES Leandro,911,903,0,12,2017
677,0,132935,SRB,M,FENYVESI Florian,911,937,0,12,2017
0,0,134793,JPN,M,KAWAKAMI Naoya,677,677,0,12,2017
679,0,117140,TUN,M,AMMOUS Omar,910,772,0,12,2017
680,616,112125,DOM,M,VILA Isaac,908,908,0,12,2017
681,618,115780,PRK,M,KIM Jin Su,907,907,0,12,2017
681,618,122061,CRO,M,MARTINEK Luka,907,907,0,12,2017
0,0,116559,SLO,M,NOVAK Tilen,682,682,0,12,2017
0,0,121687,POR,M,DOYEN ^^ Antoine,682,682,0,12,2017
683,620,103288,YEM,M,GUBRAN Fahd,904,904,0,12,2017
684,621,114020,FIN,M,OCONNOR Miikka,903,903,0,12,2017
685,623,133695,JPN,M,KOBAYASHI Hiromu,902,902,0,12,2017
686,631,121546,POR,M,LI Tiago,899,891,0,12,2017
0,0,118838,ENG,M,MABEY Samuel,686,686,0,12,2017
0,0,120096,SWE,M,KIPPEL Viggo,686,686,0,12,2017
687,624,131217,NOR,M,VETVIK Finn,898,900,0,12,2017
688,625,115118,KSA,M,BU SHULAYBI Abdulaziz,897,897,0,12,2017
688,625,118690,SRB,M,POPOVIC Marko,897,897,0,12,2017
690,627,118523,AUS,M,CHAMBERS Dillon,896,896,0,12,2017
0,0,109746,SMR,M,VANNUCCI Marco,690,690,0,12,2017
691,628,118541,AUS,M,DUFFY Jake,895,895,0,12,2017
692,656,133379,FRA,M,SABHI Myshaal,891,851,0,12,2017
693,637,123515,ROU,M,OPREA Dragos Florin,890,876,0,12,2017
